image_id,specimen_id,split,status,error_reason,confidence,n_detections,x1,y1,x2,y2,x3,y3,x4,y4,processing_time_s,processed_at
93e1763cecb5f9a6,FR15_ABOM07082020038,train,OK,,0.8869,2,0.62500000,0.55859375,0.39648440,0.55859375,0.39648438,0.43489584,0.62500000,0.43489584,0.1539,2026-08-25T21:59:25+00:00
244e1e2377e64d76,FR15_ABOM07082020038,train,OK,,0.8339,2,0.56901038,0.52050781,0.21093746,0.52050781,0.21093746,0.40820312,0.56901038,0.40820312,0.1310,2026-08-25T21:59:25+00:00
9b20d646793f738e,FR15_ABOM07082020038,train,OK,,0.7849,2,0.52213526,0.53222650,0.16927081,0.53222650,0.16927083,0.41992182,0.52213526,0.41992182,0.1272,2026-08-25T21:59:25+00:00
c95c3a3cadc7ccf1,FR15_ABOM07082020038,train,OK,,0.9014,2,0.53776032,0.52050781,0.20052080,0.52050781,0.20052080,0.41210932,0.53776032,0.41210932,0.1444,2026-08-25T21:59:25+00:00
71235b2836e7bfb3,FR15_ABOM07082020082,train,OK,,0.6807,1,0.64550781,0.57421875,0.36523438,0.57421875,0.36523438,0.40885416,0.64550781,0.40885416,0.1595,2026-08-25T21:59:25+00:00
22a02008da9075fd,FR15_ABOM07082020082,train,OK,,0.8002,1,0.64843750,0.57942700,0.36914065,0.57942700,0.36914062,0.41927075,0.64843750,0.41927075,0.2490,2026-08-25T21:59:26+00:00
a62ffa5578f1ad75,FR15_ABOM07082020082,train,OK,,0.8360,2,0.59244782,0.53906244,0.26302084,0.53906244,0.26302084,0.43164057,0.59244782,0.43164057,0.1459,2026-08-25T21:59:26+00:00
97d53db465ce033e,FR15_ABOM07082020082,train,OK,,0.8196,2,0.56901038,0.52050781,0.23697913,0.52050781,0.23697913,0.41210938,0.56901038,0.41210938,0.1377,2026-08-25T21:59:26+00:00
81fb781409e74bee,FR15_ABOM07082020082,train,OK,,0.8843,2,0.52734363,0.53222650,0.18489580,0.53222650,0.18489580,0.41601557,0.52734363,0.41601557,0.1270,2026-08-25T21:59:26+00:00
74e04ca7a21e914d,FR15_ABOM080820007,train,OK,,0.7842,1,0.65527344,0.56249994,0.36914065,0.56249994,0.36914062,0.40885410,0.65527344,0.40885410,0.1658,2026-08-25T21:59:26+00:00
9185ba731800a21f,FR15_ABOM080820007,train,OK,,0.7343,1,0.65234375,0.55859375,0.36914062,0.55859375,0.36914062,0.40364584,0.65234375,0.40364584,0.1539,2026-08-25T21:59:26+00:00
d3efc8fddd286fe3,FR15_ABOM080820007,train,OK,,0.8842,2,0.58593744,0.54785150,0.25781253,0.54785150,0.25781253,0.44335932,0.58593744,0.44335932,0.1270,2026-08-25T21:59:26+00:00
6931a2a74f5f5d20,FR15_ABOM080820007,train,OK,,0.7756,2,0.58463532,0.53222650,0.24739580,0.53222650,0.24739580,0.42773432,0.58463532,0.42773432,0.1214,2026-08-25T21:59:27+00:00
ccad969de9a5ff31,FR15_ABOM080820007,train,OK,,0.8964,3,0.57031238,0.52832025,0.24218746,0.52832025,0.24218746,0.42773432,0.57031238,0.42773432,0.1245,2026-08-25T21:59:27+00:00
2dbbcaea550e5452,FR15_ABOM080820039,train,OK,,0.6038,1,0.64843750,0.56770831,0.37695312,0.56770831,0.37695312,0.40885416,0.64843750,0.40885416,0.1526,2026-08-25T21:59:27+00:00
1833bc09f46bb11c,FR15_ABOM080820039,train,OK,,0.6754,1,0.63769531,0.57421875,0.36523438,0.57421875,0.36523438,0.41406250,0.63769531,0.41406250,0.1530,2026-08-25T21:59:27+00:00
78d1d61b47a990df,FR15_ABOM080820039,train,OK,,0.8655,2,0.59505200,0.49707028,0.26822916,0.49707028,0.26822916,0.38867185,0.59505200,0.38867185,0.1233,2026-08-25T21:59:27+00:00
01a88c14283fe83d,FR15_ABOM080820039,train,OK,,0.8990,2,0.59505200,0.47753900,0.26302084,0.47753900,0.26302084,0.36523432,0.59505200,0.36523432,0.1250,2026-08-25T21:59:27+00:00
ca042ecfbc7894cb,FR15_ABOM080820039,train,OK,,0.8277,2,0.61067706,0.52441400,0.27343753,0.52441400,0.27343753,0.41210932,0.61067706,0.41210932,0.1270,2026-08-25T21:59:27+00:00
295fe26213d53f23,FR15_ABOM090820071,train,OK,,0.6429,1,0.66113281,0.55208325,0.40039065,0.55208325,0.40039062,0.40885410,0.66113281,0.40885410,0.1404,2026-08-25T21:59:28+00:00
4bbfa58f6277d90f,FR15_ABOM090820071,train,OK,,0.7953,1,0.65625000,0.55208331,0.39648438,0.55208331,0.39648438,0.40885416,0.65625000,0.40885416,0.1512,2026-08-25T21:59:28+00:00
4cb9f3860e14b05f,FR15_ABOM090820071,train,OK,,0.8679,2,0.57421863,0.52441400,0.22656246,0.52441400,0.22656246,0.41210932,0.57421863,0.41210932,0.1392,2026-08-25T21:59:28+00:00
1b01d7ca7d6246b5,FR15_ABOM090820071,train,OK,,0.8758,2,0.59244782,0.51562500,0.25260413,0.51562500,0.25260413,0.40820307,0.59244782,0.40820307,0.1343,2026-08-25T21:59:28+00:00
38bf4623827243f6,FR15_ABOM090820071,train,OK,,0.8176,2,0.58463532,0.57128900,0.24739580,0.57128900,0.24739580,0.46289057,0.58463532,0.46289057,0.1378,2026-08-25T21:59:28+00:00
8d119ef7974131f3,FR15_ABOM14080820006,train,OK,,0.7121,1,0.65722656,0.57421875,0.37011719,0.57421875,0.37011719,0.41406250,0.65722656,0.41406250,0.1711,2026-08-25T21:59:28+00:00
fea3d45ca9b535a3,FR15_ABOM14080820006,train,OK,,0.8161,2,0.64550781,0.58984375,0.35742188,0.58984375,0.35742188,0.42968750,0.64550781,0.42968750,0.1695,2026-08-25T21:59:28+00:00
a0b51894c5057c38,FR15_ABOM14080820006,train,OK,,0.8318,2,0.60026038,0.53222650,0.24739587,0.53222650,0.24739587,0.41992182,0.60026038,0.41992182,0.1524,2026-08-25T21:59:29+00:00
7de79bc91444355d,FR15_ABOM14080820006,train,OK,,0.6744,1,0.56249988,0.53515619,0.20572913,0.53515619,0.20572913,0.42773432,0.56249988,0.42773432,0.1423,2026-08-25T21:59:29+00:00
71185eac93dec780,FR15_ABOM14080820006,train,OK,,0.7183,1,0.57161456,0.58300775,0.18489583,0.58300775,0.18489583,0.47070307,0.57161456,0.47070307,0.1777,2026-08-25T21:59:29+00:00
5f56dc959b71ef98,FR15_ABOM170820009,train,OK,,0.7650,1,0.64941406,0.57421869,0.35742190,0.57421869,0.35742188,0.41406244,0.64941406,0.41406244,0.1925,2026-08-25T21:59:29+00:00
a2b7c1726365b734,FR15_ABOM170820009,train,OK,,0.8668,1,0.64843750,0.58463544,0.35742190,0.58463544,0.35742188,0.42447916,0.64843750,0.42447916,0.1841,2026-08-25T21:59:29+00:00
3d01adc04410b1f4,FR15_ABOM170820009,train,OK,,0.7589,2,0.63020831,0.59082025,0.25260413,0.59082025,0.25260413,0.47460932,0.63020831,0.47460932,0.1526,2026-08-25T21:59:29+00:00
350f2659fefefc4b,FR15_ABOM170820009,train,OK,,0.8616,3,0.62109369,0.56738275,0.24739587,0.56738275,0.24739587,0.45117182,0.62109369,0.45117182,0.1621,2026-08-25T21:59:30+00:00
ab00461f28cbe682,FR15_ABOM170820009,train,OK,,0.9168,2,0.58984369,0.59863275,0.22135413,0.59863275,0.22135413,0.48242182,0.58984369,0.48242182,0.1538,2026-08-25T21:59:30+00:00
eb239601f0c34818,FR15_ABOM170820030,train,OK,,0.7597,1,0.35931048,0.61307901,0.34843227,0.43258059,0.65813035,0.39939860,0.66900855,0.57989705,0.1831,2026-08-25T21:59:30+00:00
42d2003ab3c0cca0,FR15_ABOM170820030,train,OK,,0.5947,1,0.65136719,0.61067706,0.35058594,0.61067706,0.35058594,0.42968750,0.65136719,0.42968750,0.1751,2026-08-25T21:59:30+00:00
f979b0c018a8c0c2,FR15_ABOM170820030,train,OK,,0.5226,2,0.19661091,0.47403461,0.18512088,0.37158152,0.56990832,0.34730756,0.58139831,0.44976065,0.1473,2026-08-25T21:59:30+00:00
fb2af84cc0e383d9,FR15_ABOM170820030,train,OK,,0.5668,1,0.18647753,0.54103380,0.18321529,0.43827403,0.52181304,0.43222767,0.52507526,0.53498745,0.1438,2026-08-25T21:59:30+00:00
52c1931fbedb2108,FR15_ABOM170820030,train,OK,,0.3787,3,0.56380206,0.54785150,0.16927086,0.54785150,0.16927083,0.43164057,0.56380206,0.43164057,0.1390,2026-08-25T21:59:31+00:00
c2d29f14bbbdba0e,NoName8,train,OK,,0.7225,2,0.62109375,0.53776038,0.39648440,0.53776038,0.39648438,0.40885413,0.62109375,0.40885413,0.1727,2026-08-25T21:59:31+00:00
727a8d914506c3ea,NoName8,train,OK,,0.5638,1,0.62597656,0.55729169,0.40039062,0.55729169,0.40039062,0.42968750,0.62597656,0.42968750,0.1869,2026-08-25T21:59:31+00:00
b8c0ea8578307710,NoName8,train,OK,,0.8571,3,0.64453119,0.50878906,0.29427078,0.50878906,0.29427078,0.39648438,0.64453119,0.39648438,0.1404,2026-08-25T21:59:31+00:00
60cde60b34950a6b,NoName8,train,OK,,0.7606,2,0.61979163,0.53613275,0.28385422,0.53613275,0.28385422,0.42773432,0.61979163,0.42773432,0.1404,2026-08-25T21:59:31+00:00
6b63cd1b766986e2,NoName8,train,OK,,0.8707,2,0.57421863,0.52050781,0.23697913,0.52050781,0.23697913,0.41210932,0.57421863,0.41210932,0.1321,2026-08-25T21:59:31+00:00
d4f474dc661e36cb,FR15ABOM060621003,train,OK,,0.6774,1,0.65332031,0.58984375,0.34179688,0.58984375,0.34179688,0.39322916,0.65332031,0.39322916,0.1694,2026-08-25T21:59:31+00:00
01f0dd9dc03775eb,FR15ABOM060621003,train,OK,,0.6064,1,0.66894531,0.59505206,0.36132812,0.59505206,0.36132812,0.39843750,0.66894531,0.39843750,0.1728,2026-08-25T21:59:32+00:00
d176c1636b13fa55,FR15ABOM060621003,train,OK,,0.7169,2,0.63151032,0.55175769,0.26302078,0.55175769,0.26302078,0.41992188,0.63151032,0.41992188,0.1473,2026-08-25T21:59:32+00:00
3dbe292c8219d455,FR15ABOM060621003,train,OK,,0.7266,2,0.61067694,0.55078113,0.23697913,0.55078113,0.23697913,0.41992188,0.61067694,0.41992188,0.1693,2026-08-25T21:59:32+00:00
05263db1385c8455,FR15ABOM060621003,train,OK,,0.8170,2,0.61588538,0.53222644,0.23177087,0.53222644,0.23177087,0.39648438,0.61588538,0.39648438,0.1611,2026-08-25T21:59:32+00:00
47a83d441036f2aa,CollecYvan10,train,OK,,0.5388,1,0.64160156,0.55729169,0.36523438,0.55729169,0.36523438,0.39843750,0.64160156,0.39843750,0.1721,2026-08-25T21:59:32+00:00
c846b8362a0ca8ff,CollecYvan10,train,OK,,0.2447,1,0.63769531,0.56901038,0.36132815,0.56901038,0.36132812,0.40885410,0.63769531,0.40885410,0.1680,2026-08-25T21:59:32+00:00
e77dee5c4091945d,CollecYvan10,train,OK,,0.8290,2,0.73567683,0.60937494,0.37760410,0.60937494,0.37760410,0.49414057,0.73567683,0.49414057,0.1417,2026-08-25T21:59:33+00:00
eb390d81ab946035,CollecYvan10,train,OK,,0.6289,2,0.70442694,0.64160138,0.34635416,0.64160138,0.34635416,0.52148432,0.70442694,0.52148432,0.1302,2026-08-25T21:59:33+00:00
0942fc10a03589b8,CollecYvan10,train,OK,,0.9031,2,0.74479145,0.61425775,0.39843741,0.61425775,0.39843741,0.49804682,0.74479145,0.49804682,0.1319,2026-08-25T21:59:33+00:00
2ae8e84151225977,CollecYvan11,train,OK,,0.3892,1,0.62500000,0.54687500,0.36523438,0.54687500,0.36523438,0.40364584,0.62500000,0.40364584,0.1628,2026-08-25T21:59:33+00:00
c67535cce48ceb2c,CollecYvan11,train,OK,,0.6149,1,0.63378906,0.55859375,0.36914062,0.55859375,0.36914062,0.40885416,0.63378906,0.40885416,0.1569,2026-08-25T21:59:33+00:00
78dcb9cf1761b598,CollecYvan11,train,OK,,0.7859,2,0.57421863,0.56738275,0.24218746,0.56738275,0.24218746,0.46289057,0.57421863,0.46289057,0.1335,2026-08-25T21:59:33+00:00
fa2aa677ab3c1f1d,CollecYvan11,train,OK,,0.8245,1,0.55338538,0.50097650,0.21093746,0.50097650,0.21093746,0.39257810,0.55338538,0.39257810,0.1294,2026-08-25T21:59:33+00:00
becd474c3206705f,CollecYvan11,train,OK,,0.8524,2,0.60546869,0.51269531,0.26822916,0.51269531,0.26822916,0.40429682,0.60546869,0.40429682,0.1305,2026-08-25T21:59:34+00:00
fafa713d61124322,CollecYvan12,train,OK,,0.2359,1,0.61035156,0.57942706,0.36914062,0.57942706,0.36914062,0.42968750,0.61035156,0.42968750,0.1590,2026-08-25T21:59:34+00:00
0927aa83bc437238,CollecYvan12,train,OK,,0.3883,1,0.61425781,0.57421875,0.37304688,0.57421875,0.37304688,0.42447916,0.61425781,0.42447916,0.1575,2026-08-25T21:59:34+00:00
769f117876ea5367,CollecYvan12,train,OK,,0.7877,2,0.63151038,0.47753903,0.31510413,0.47753903,0.31510413,0.36523435,0.63151038,0.36523435,0.1440,2026-08-25T21:59:34+00:00
338567b2272eaeb9,CollecYvan12,train,OK,,0.7372,2,0.62369788,0.55078119,0.32031247,0.55078119,0.32031247,0.44726557,0.62369788,0.44726557,0.1435,2026-08-25T21:59:34+00:00
6e70625756fb05b9,CollecYvan12,train,OK,,0.8352,2,0.64713538,0.52832025,0.33593753,0.52832025,0.33593753,0.41992182,0.64713538,0.41992182,0.1465,2026-08-25T21:59:34+00:00
2a7856876e077752,CollecYvan8,train,OK,,0.5458,1,0.63378906,0.56770831,0.36132815,0.56770831,0.36132812,0.42968750,0.63378906,0.42968750,0.1924,2026-08-25T21:59:35+00:00
807224ed78fa2dd6,CollecYvan8,train,OK,,0.3739,1,0.63378906,0.56380200,0.36523440,0.56380200,0.36523438,0.41927075,0.63378906,0.41927075,0.1983,2026-08-25T21:59:35+00:00
03721dcaab9dea2c,CollecYvan8,train,OK,,0.6808,3,0.70963532,0.50097650,0.34635416,0.50097650,0.34635416,0.38867185,0.70963532,0.38867185,0.1710,2026-08-25T21:59:35+00:00
8191aad3a636aabd,CollecYvan8,train,OK,,0.8034,2,0.68229157,0.52832025,0.33593750,0.52832025,0.33593750,0.41992182,0.68229157,0.41992182,0.1381,2026-08-25T21:59:35+00:00
6439f9806376196e,CollecYvan8,train,OK,,0.8174,2,0.65234369,0.46972650,0.31510416,0.46972650,0.31510416,0.36523432,0.65234369,0.36523432,0.1497,2026-08-25T21:59:35+00:00
c4ccac306ab1f113,CollecYvan9,train,OK,,0.6603,1,0.63671875,0.57942706,0.36523438,0.57942706,0.36523438,0.43489584,0.63671875,0.43489584,0.1862,2026-08-25T21:59:35+00:00
3d0f7499e948c0a1,CollecYvan9,train,OK,,0.3704,2,0.64160156,0.58463544,0.36523438,0.58463544,0.36523438,0.44010416,0.64160156,0.44010416,0.1803,2026-08-25T21:59:36+00:00
ad558dba47d9577d,CollecYvan9,train,OK,,0.7588,2,0.54817694,0.47753900,0.19010413,0.47753900,0.19010413,0.37304682,0.54817694,0.37304682,0.1393,2026-08-25T21:59:36+00:00
d9145a0900f00a78,CollecYvan9,train,OK,,0.6354,2,0.53645831,0.48437497,0.17447919,0.48437497,0.17447917,0.37695310,0.53645831,0.37695310,0.1383,2026-08-25T21:59:36+00:00
2b9453d824aa8777,CollecYvan9,train,OK,,0.7629,2,0.58463538,0.48925778,0.21614580,0.48925778,0.21614580,0.37695310,0.58463538,0.37695310,0.1470,2026-08-25T21:59:36+00:00
49fde66284a224e3,FR15ABOM170821018,train,OK,,0.4823,3,0.61816406,0.53776044,0.37304688,0.53776044,0.37304688,0.39322916,0.61816406,0.39322916,0.1769,2026-08-25T21:59:36+00:00
