inv_id,source_type,dd,mm,yyyy,collection_origin,capture_mode,capture_region,capture_locality,collector,order,family,genus,species,caste,identifier,identification_year,photographer,specimen_state,device,device_type,n_photos
FR15ABOM210821100,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821100,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821107,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821107,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821110,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821110,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821112,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821112,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821115,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821115,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vèze,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821119,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821119,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821125,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821125,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821128,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821128,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821137,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821137,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821139,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821139,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821143,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821143,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821147,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821147,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Allanche,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821165,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molèdes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821165,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molèdes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821171,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molèdes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821171,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molèdes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821174,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Mollèdes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821174,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Mollèdes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821177,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Mollèdes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821177,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Mollèdes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821210,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molompize,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821210,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molompize,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821211,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molompize,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821211,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molompize,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210821212,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molompize,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210821212,collection,21,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Molompize,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM210822012,collection,21,8,2022,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vernois,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210822013,collection,21,8,2022,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Neussargues-en-Pinatelle,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210822014,collection,21,8,2022,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Neussargues-en-Pinatelle,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210822015,collection,21,8,2022,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Neussargues-en-Pinatelle,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210822016,collection,21,8,2022,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Neussargues-en-Pinatelle,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM210822016,collection,21,8,2022,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Neussargues-en-Pinatelle,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM220821043,collection,22,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lorcières,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM220821043,collection,22,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lorcières,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM220821055,collection,22,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lorcières,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM220821055,collection,22,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lorcières,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM220821068,collection,22,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lorcières,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM220821068,collection,22,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lorcières,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM220821070,collection,22,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lorcières,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM220821070,collection,22,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lorcières,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM220821084,collection,22,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Ruynes-en-Margeride,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM220821084,collection,22,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Ruynes-en-Margeride,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM220821085,collection,22,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Ruynes-en-Margeride,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM220821085,collection,22,8,2021,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Ruynes-en-Margeride,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2021,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM220822012,collection,21,8,2022,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Vernois,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM220822013,collection,21,8,2022,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Neussargues-en-Pinatelle,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM220822014,collection,21,8,2022,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Neussargues-en-Pinatelle,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM220822015,collection,21,8,2022,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Neussargues-en-Pinatelle,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,pomorum,drone,Mehdi ISSERTES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOM310520005,collection,31,5,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Thiezac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Mehdi ISSERTES,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOM310520005,collection,31,5,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Thiezac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Mehdi ISSERTES,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15ABOO0712002,collection,,7,2012,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Arpajon-sur-Cère,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Gilles MAHÉ,2022,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15ABOO0712002,collection,,7,2012,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Arpajon-sur-Cère,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,rupestris,fondatrice,Gilles MAHÉ,2022,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_AB210818002,collection,21,8,2018,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Mehdi ISSERTES,2018,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_AB210818002,collection,21,8,2018,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Mehdi ISSERTES,2018,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM023082020028,collection,23,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Giou-de-Mamou,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM023082020028,collection,23,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Giou-de-Mamou,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM07082020038,collection,7,8,2020,CPIE15,net,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Gilles MAHÉ,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM07082020038,collection,7,8,2020,CPIE15,net,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Gilles MAHÉ,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM07082020049,collection,7,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM07082020049,collection,7,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM07082020062,collection,7,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM07082020062,collection,7,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Aurillac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM07082020082,collection,7,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,St-Paul-des-Landes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM07082020082,collection,7,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,St-Paul-des-Landes,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM080820007,collection,8,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Arpajon-sur-Cère,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM080820007,collection,8,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Arpajon-sur-Cère,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM080820039,collection,9,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Reilhac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM080820039,collection,9,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Reilhac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM090820071,collection,9,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM090820071,collection,9,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM09082020078,collection,9,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM09082020078,collection,9,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM09082020094,collection,9,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM09082020094,collection,9,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Naucelles,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,worker,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM14080820006,collection,14,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Nieudan,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM14080820006,collection,14,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Nieudan,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM170820009,collection,17,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Charmensac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM170820009,collection,17,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Charmensac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM170820030,collection,17,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Peyrusse,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM170820030,collection,17,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Peyrusse,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,confusus,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM17082020015,collection,17,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Charmensac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM17082020015,collection,17,8,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Charmensac,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,sylvarum,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM180720046,collection,18,7,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM180720046,collection,18,7,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
FR15_ABOM180720047,collection,18,7,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Smartphone Samsung s10,S,3
FR15_ABOM180720047,collection,18,7,2020,Mehdi ISSERTES,net,Auvergne-Rhônes Alpes,Lavigerie,Mehdi ISSERTES,Hymenoptera,Apidae,Bombus,wurflenii,drone,Mehdi ISSERTES,2020,Basile PETIT,pinned,Canon EOS 70D - 100mm macro,P,2
