specimen_id,species,caste,is_labeled,n_images,splits_present,in_identification_csv,in_images
42230,lucorum,queen,True,0,,True,False
5100,cryptarum,queen,True,0,,True,False
63970,terrestris,queen,True,0,,True,False
73110,lucorum,worker,True,0,,True,False
73440,lucorum,worker,True,0,,True,False
ABAURA4898,pratorum,worker,True,5,train,True,True
ABAURA4902,ruderarius,worker,True,5,train,True,True
ABAURA4904,ruderarius,worker,True,5,train,True,True
ABAURA4915,ruderarius,worker,True,5,train,True,True
ABAURA4923,ruderarius,worker,True,5,train,True,True
ABAURA4923b,ruderarius,worker,True,5,train,True,True
ABAURA4926,pratorum,worker,True,5,train,True,True
ABAURA4928,ruderarius,worker,True,5,train,True,True
ABAURA4936,ruderarius,worker,True,5,train,True,True
ABAURA5103,pratorum,queen,True,5,train,True,True
ABAURA5591,soroeensis,worker,True,5,train,True,True
ABAURA5593,sylvarum,worker,True,5,train,True,True
ABAURA5633,soroeensis,drone,True,5,train,True,True
ABAURA5667,monticola,worker,True,5,train,True,True
ABAURA5676,rupestris,queen,True,10,train,True,True
ABAURA57210,pratorum,queen,True,5,train,True,True
ABAURA7150,ruderarius,queen,True,5,train,True,True
ABAURA7151,sylvarum,queen,True,5,train,True,True
ABAURA7153,pratorum,worker,True,5,train,True,True
ABAURA7155,pratorum,queen,True,5,train,True,True
ABAURA7163,ruderarius,queen,True,5,train,True,True
ABAURA7548,pratorum,worker,True,5,train,True,True
ABAURA7781,wurflenii,drone,True,5,train,True,True
ABAURA7781b,wurflenii,drone,True,5,train,True,True
ABAURA7910,rupestris,queen,True,5,train,True,True
ABAURA8150,soroeensis,worker,True,5,train,True,True
ABAURA8150b,ruderarius,worker,True,5,train,True,True
ABAURA8150c,ruderarius,queen,True,5,train,True,True
ABAURA8150d,wurflenii,worker,True,5,train,True,True
ABAURA8151,soroeensis,worker,True,5,train,True,True
ABAURA8201,pratorum,queen,True,5,train,True,True
ABAURA8203,sichelii,worker,True,5,train,True,True
ABAURA8204,ruderarius,drone,True,5,train,True,True
ABAURA8205,ruderarius,worker,True,5,train,True,True
ABAURA8205b,ruderarius,worker,True,5,train,True,True
ABAURA8205c,ruderarius,worker,True,5,train,True,True
ABAURA8205d,wurflenii,worker,True,5,train,True,True
ABAURA8206,pyrenaeus,worker,True,5,train,True,True
ABAURA8207,sichelii,worker,True,5,train,True,True
ABAURA8207b,wurflenii,worker,True,5,train,True,True
ABAURA8207c,wurflenii,worker,True,5,train,True,True
ABAURA8207d,wurflenii,worker,True,5,train,True,True
ABAURA8207e,wurflenii,worker,True,5,train,True,True
ABAURA8207f,wurflenii,worker,True,5,train,True,True
ABAURA8208,sichelii,worker,True,5,train,True,True
ABAURA8208b,sichelii,worker,True,5,train,True,True
ABAURA8212,pyrenaeus,worker,True,5,train,True,True
ABAURA8228,pratorum,worker,True,5,train,True,True
ABAURA8228b,pyrenaeus,worker,True,5,train,True,True
ABAURA8233,pratorum,drone,True,5,train,True,True
ABAURA8238,pratorum,drone,True,5,train,True,True
ABAURA8238a,sichelii,worker,True,5,train,True,True
ABAURA8238b,sichelii,worker,True,5,train,True,True
ABAURA8238c,sichelii,worker,True,5,train,True,True
ABAURA8238d,sichelii,worker,True,5,train,True,True
ABAURA8238e,sichelii,worker,True,5,train,True,True
ABAURA8239,pratorum,worker,True,5,train,True,True
ABAURA8239b,pratorum,worker,True,5,train,True,True
ABAURA8239c,soroeensis,worker,True,5,train,True,True
ABAURA8239d,wurflenii,worker,True,5,train,True,True
ABAURA8240,pratorum,worker,True,5,train,True,True
ABAURA8240b,pratorum,worker,True,5,train,True,True
ABAURA8240c,pratorum,worker,True,5,train,True,True
ABAURA8240d,pyrenaeus,worker,True,5,train,True,True
ABAURA8399,rupestris,queen,True,0,,True,False
ABAURA8526,soroeensis,drone,True,5,train,True,True
ABAURA8526b,wurflenii,worker,True,5,train,True,True
ABAURA8595,ruderarius,drone,True,5,train,True,True
ABAURA8599,wurflenii,worker,True,5,train,True,True
ABAURA8602,ruderarius,drone,True,5,train,True,True
ABAURA8604,wurflenii,worker,True,5,train,True,True
ABAURA8606,ruderarius,worker,True,5,train,True,True
ABAURA8607,pratorum,drone,True,5,train,True,True
ABAURA8625,soroeensis,queen,True,5,train,True,True
ABAURA8627,soroeensis,worker,True,5,train,True,True
ABAURA8627b,soroeensis,worker,True,0,,True,False
ABAURA8672b,,,False,5,train,False,True
ABAURA8747,pratorum,drone,True,5,train,True,True
ABAURA8764,pratorum,drone,True,5,train,True,True
ABAURA8852,ruderarius,drone,True,5,train,True,True
ABAURA8852b,ruderarius,worker,True,5,train,True,True
ABAURA8867,soroeensis,worker,True,5,train,True,True
ABAURA8885,pomorum,drone,True,5,train,True,True
ABAURA8885b,ruderarius,drone,True,5,train,True,True
ABAURA8885c,ruderarius,drone,True,5,train,True,True
ABAURA8885d,ruderarius,drone,True,5,train,True,True
ABAURA8885e,ruderarius,queen,True,5,train,True,True
ABAURA8885f,ruderarius,queen,True,5,train,True,True
ABB-2017.09516,terrestris,queen,True,0,,True,False
ABB-2017.09565,terrestris,queen,True,0,,True,False
ABB-2017.09615,terrestris,queen,True,0,,True,False
ABB-2017.09681,terrestris,drone,True,0,,True,False
ABB-2017.19025,terrestris,drone,True,0,,True,False
ABB-2017.19138,terrestris,drone,True,0,,True,False
ABB-2020.00032,sylvarum,worker,True,5,train,True,True
ABB-2020.00038,ruderarius,worker,True,5,train,True,True
ABB-2020.00106,sylvarum,worker,True,5,train,True,True
ABB.2017.20260,pratorum,worker,True,5,train,True,True
AGR.2016.1415,pratorum,drone,True,5,train,True,True
ARN-2016.18265,terrestris,worker,True,0,,True,False
ARN-2016.18266,terrestris,worker,True,0,,True,False
ATBI GR5,ruderarius,drone,True,0,,True,False
ATBI GR5b,sichelii,worker,True,0,,True,False
ATBI_GR5,,,False,5,train,False,True
ATBI_GR5b,,,False,5,train,False,True
BAR-2018.00332,sylvarum,worker,True,5,train,True,True
BAR-2018.00871,sylvarum,worker,True,5,train,True,True
BAR.2018.00342,sylvarum,worker,True,5,train,True,True
C2009.0558,terrestris,worker,True,0,,True,False
CD387287,soroeensis,worker,True,5,train,True,True
CD387303,sylvarum,worker,True,5,train,True,True
CD387313,ruderarius,worker,True,5,train,True,True
CD387324,sylvarum,worker,True,5,train,True,True
CD387577,soroeensis,worker,True,5,train,True,True
CD387577b,soroeensis,worker,True,5,train,True,True
CD387759,soroeensis,drone,True,5,train,True,True
CD387766,sylvarum,worker,True,4,train,True,True
CD387766b,ruderarius,worker,True,4,train,True,True
CD387770,pratorum,worker,True,5,train,True,True
CD387770b,monticola,drone,True,5,train,True,True
CD387770c,soroeensis,worker,True,5,train,True,True
CD387770d,sichelii,worker,True,5,train,True,True
CD387804,monticola,drone,True,5,train,True,True
CD387804c,soroeensis,drone,True,5,train,True,True
CD387804d,sichelii,drone,True,0,,True,False
CD388003,wurflenii,worker,True,5,train,True,True
CD388003b,wurflenii,worker,True,5,train,True,True
CD388013,wurflenii,worker,True,5,train,True,True
CD388016,sichelii,drone,True,5,train,True,True
CD388016b,wurflenii,worker,True,5,train,True,True
CD388018,ruderarius,drone,True,5,train,True,True
CD388018b,ruderarius,drone,True,5,train,True,True
CD388018c,sichelii,worker,True,5,train,True,True
CD388018d,wurflenii,worker,True,5,train,True,True
CD388018e,wurflenii,worker,True,5,train,True,True
CD388135,sylvarum,worker,True,5,train,True,True
CD388145,soroeensis,drone,True,5,train,True,True
CD388145b,soroeensis,drone,True,5,train,True,True
CD388146,sylvarum,worker,True,5,train,True,True
CD388229,pratorum,drone,True,5,train,True,True
CD388229b,soroeensis,worker,True,5,train,True,True
CD388229c,soroeensis,drone,True,5,train,True,True
CD388230,pratorum,drone,True,5,train,True,True
CD388230b,pratorum,drone,True,10,train,True,True
CD388230c,monticola,drone,True,5,train,True,True
CD388230d,soroeensis,worker,True,0,,True,False
CD388235,soroeensis,worker,True,5,train,True,True
CD388235b,soroeensis,worker,True,5,train,True,True
CD388391,soroeensis,queen,True,5,train,True,True
CD388391b,wurflenii,worker,True,5,train,True,True
CD388408,monticola,worker,True,5,train,True,True
CD388612,soroeensis,worker,True,5,train,True,True
CD388623,monticola,drone,True,5,train,True,True
CD388623b,monticola,worker,True,5,train,True,True
CD388623c,monticola,worker,True,5,train,True,True
CD388623d,monticola,worker,True,5,train,True,True
CD388623e,pyrenaeus,worker,True,5,train,True,True
CD388769,pratorum,worker,True,5,train,True,True
CD388809,soroeensis,worker,True,5,train,True,True
CD388820,wurflenii,worker,True,5,train,True,True
CD388820b,wurflenii,worker,True,5,train,True,True
CD388821,monticola,drone,True,5,train,True,True
CD388821b,pyrenaeus,drone,True,5,train,True,True
CD388821c,pyrenaeus,drone,True,5,train,True,True
CD388821d,sichelii,worker,True,5,train,True,True
CD388821e,sichelii,worker,True,5,train,True,True
CD388821f,sichelii,worker,True,5,train,True,True
CD388860,soroeensis,drone,True,5,train,True,True
CD388860b,soroeensis,drone,True,5,train,True,True
CD388861,pratorum,drone,True,5,train,True,True
CD388861b,pyrenaeus,worker,True,5,train,True,True
CD388862,soroeensis,worker,True,5,train,True,True
CD388862b,sylvarum,worker,True,5,train,True,True
CD388865,sichelii,worker,True,5,train,True,True
CD388865b,sichelii,worker,True,5,train,True,True
CD388865c,sichelii,worker,True,5,train,True,True
CD388865d,sichelii,worker,True,5,train,True,True
CD388865e,sichelii,worker,True,5,train,True,True
CD388872,soroeensis,worker,True,5,train,True,True
CD388872b,soroeensis,worker,True,5,train,True,True
CD388872c,soroeensis,queen,True,5,train,True,True
CD888235b,soroeensis,worker,True,0,,True,False
CEN187839,pratorum,worker,True,5,train,True,True
CYALU.202103022,terrestris,queen,True,0,,True,False
CollecYvan1,sichelii,drone,True,5,train,True,True
CollecYvan10,confusus,worker,True,5,train,True,True
CollecYvan11,confusus,worker,True,5,train,True,True
CollecYvan12,confusus,worker,True,5,train,True,True
CollecYvan14,monticola,worker,True,5,train,True,True
CollecYvan15,monticola,worker,True,5,train,True,True
CollecYvan16,monticola,worker,True,5,train,True,True
CollecYvan17,monticola,worker,True,5,train,True,True
CollecYvan18,monticola,worker,True,5,train,True,True
CollecYvan19,wurflenii,drone,True,5,train,True,True
CollecYvan2,sichelii,drone,True,5,train,True,True
CollecYvan20,wurflenii,drone,True,5,train,True,True
CollecYvan21,wurflenii,drone,True,5,train,True,True
CollecYvan22,wurflenii,drone,True,5,train,True,True
CollecYvan23,wurflenii,drone,True,5,train,True,True
CollecYvan24,wurflenii,drone,True,5,train,True,True
CollecYvan3,sichelii,drone,True,5,train,True,True
CollecYvan4,sichelii,drone,True,5,train,True,True
CollecYvan5,sichelii,drone,True,5,train,True,True
CollecYvan6,sichelii,drone,True,5,train,True,True
CollecYvan8,confusus,worker,True,5,train,True,True
CollecYvan9,confusus,worker,True,5,train,True,True
D26-5618,rupestris,queen,True,6,train,True,True
D264515,ruderarius,worker,True,5,train,True,True
D264520,pratorum,queen,True,5,train,True,True
D264520b,soroeensis,queen,True,5,train,True,True
FB.F19.0001,terrestris,worker,True,0,,True,False
FB.F19.0002,terrestris,worker,True,0,,True,False
FB.F19.0004,terrestris,worker,True,0,,True,False
FB.F19.0025,terrestris,worker,True,0,,True,False
FB.F19.0026,terrestris,worker,True,0,,True,False
FB.F19.0027,terrestris,worker,True,0,,True,False
FB.F19.0028,terrestris,worker,True,0,,True,False
FB.F19.0036,pratorum,worker,True,0,,True,False
FB.F19.0038,pratorum,worker,True,0,,True,False
FB.F19.0044,terrestris,worker,True,0,,True,False
FB.F19.0045,terrestris,worker,True,0,,True,False
FB.F19.0061,terrestris,worker,True,0,,True,False
FB.F19.0074,terrestris,worker,True,0,,True,False
FB.F19.0075,terrestris,worker,True,0,,True,False
FB.F19.0077,pratorum,worker,True,0,,True,False
FB.F19.0078,terrestris,worker,True,0,,True,False
FB.F19.0079,terrestris,worker,True,0,,True,False
FB.F19.0080,pratorum,worker,True,0,,True,False
FB.F19.0081,terrestris,worker,True,0,,True,False
FB.F19.0082,terrestris,worker,True,0,,True,False
FB.F19.0084,pratorum,worker,True,0,,True,False
FB.F19.0094,terrestris,worker,True,0,,True,False
FB.F19.0188,terrestris,worker,True,0,,True,False
FB.F19.0191,hortorum,queen,True,0,,True,False
FB.F19.0192,pratorum,worker,True,0,,True,False
FB.F19.0202,terrestris,worker,True,0,,True,False
FB.F19.0212,pascuorum,queen,True,0,,True,False
FB.F19.0280,pascuorum,queen,True,0,,True,False
FB.F19.0284,pascuorum,queen,True,0,,True,False
FB.F19.0297,pascuorum,worker,True,0,,True,False
FB.F19.0298,pascuorum,queen,True,0,,True,False
FB.F19.0302,terrestris,worker,True,0,,True,False
FB.F19.0334,hortorum,queen,True,0,,True,False
FB.F19.0342,pascuorum,queen,True,0,,True,False
FB.F19.0347,terrestris,worker,True,0,,True,False
FB.F19.0348,pascuorum,queen,True,0,,True,False
FB.F19.0355,terrestris,worker,True,0,,True,False
FB.F19.0360,pratorum,worker,True,0,,True,False
FB.F19.0363,pascuorum,queen,True,0,,True,False
FB.P19.0005,terrestris,worker,True,0,,True,False
FB.P19.0006,terrestris,worker,True,0,,True,False
FB.P19.0007,terrestris,worker,True,0,,True,False
FB.P19.0103,terrestris,worker,True,0,,True,False
FB.P19.0116,terrestris,worker,True,0,,True,False
FB.P19.0140,campestris,queen,True,0,,True,False
FB.P19.0148,terrestris,worker,True,0,,True,False
FB.P19.0149,pratorum,worker,True,0,,True,False
FB.P19.0153,pratorum,worker,True,0,,True,False
FB.P19.0157,terrestris,worker,True,0,,True,False
FB.P19.0223,campestris,queen,True,0,,True,False
FB.P19.0301,campestris,queen,True,0,,True,False
FR04ABOM220722001,sichelii,queen,True,5,train,True,True
FR04ABOM220722031,pyrenaeus,worker,True,5,train,True,True
FR04ABOM220722046,sichelii,drone,True,5,train,True,True
FR04ABOM220722047,sichelii,drone,True,5,train,True,True
FR04ABOM220722050,ruderarius,drone,True,5,train,True,True
FR04ABOM220722051,ruderarius,drone,True,5,train,True,True
FR04ABOM220722054,ruderarius,drone,True,5,train,True,True
FR04ABOM220722055,ruderarius,drone,True,5,train,True,True
FR04ABOM220722057,ruderarius,drone,True,5,train,True,True
FR04ABOM220722060,monticola,drone,True,5,train,True,True
FR04ABOM220722061,pyrenaeus,drone,True,5,train,True,True
FR04ABOM220722087,monticola,worker,True,5,train,True,True
FR04ABOM220722089,pyrenaeus,queen,True,5,train,True,True
FR04ABOM220722092,pyrenaeus,worker,True,5,train,True,True
FR05ABOM220722023,ruderarius,drone,True,5,train,True,True
FR05ABOM220722024,ruderarius,drone,True,5,train,True,True
FR05ABOM220722025,ruderarius,drone,True,5,train,True,True
FR05ABOM220722026,sichelii,drone,True,5,train,True,True
FR05ABOM220722027,sichelii,drone,True,5,train,True,True
FR05ABOM220722028,ruderarius,drone,True,5,train,True,True
FR15AB100518002,wurflenii,queen,True,5,train,True,True
FR15ABOM060621003,confusus,queen,True,5,train,True,True
FR15ABOM100721030,rupestris,queen,True,5,train,True,True
FR15ABOM100721031,rupestris,queen,True,5,train,True,True
FR15ABOM100721032,rupestris,queen,True,5,train,True,True
FR15ABOM100721047,pomorum,queen,True,5,train,True,True
FR15ABOM110721013,rupestris,queen,True,5,train,True,True
FR15ABOM120621015,rupestris,queen,True,5,train,True,True
FR15ABOM120722071,wurflenii,drone,True,5,train,True,True
FR15ABOM130621006,rupestris,queen,True,5,train,True,True
FR15ABOM130722047,wurflenii,drone,True,5,train,True,True
FR15ABOM150720008,pomorum,drone,True,5,train,True,True
FR15ABOM150820018,confusus,drone,True,5,train,True,True
FR15ABOM150821068,pomorum,worker,True,5,train,True,True
FR15ABOM170821009,sylvarum,drone,True,5,train,True,True
FR15ABOM170821018,confusus,worker,True,5,train,True,True
FR15ABOM170821029,confusus,drone,True,5,train,True,True
FR15ABOM170821030,pomorum,drone,True,5,train,True,True
FR15ABOM170821030b,pomorum,drone,True,5,train,True,True
FR15ABOM170821074,pomorum,worker,True,5,train,True,True
FR15ABOM170821115,confusus,worker,True,5,train,True,True
FR15ABOM170821120,confusus,worker,True,5,train,True,True
FR15ABOM170821123,pomorum,worker,True,5,train,True,True
FR15ABOM200722026,wurflenii,drone,True,5,train,True,True
FR15ABOM200722062,wurflenii,drone,True,5,train,True,True
FR15ABOM200722063,wurflenii,drone,True,5,train,True,True
FR15ABOM200722064,wurflenii,drone,True,5,train,True,True
FR15ABOM200722065,wurflenii,drone,True,5,train,True,True
FR15ABOM200722066,wurflenii,drone,True,5,train,True,True
FR15ABOM200821004,pomorum,worker,True,5,train,True,True
FR15ABOM200821005,pomorum,drone,True,5,train,True,True
FR15ABOM200821010,pomorum,drone,True,5,train,True,True
FR15ABOM200821014,pomorum,worker,True,5,train,True,True
FR15ABOM200821035,pomorum,worker,True,5,train,True,True
FR15ABOM200821126,pomorum,worker,True,5,train,True,True
FR15ABOM200821156,rupestris,queen,True,5,train,True,True
FR15ABOM200821202,pomorum,worker,True,5,train,True,True
FR15ABOM200821209,pomorum,drone,True,5,train,True,True
FR15ABOM200821215,pomorum,worker,True,5,train,True,True
FR15ABOM200821233,pomorum,worker,True,5,train,True,True
FR15ABOM210821014,pomorum,drone,True,5,train,True,True
FR15ABOM210821043,pomorum,worker,True,5,train,True,True
FR15ABOM210821048,pomorum,drone,True,5,train,True,True
FR15ABOM210821077,rupestris,queen,True,5,train,True,True
FR15ABOM210821100,pomorum,drone,True,5,train,True,True
FR15ABOM210821107,pomorum,drone,True,5,train,True,True
FR15ABOM210821110,pomorum,drone,True,5,train,True,True
FR15ABOM210821112,confusus,worker,True,5,train,True,True
FR15ABOM210821115,pomorum,drone,True,5,train,True,True
FR15ABOM210821119,pomorum,worker,True,5,train,True,True
FR15ABOM210821125,confusus,worker,True,5,train,True,True
FR15ABOM210821128,sylvarum,drone,True,5,train,True,True
FR15ABOM210821137,confusus,drone,True,5,train,True,True
FR15ABOM210821139,confusus,drone,True,5,train,True,True
FR15ABOM210821143,sylvarum,drone,True,5,train,True,True
FR15ABOM210821147,confusus,worker,True,5,train,True,True
FR15ABOM210821165,confusus,drone,True,5,train,True,True
FR15ABOM210821171,confusus,drone,True,5,train,True,True
FR15ABOM210821174,sylvarum,drone,True,5,train,True,True
FR15ABOM210821177,sylvarum,drone,True,5,train,True,True
FR15ABOM210821210,confusus,drone,True,5,train,True,True
FR15ABOM210821211,confusus,worker,True,5,train,True,True
FR15ABOM210821212,confusus,drone,True,5,train,True,True
FR15ABOM210822012,pomorum,drone,True,5,train,True,True
FR15ABOM210822013,pomorum,drone,True,5,train,True,True
FR15ABOM210822014,pomorum,drone,True,5,train,True,True
FR15ABOM210822015,pomorum,drone,True,5,train,True,True
FR15ABOM210822016,pomorum,drone,True,5,train,True,True
FR15ABOM220821043,confusus,drone,True,5,train,True,True
FR15ABOM220821055,pomorum,worker,True,5,train,True,True
FR15ABOM220821068,confusus,drone,True,5,train,True,True
FR15ABOM220821070,confusus,drone,True,5,train,True,True
FR15ABOM220821084,confusus,worker,True,5,train,True,True
FR15ABOM220821085,confusus,worker,True,5,train,True,True
FR15ABOM220822012,pomorum,drone,True,0,,True,False
FR15ABOM220822013,pomorum,drone,True,0,,True,False
FR15ABOM220822014,pomorum,drone,True,0,,True,False
FR15ABOM220822015,pomorum,drone,True,0,,True,False
FR15ABOM310520005,rupestris,queen,True,5,train,True,True
FR15ABOO0712002,rupestris,queen,True,5,train,True,True
FR15_AB210818002,wurflenii,drone,True,5,train,True,True
FR15_ABOM023082020028,confusus,worker,True,5,train,True,True
FR15_ABOM07082020038,confusus,drone,True,5,train,True,True
FR15_ABOM07082020049,confusus,worker,True,5,train,True,True
FR15_ABOM07082020062,confusus,worker,True,5,train,True,True
FR15_ABOM07082020082,confusus,drone,True,5,train,True,True
FR15_ABOM080820007,confusus,drone,True,5,train,True,True
FR15_ABOM080820039,confusus,drone,True,5,train,True,True
FR15_ABOM090820071,confusus,drone,True,5,train,True,True
FR15_ABOM09082020078,sylvarum,drone,True,5,train,True,True
FR15_ABOM09082020094,confusus,worker,True,5,train,True,True
FR15_ABOM14080820006,confusus,drone,True,5,train,True,True
FR15_ABOM170820009,confusus,drone,True,5,train,True,True
FR15_ABOM170820030,confusus,drone,True,5,train,True,True
FR15_ABOM17082020015,sylvarum,drone,True,5,train,True,True
FR15_ABOM180720046,wurflenii,drone,True,5,train,True,True
FR15_ABOM180720047,wurflenii,drone,True,5,train,True,True
FR15_ABOM180720048,wurflenii,drone,True,5,train,True,True
FR15_ABOM180720053,wurflenii,drone,True,5,train,True,True
FR15_ABOM180720054,pomorum,worker,True,5,train,True,True
FR15_ABOM25082020007,sylvarum,drone,True,5,train,True,True
FR15_ABOM25082020008,sylvarum,drone,True,5,train,True,True
FR15_ABOM25082020010,sylvarum,drone,True,5,train,True,True
FR15_ABOM30072020036,sylvarum,drone,True,5,train,True,True
FR15_ABOM30072020040,pomorum,worker,True,5,train,True,True
FR15_ABOM30072020042,sylvarum,drone,True,5,train,True,True
FR15_ABOM30072020044,pomorum,worker,True,5,train,True,True
FR15_ABOM30072020045,pomorum,worker,True,5,train,True,True
FR15_ABOM30072020048,pomorum,worker,True,5,train,True,True
FR15_ABOM30072020071,pomorum,worker,True,5,train,True,True
FR15_STPONCY300921002,sylvarum,drone,True,5,train,True,True
FR15_STPONCY300921024,sylvarum,drone,True,5,train,True,True
FR73ABOM120722002,pyrenaeus,drone,True,5,train,True,True
FR73ABOM120722021,pyrenaeus,worker,True,5,train,True,True
FR73ABOM120722025,ruderarius,drone,True,5,train,True,True
FR73ABOM120722026,sichelii,drone,True,5,train,True,True
FR73ABOM120722027,monticola,drone,True,5,train,True,True
FR73ABOM120722028,sichelii,drone,True,5,train,True,True
FR73ABOM120722042,pyrenaeus,worker,True,5,train,True,True
FR73ABOM120722070,monticola,drone,True,5,train,True,True
FR73ABOM120722072,pyrenaeus,drone,True,5,train,True,True
FR73ABOM120722090,monticola,worker,True,5,train,True,True
FR73ABOM120722103,pyrenaeus,worker,True,5,train,True,True
FR73ABOM120722118,monticola,drone,True,5,train,True,True
FR73ABOM130722001,monticola,worker,True,5,train,True,True
FR73ABOM130722002,monticola,worker,True,5,train,True,True
FR73ABOM130722003,sichelii,drone,True,5,train,True,True
FR73ABOM130722004,pyrenaeus,worker,True,5,train,True,True
FR73ABOM130722005,pyrenaeus,worker,True,5,train,True,True
FR73ABOM130722006,pyrenaeus,worker,True,5,train,True,True
FR73ABOM130722007,pyrenaeus,drone,True,5,train,True,True
FR73ABOM130722009,pyrenaeus,drone,True,5,train,True,True
FR73ABOM130722017,monticola,drone,True,5,train,True,True
FR73ABOM130722018,pyrenaeus,drone,True,5,train,True,True
FR73ABOM130722020,pyrenaeus,drone,True,5,train,True,True
FR73ABOM130722021,pyrenaeus,drone,True,5,train,True,True
FR73ABOM130722027,pyrenaeus,worker,True,5,train,True,True
FR73ABOM130722029,sichelii,drone,True,5,train,True,True
FR73ABOM130722030,pyrenaeus,drone,True,5,train,True,True
FR73ABOM130722037,monticola,drone,True,5,train,True,True
FR73ABOM130722039,monticola,drone,True,5,train,True,True
FR73ABOM130722040,pyrenaeus,drone,True,5,train,True,True
FR73ABOM130722041,sichelii,drone,True,5,train,True,True
FR73ABOM130722046,pyrenaeus,worker,True,5,train,True,True
FR73ABOM130722062,pyrenaeus,drone,True,5,train,True,True
FR73ABOM130722063,pyrenaeus,drone,True,5,train,True,True
FR73ABOM130722064,pyrenaeus,drone,True,5,train,True,True
FR73ABOM130722065,pyrenaeus,drone,True,5,train,True,True
FR73ABOM130722066,pyrenaeus,drone,True,5,train,True,True
FR73ABOM130722067,pyrenaeus,drone,True,5,train,True,True
FR73ABOM140722001,monticola,drone,True,5,train,True,True
FR73ABOM140722009,monticola,worker,True,5,train,True,True
FR73ABOM140722011,monticola,drone,True,5,train,True,True
FR73ABOM140722015,monticola,drone,True,5,train,True,True
FR73ABOM140722026,monticola,queen,True,5,train,True,True
FR73ABOM140722031,monticola,drone,True,5,train,True,True
