image_id,specimen_id,split,status,error_reason,n_landmarks_found,model_name,processing_time_s,processed_at
0f5a168d0adcc5a4,N384,train,OK,,19,weights,0.0904,2026-08-29T17:21:05+00:00
f16a57217d3dc695,POLLINIS4351,train,OK,,19,weights,0.0919,2026-08-29T17:21:05+00:00
29a3fa46d0e111b4,ABAURA8238,train,OK,,19,weights,0.0891,2026-08-29T17:21:05+00:00
a73799bfe601db1a,N126,train,OK,,19,weights,0.0897,2026-08-29T17:21:05+00:00
a3a06c2feee3045b,CD388861,train,OK,,19,weights,0.0907,2026-08-29T17:21:05+00:00
e41c904d6f691d56,2019.02059,train,OK,,19,weights,0.0898,2026-08-29T17:21:05+00:00
5ad7ac0d6798b73a,N385,train,OK,,19,weights,0.0922,2026-08-29T17:21:05+00:00
ee4478363febce24,2007.0008,train,OK,,19,weights,0.0916,2026-08-29T17:21:05+00:00
25e49cffd2557981,N628,train,OK,,19,weights,0.0926,2026-08-29T17:21:05+00:00
717085c257025839,N815,train,OK,,19,weights,0.0912,2026-08-29T17:21:05+00:00
12f2aaa6a996d1ca,N815,train,OK,,19,weights,0.0910,2026-08-29T17:21:06+00:00
5ce4482f717b6834,N628,train,OK,,19,weights,0.0918,2026-08-29T17:21:06+00:00
05602ad0bf4afa33,2007.0008,train,OK,,19,weights,0.0916,2026-08-29T17:21:06+00:00
cc1181553d841722,N385,train,OK,,19,weights,0.0903,2026-08-29T17:21:06+00:00
79533503737b339a,N385,train,OK,,19,weights,0.0912,2026-08-29T17:21:06+00:00
668bd27119a90da3,2019.02059,train,OK,,19,weights,0.0916,2026-08-29T17:21:06+00:00
ebd9897260f4e5aa,CD388861,train,OK,,19,weights,0.0909,2026-08-29T17:21:06+00:00
d8786d61fbbce24a,N815,train,OK,,19,weights,0.0924,2026-08-29T17:21:06+00:00
b3a872612ca6be22,N628,train,OK,,19,weights,0.0936,2026-08-29T17:21:06+00:00
9688167734e0eea8,2007.0008,train,OK,,19,weights,0.1005,2026-08-29T17:21:06+00:00
2e55e7292122d53c,CD388861,train,OK,,19,weights,0.0881,2026-08-29T17:21:07+00:00
e52ec2c5ce32a5dd,N385,train,OK,,19,weights,0.0914,2026-08-29T17:21:07+00:00
b09e1cc58aabbe31,AGR.2016.1415,train,OK,,19,weights,0.0895,2026-08-29T17:21:07+00:00
0bea304d6bfba412,N628,train,OK,,19,weights,0.0907,2026-08-29T17:21:07+00:00
dc0d92a6c64c9f5d,N815,train,OK,,19,weights,0.0911,2026-08-29T17:21:07+00:00
b36e85dffb324b72,CD388230b,train,OK,,19,weights,0.0899,2026-08-29T17:21:07+00:00
f4e09d60b2a4c359,2013.0265,train,OK,,19,weights,0.1290,2026-08-29T17:21:07+00:00
4e2d2da5795ef6f0,2019.02073,train,OK,,19,weights,0.0947,2026-08-29T17:21:07+00:00
8876609ab94e7e89,2013.0265,train,OK,,19,weights,0.0891,2026-08-29T17:21:07+00:00
208e8195222e1d84,N815,train,OK,,19,weights,0.0885,2026-08-29T17:21:07+00:00
5bc7e31cf433a0ed,N628,train,SUSPECT,seulement_17_maxima_sur_19_attendus,17,weights,0.0894,2026-08-29T17:21:07+00:00
3c228409f68a5305,2020.00301,train,OK,,19,weights,0.0999,2026-08-29T17:21:08+00:00
a57447fc28e276e7,2019.02080,train,OK,,19,weights,0.0921,2026-08-29T17:21:08+00:00
980cfc9c27d5aa00,N385,train,OK,,19,weights,0.0938,2026-08-29T17:21:08+00:00
7d255c9623a4c2fa,AGR.2016.1415,train,OK,,19,weights,0.0957,2026-08-29T17:21:08+00:00
9626aa00a948debe,CD388230b,train,OK,,19,weights,0.0946,2026-08-29T17:21:08+00:00
ba94408b1b9a130c,2019.02073,train,OK,,19,weights,0.0930,2026-08-29T17:21:08+00:00
a77518aa13a1f31e,2013.0265,train,OK,,19,weights,0.0972,2026-08-29T17:21:08+00:00
9a366a62410b2230,2020.00301,train,OK,,19,weights,0.0923,2026-08-29T17:21:08+00:00
67a8db8252fc1a16,AGR.2016.1415,train,OK,,19,weights,0.0940,2026-08-29T17:21:08+00:00
174be68a986e6577,2019.02080,train,OK,,19,weights,0.0927,2026-08-29T17:21:08+00:00
a9fbc1c39b185f5a,AGR.2016.1415,train,OK,,19,weights,0.0906,2026-08-29T17:21:08+00:00
0f0368e690050b19,2019.02080,train,OK,,19,weights,0.0904,2026-08-29T17:21:09+00:00
1169f31692ea55e4,2020.00301,train,OK,,19,weights,0.0912,2026-08-29T17:21:09+00:00
44cf9c340b54a6cf,CD388230b,train,OK,,19,weights,0.0925,2026-08-29T17:21:09+00:00
1329b46bd4a4ef20,2013.0265,train,OK,,19,weights,0.0910,2026-08-29T17:21:09+00:00
5a83588474bbeec1,2019.02073,train,OK,,19,weights,0.0923,2026-08-29T17:21:09+00:00
a2345f10185bc92a,2020.00301,train,OK,,19,weights,0.0887,2026-08-29T17:21:09+00:00
89a49365784950fc,2019.02080,train,OK,,19,weights,0.0895,2026-08-29T17:21:09+00:00
215537ff3eaa9238,AGR.2016.1415,train,OK,,19,weights,0.0911,2026-08-29T17:21:09+00:00
41692c4511f84e99,N385,train,OK,,19,weights,0.0903,2026-08-29T17:21:09+00:00
775e385c2f4a3a60,N628,train,OK,,19,weights,0.0955,2026-08-29T17:21:09+00:00
e2ab08520fbb861d,N815,train,OK,,19,weights,0.0924,2026-08-29T17:21:09+00:00
3791c40a932d2828,CD388230b,train,OK,,19,weights,0.0912,2026-08-29T17:21:10+00:00
ffd78146c1d92119,2019.02073,train,OK,,19,weights,0.0908,2026-08-29T17:21:10+00:00
d0eaf69f96d1eda9,2013.0265,train,SUSPECT,seulement_18_maxima_sur_19_attendus,18,weights,0.0903,2026-08-29T17:21:10+00:00
7f757fd48eb39c34,2019.02073,train,OK,,19,weights,0.0905,2026-08-29T17:21:10+00:00
2b9b07e79737ea74,CD388230b,train,OK,,19,weights,0.0921,2026-08-29T17:21:10+00:00
0d1faa1ffd9bb04f,N815,train,OK,,19,weights,0.0907,2026-08-29T17:21:10+00:00
679e7f829aa5adc8,N628,train,OK,,19,weights,0.0926,2026-08-29T17:21:10+00:00
a5b32e20306579e3,2020.00301,train,OK,,19,weights,0.0920,2026-08-29T17:21:10+00:00
299c1642a827cd22,N385,train,OK,,19,weights,0.0914,2026-08-29T17:21:10+00:00
ce9a8921c45d6e60,2019.02059,train,OK,,19,weights,0.0921,2026-08-29T17:21:10+00:00
bfb47c8fb3a7dd49,CD388861,train,OK,,19,weights,0.0926,2026-08-29T17:21:10+00:00
35d1f8a264cf0bc6,N385,train,OK,,19,weights,0.0954,2026-08-29T17:21:11+00:00
0ee4acaf085b59a9,N815,train,OK,,19,weights,0.0930,2026-08-29T17:21:11+00:00
6d8558679717d90a,2007.0008,train,OK,,19,weights,0.0937,2026-08-29T17:21:11+00:00
3b46c375663c4500,N628,train,OK,,19,weights,0.0909,2026-08-29T17:21:11+00:00
5484f1f3bf3d6a79,2019.02059,train,OK,,19,weights,0.0924,2026-08-29T17:21:11+00:00
60645095a0a8f67f,N385,train,OK,,19,weights,0.0990,2026-08-29T17:21:11+00:00
c32cd7e7a5303d50,CD388861,train,OK,,19,weights,0.0898,2026-08-29T17:21:11+00:00
df038e0fcd29a87b,N628,train,OK,,19,weights,0.0913,2026-08-29T17:21:11+00:00
90035928c9eb3007,N815,train,OK,,19,weights,0.0885,2026-08-29T17:21:11+00:00
786d20d71bfa89fe,N815,train,OK,,19,weights,0.0879,2026-08-29T17:21:11+00:00
a17f840e7c7269ad,2007.0008,train,OK,,19,weights,0.0902,2026-08-29T17:21:12+00:00
06b530b1982ec1c0,N628,train,OK,,19,weights,0.0902,2026-08-29T17:21:12+00:00
6705acfdca4d355e,N385,train,OK,,19,weights,0.0891,2026-08-29T17:21:12+00:00
4aef5b80fc790f9f,N126,train,OK,,19,weights,0.0897,2026-08-29T17:21:12+00:00
80ec542a20fc4973,POLLINIS4351,train,OK,,19,weights,0.0900,2026-08-29T17:21:12+00:00
5548ee00ab850be6,2019.02175,train,OK,,19,weights,0.0895,2026-08-29T17:21:12+00:00
a7c2a22a87ea501c,CD388230,train,OK,,19,weights,0.0898,2026-08-29T17:21:12+00:00
bf73e73087761bb4,ABAURA8747,train,OK,,19,weights,0.0916,2026-08-29T17:21:12+00:00
8c1fd394d8219e9d,ABAURA8747,train,OK,,19,weights,0.0896,2026-08-29T17:21:12+00:00
179dfb740aac3e25,N384,train,OK,,19,weights,0.0901,2026-08-29T17:21:12+00:00
a641a660bcaa2d46,ABAURA8238,train,OK,,19,weights,0.0898,2026-08-29T17:21:12+00:00
96c0a37ffb893282,N126,train,OK,,19,weights,0.0921,2026-08-29T17:21:13+00:00
81446af8cbe96371,POLLINIS4351,train,OK,,19,weights,0.1029,2026-08-29T17:21:13+00:00
628e0ca3d2acca76,2019.02175,train,OK,,19,weights,0.0944,2026-08-29T17:21:13+00:00
a0dc8a55d4a0a8af,N384,train,OK,,19,weights,0.0913,2026-08-29T17:21:13+00:00
49e5c41dd4c0e6a2,CD388230,train,OK,,19,weights,0.0918,2026-08-29T17:21:13+00:00
e652de08ea04299d,ABAURA8747,train,OK,,19,weights,0.0898,2026-08-29T17:21:13+00:00
4bab37ffaf704a7c,N384,train,OK,,19,weights,0.0923,2026-08-29T17:21:13+00:00
6c8a46530ac6db9a,ABAURA8238,train,OK,,19,weights,0.0924,2026-08-29T17:21:13+00:00
6a23175f45a2952f,N126,train,OK,,19,weights,0.0904,2026-08-29T17:21:13+00:00
c36c93b203e601d1,ABAURA8607,train,OK,,19,weights,0.0914,2026-08-29T17:21:13+00:00
2481a9c16301694a,2020.03926,train,OK,,19,weights,0.0933,2026-08-29T17:21:13+00:00
37e29b5a8c659b7a,ABAURA8764,train,OK,,19,weights,0.0909,2026-08-29T17:21:14+00:00
6d66c260c91a1872,ABAURA8233,train,OK,,19,weights,0.0932,2026-08-29T17:21:14+00:00
53c33e0ee273e19e,CD388229,train,OK,,19,weights,0.0917,2026-08-29T17:21:14+00:00
92e225d1c1669a98,CD388229,train,OK,,19,weights,0.0936,2026-08-29T17:21:14+00:00
9e0924c3aa5e78a0,ABAURA8233,train,OK,,19,weights,0.0917,2026-08-29T17:21:14+00:00
8fa6709188d43559,N126,train,OK,,19,weights,0.0930,2026-08-29T17:21:14+00:00
d71b19564f08473b,2020.03926,train,OK,,19,weights,0.0937,2026-08-29T17:21:14+00:00
5b012d29a66a84d3,ABAURA8607,train,OK,,19,weights,0.0938,2026-08-29T17:21:14+00:00
2e5179b9db370aae,ABAURA8764,train,OK,,19,weights,0.0923,2026-08-29T17:21:14+00:00
8c3e058dcc5ce544,N384,train,OK,,19,weights,0.0938,2026-08-29T17:21:14+00:00
f0d57b7a3654b35b,CD388229,train,OK,,19,weights,0.0991,2026-08-29T17:21:14+00:00
6dd5c14cbe3e5d8a,ABAURA8233,train,OK,,19,weights,0.0950,2026-08-29T17:21:15+00:00
14aefe2a7781bb3f,N384,train,OK,,19,weights,0.0920,2026-08-29T17:21:15+00:00
310e23d757814869,2020.03926,train,OK,,19,weights,0.0947,2026-08-29T17:21:15+00:00
3fde63b1f4c60d0d,N126,train,OK,,19,weights,0.0920,2026-08-29T17:21:15+00:00
fbf366e66a6687f9,ABAURA8240b,train,OK,,19,weights,0.0934,2026-08-29T17:21:15+00:00
d4aa02e22ae03923,2019.02188,train,OK,,19,weights,0.0925,2026-08-29T17:21:15+00:00
b9970dc9fda55d50,OPPO.2021.03276,train,OK,,19,weights,0.0922,2026-08-29T17:21:15+00:00
9217c44ec9e524b4,2019.00316,train,OK,,19,weights,0.0930,2026-08-29T17:21:15+00:00
cf183efdb01d5a06,POLLINIS4393,train,OK,,19,weights,0.0951,2026-08-29T17:21:15+00:00
1ad78f513e05fc15,ABAURA8228,train,OK,,19,weights,0.0960,2026-08-29T17:21:15+00:00
dc6d0931fbbb016f,ABB.2017.20260,train,OK,,19,weights,0.0926,2026-08-29T17:21:15+00:00
e76cdb97080fdd39,CD388769,train,OK,,19,weights,0.0940,2026-08-29T17:21:16+00:00
196764ef36225a6b,ABAURA8240b,train,OK,,19,weights,0.0985,2026-08-29T17:21:16+00:00
f80b87203397c541,ABAURA8228,train,OK,,19,weights,0.0927,2026-08-29T17:21:16+00:00
671465faa272c00b,2019.02188,train,OK,,19,weights,0.0899,2026-08-29T17:21:16+00:00
a66ea33d6b900690,OPPO.2021.03276,train,OK,,19,weights,0.0921,2026-08-29T17:21:16+00:00
78ccc671128751a5,2019.00316,train,OK,,19,weights,0.0918,2026-08-29T17:21:16+00:00
bd286e0430f10076,POLLINIS4393,train,OK,,19,weights,0.0944,2026-08-29T17:21:16+00:00
25e1a85bf75c87be,ABAURA8228,train,OK,,19,weights,0.0938,2026-08-29T17:21:16+00:00
f115101284509434,ABB.2017.20260,train,OK,,19,weights,0.0903,2026-08-29T17:21:16+00:00
a23a00833dca0013,CD388769,train,OK,,19,weights,0.0889,2026-08-29T17:21:16+00:00
6ffae246c606dc8d,ABAURA4898,train,OK,,19,weights,0.0915,2026-08-29T17:21:17+00:00
3f92fcf1c5ac5d52,N407,train,OK,,19,weights,0.0916,2026-08-29T17:21:17+00:00
b29262d2a56bb7b3,CEN187839,train,OK,,19,weights,0.0940,2026-08-29T17:21:17+00:00
634acd93a6b35271,2019.02167,train,OK,,19,weights,0.0929,2026-08-29T17:21:17+00:00
39bc4835552ed1b7,ABAURA8240,train,OK,,19,weights,0.0956,2026-08-29T17:21:17+00:00
b733c003154a6c7e,CEN187839,train,OK,,19,weights,0.0937,2026-08-29T17:21:17+00:00
53471a3803d75081,ABAURA4898,train,OK,,19,weights,0.0916,2026-08-29T17:21:17+00:00
570bde1b0a8975e4,N407,train,OK,,19,weights,0.0982,2026-08-29T17:21:17+00:00
f0a36292e37ee4a0,CEN187839,train,OK,,19,weights,0.0948,2026-08-29T17:21:17+00:00
e48fc49df5822942,2019.02167,train,OK,,19,weights,0.0920,2026-08-29T17:21:17+00:00
97bea21e19ad8f1d,ABAURA8240,train,OK,,19,weights,0.0911,2026-08-29T17:21:17+00:00
20b104e164b9569d,N407,train,OK,,19,weights,0.0916,2026-08-29T17:21:18+00:00
6add96502ab58d91,ABAURA4898,train,OK,,19,weights,0.1018,2026-08-29T17:21:18+00:00
793a2ed131299f4c,ABAURA8239,train,OK,,19,weights,0.0923,2026-08-29T17:21:18+00:00
b92388d585663405,CD387770,train,OK,,19,weights,0.0918,2026-08-29T17:21:18+00:00
c9007f72f4afb67f,ABAURA7548,train,OK,,19,weights,0.0955,2026-08-29T17:21:18+00:00
9266846b0e132e21,ABAURA7548,train,OK,,19,weights,0.0936,2026-08-29T17:21:18+00:00
deef0a4a7a78dc44,CD387770,train,OK,,19,weights,0.0917,2026-08-29T17:21:18+00:00
d955755a4a672fef,ABAURA8239,train,OK,,19,weights,0.0934,2026-08-29T17:21:18+00:00
d47282723e5468be,ABAURA7548,train,OK,,19,weights,0.0930,2026-08-29T17:21:18+00:00
5abd227b51ccb266,ABAURA7153,train,OK,,19,weights,0.0914,2026-08-29T17:21:18+00:00
2d35884990e7899e,ABAURA4926,train,OK,,19,weights,0.0940,2026-08-29T17:21:18+00:00
b7d19797b1cf383f,ABAURA8239b,train,OK,,19,weights,0.0932,2026-08-29T17:21:19+00:00
e188458f893f0e3a,N205,train,OK,,19,weights,0.0925,2026-08-29T17:21:19+00:00
ab7a7429409f984a,ABAURA8240c,train,OK,,19,weights,0.0921,2026-08-29T17:21:19+00:00
9d1af4fcaed0801f,ABAURA8240c,train,OK,,19,weights,0.0929,2026-08-29T17:21:19+00:00
98790990464e2c5f,N205,train,OK,,19,weights,0.0930,2026-08-29T17:21:19+00:00
72429f28d5209952,ABAURA4926,train,OK,,19,weights,0.0921,2026-08-29T17:21:19+00:00
dcdeae67d7e12586,ABAURA7153,train,OK,,19,weights,0.0926,2026-08-29T17:21:19+00:00
1c2d22792b5a68a7,ABAURA8239b,train,OK,,19,weights,0.0934,2026-08-29T17:21:19+00:00
50e00ec4dd1367f0,N205,train,OK,,19,weights,0.0927,2026-08-29T17:21:19+00:00
e76b28907d59013d,ABAURA8240c,train,OK,,19,weights,0.0976,2026-08-29T17:21:19+00:00
68b2e7d79b8ff2b1,ABAURA4926,train,OK,,19,weights,0.0940,2026-08-29T17:21:20+00:00
2baac6cdb3ff076e,ABAURA7153,train,OK,,19,weights,0.0914,2026-08-29T17:21:20+00:00
13b86150186cccf6,ABAURA8239b,train,OK,,19,weights,0.0918,2026-08-29T17:21:20+00:00
57d7c5838e2069bb,N205,train,SUSPECT,seulement_18_maxima_sur_19_attendus,18,weights,0.0906,2026-08-29T17:21:20+00:00
2063627090d3100e,ABAURA8240c,train,OK,,19,weights,0.0899,2026-08-29T17:21:20+00:00
abb23dfba901c3b3,ABAURA8239b,train,OK,,19,weights,0.0918,2026-08-29T17:21:20+00:00
abf0eb1da221fd6a,ABAURA4926,train,OK,,19,weights,0.0908,2026-08-29T17:21:20+00:00
25c4f06607004b27,ABAURA7153,train,OK,,19,weights,0.0926,2026-08-29T17:21:20+00:00
9d968e6fdc6f2d4c,ABAURA8239b,train,OK,,19,weights,0.0905,2026-08-29T17:21:20+00:00
03b748c2054f1522,N205,train,OK,,19,weights,0.0937,2026-08-29T17:21:20+00:00
f668f99496e26827,N205,train,OK,,19,weights,0.0911,2026-08-29T17:21:20+00:00
8bc0cff7f56ffe7c,ABAURA8240c,train,OK,,19,weights,0.0909,2026-08-29T17:21:21+00:00
9c84f1e3700e2ea6,ABAURA4926,train,OK,,19,weights,0.0917,2026-08-29T17:21:21+00:00
d6d83816f289ac3d,ABAURA7153,train,OK,,19,weights,0.0933,2026-08-29T17:21:21+00:00
7f210cef02389b73,ABAURA8239,train,OK,,19,weights,0.0931,2026-08-29T17:21:21+00:00
a1eb04559f03d2da,CD387770,train,OK,,19,weights,0.0911,2026-08-29T17:21:21+00:00
5cca6f5fdd2b3ce2,ABAURA7548,train,OK,,19,weights,0.0924,2026-08-29T17:21:21+00:00
1704e4f0a69f44b8,CD387770,train,OK,,19,weights,0.0907,2026-08-29T17:21:21+00:00
219189174cede28a,CD387770,train,OK,,19,weights,0.0929,2026-08-29T17:21:21+00:00
9af4ddd3a23d9195,ABAURA8239,train,OK,,19,weights,0.0910,2026-08-29T17:21:21+00:00
efd0dbab075cfee4,ABAURA7548,train,OK,,19,weights,0.0911,2026-08-29T17:21:21+00:00
6d9a5bd79f20322c,ABAURA8239,train,OK,,19,weights,0.0927,2026-08-29T17:21:21+00:00
d2b158d3df871eda,N407,train,OK,,19,weights,0.0924,2026-08-29T17:21:22+00:00
763dde1a2630f859,CEN187839,train,OK,,19,weights,0.0915,2026-08-29T17:21:22+00:00
4c18ca7f6bbac87a,2019.02167,train,OK,,19,weights,0.0897,2026-08-29T17:21:22+00:00
d72163e90045ecc8,2019.02167,train,OK,,19,weights,0.0956,2026-08-29T17:21:22+00:00
81de441efd78b490,ABAURA8240,train,OK,,19,weights,0.0939,2026-08-29T17:21:22+00:00
394c17e21b07b53b,N407,train,OK,,19,weights,0.0900,2026-08-29T17:21:22+00:00
94583fcd6b85301f,ABAURA4898,train,OK,,19,weights,0.0900,2026-08-29T17:21:22+00:00
3f0fa80729192124,N407,train,OK,,19,weights,0.0893,2026-08-29T17:21:22+00:00
c60f336ddc159cb3,CEN187839,train,OK,,19,weights,0.0896,2026-08-29T17:21:22+00:00
6b54e90f46b36c65,ABAURA8240,train,OK,,19,weights,0.0886,2026-08-29T17:21:22+00:00
151ce013d2466420,2019.02167,train,OK,,19,weights,0.0895,2026-08-29T17:21:22+00:00
d8cb99b8bdb3ae85,ABAURA8240,train,OK,,19,weights,0.0886,2026-08-29T17:21:23+00:00
59db94cb69c7f57d,ABAURA4898,train,OK,,19,weights,0.0902,2026-08-29T17:21:23+00:00
398a11481ac74ce6,ABAURA8240b,train,OK,,19,weights,0.0925,2026-08-29T17:21:23+00:00
939e3f7c6b17c339,2019.02188,train,OK,,19,weights,0.0899,2026-08-29T17:21:23+00:00
5190f4c9e8b71d1e,OPPO.2021.03276,train,OK,,19,weights,0.0902,2026-08-29T17:21:23+00:00
5687df8f24c6cbcc,POLLINIS4393,train,OK,,19,weights,0.0952,2026-08-29T17:21:23+00:00
08b6f5bd3af5112c,2019.00316,train,OK,,19,weights,0.0952,2026-08-29T17:21:23+00:00
76415f57765c7246,POLLINIS4393,train,OK,,19,weights,0.0911,2026-08-29T17:21:23+00:00
dd2cad734f608905,ABAURA8228,train,OK,,19,weights,0.0934,2026-08-29T17:21:23+00:00
53471c4e279d1a08,ABB.2017.20260,train,OK,,19,weights,0.0913,2026-08-29T17:21:23+00:00
25c081e0d16349b2,CD388769,train,OK,,19,weights,0.0919,2026-08-29T17:21:23+00:00
f3834a1a5a1354b9,CD388769,train,OK,,19,weights,0.0904,2026-08-29T17:21:24+00:00
dc133ae60c936310,ABB.2017.20260,train,OK,,19,weights,0.0916,2026-08-29T17:21:24+00:00
315daf10f2f39811,ABAURA8240b,train,OK,,19,weights,0.0910,2026-08-29T17:21:24+00:00
73a4a3ee42e4c4c0,2019.02188,train,OK,,19,weights,0.0915,2026-08-29T17:21:24+00:00
26b42d75c23a000a,OPPO.2021.03276,train,OK,,19,weights,0.0920,2026-08-29T17:21:24+00:00
dc1e2ee57d934d89,2019.00316,train,OK,,19,weights,0.0915,2026-08-29T17:21:24+00:00
e83a9bd3fea1ed9d,2019.00316,train,OK,,19,weights,0.0921,2026-08-29T17:21:24+00:00
92816d0ca619ba89,POLLINIS4393,train,OK,,19,weights,0.0916,2026-08-29T17:21:24+00:00
cb9ca097d9e73218,OPPO.2021.03276,train,OK,,19,weights,0.0915,2026-08-29T17:21:24+00:00
2f65b78d59772a54,ABAURA8228,train,OK,,19,weights,0.0923,2026-08-29T17:21:24+00:00
9e89ee8a84df911a,ABAURA8240b,train,OK,,19,weights,0.0984,2026-08-29T17:21:24+00:00
d4297888b341bf78,ABB.2017.20260,train,OK,,19,weights,0.0917,2026-08-29T17:21:25+00:00
0c1d4105bb091ca9,CD388769,train,OK,,19,weights,0.0907,2026-08-29T17:21:25+00:00
890a73a11e4d7270,2019.02118,train,OK,,19,weights,0.0907,2026-08-29T17:21:25+00:00
54c9b09d1872646e,2019.02184,train,OK,,19,weights,0.0933,2026-08-29T17:21:25+00:00
3b44a189b6b27437,ABAURA5103,train,OK,,19,weights,0.0967,2026-08-29T17:21:25+00:00
ee48575111b209bb,2019.02118,train,OK,,19,weights,0.0912,2026-08-29T17:21:25+00:00
12fb463124ee8972,ABAURA5103,train,OK,,19,weights,0.0897,2026-08-29T17:21:25+00:00
5c4ece861f433072,2019.02184,train,OK,,19,weights,0.0911,2026-08-29T17:21:25+00:00
5335ac3e4902c20c,ABAURA5103,train,OK,,19,weights,0.0921,2026-08-29T17:21:25+00:00
b43998a1a69b6a88,ABAURA7155,train,OK,,19,weights,0.0923,2026-08-29T17:21:25+00:00
bf7c1f752da8a15f,D264520,train,OK,,19,weights,0.0886,2026-08-29T17:21:25+00:00
810e26fd8ea32a3f,ABAURA7155,train,OK,,19,weights,0.0923,2026-08-29T17:21:26+00:00
efa6e0c1b3e3d432,D264520,train,OK,,19,weights,0.0929,2026-08-29T17:21:26+00:00
4673bdfe459d3c19,ABAURA7155,train,OK,,19,weights,0.0907,2026-08-29T17:21:26+00:00
8b56f58bf931ea82,2019.01788,train,OK,,19,weights,0.0913,2026-08-29T17:21:26+00:00
17c05a1f73fd8f37,ABAURA57210,train,OK,,19,weights,0.0917,2026-08-29T17:21:26+00:00
05e9f384102ded05,ABAURA57210,train,OK,,19,weights,0.0918,2026-08-29T17:21:26+00:00
3c35efdc7d4ccce8,2019.01788,train,OK,,19,weights,0.0922,2026-08-29T17:21:26+00:00
1e240efb2129afee,ABAURA57210,train,OK,,19,weights,0.0911,2026-08-29T17:21:26+00:00
a2a6a87de9fef7da,2019.01788,train,OK,,19,weights,0.0892,2026-08-29T17:21:26+00:00
02f4b620e0055337,NoName1,train,OK,,19,weights,0.0906,2026-08-29T17:21:26+00:00
42bf3a8bcdba75dc,ABAURA8201,train,OK,,19,weights,0.0904,2026-08-29T17:21:26+00:00
56677fa3efcb35f8,NoName1,train,OK,,19,weights,0.0903,2026-08-29T17:21:27+00:00
73d2cbfa7290daf2,ABAURA8201,train,OK,,19,weights,0.0900,2026-08-29T17:21:27+00:00
e0dcddedb0e3c15f,ABAURA8201,train,OK,,19,weights,0.0910,2026-08-29T17:21:27+00:00
c9ab37ffb868924c,NoName1,train,OK,,19,weights,0.0914,2026-08-29T17:21:27+00:00
