id,image,espece,caste,device
45,FR15ABOM170821029_P1.JPG,confusus,male,P1.JPG
46,FR15ABOM170821029_P2.JPG,confusus,male,P2.JPG
47,FR15ABOM170821029_S1.jpg,confusus,male,S1.jpg
48,FR15ABOM170821029_S2.jpg,confusus,male,S2.jpg
49,FR15ABOM170821029_S3.jpg,confusus,male,S3.jpg
50,FR15ABOM210821137_P1.JPG,confusus,male,P1.JPG
51,FR15ABOM210821137_P2.JPG,confusus,male,P2.JPG
52,FR15ABOM210821137_S1.jpg,confusus,male,S1.jpg
53,FR15ABOM210821137_S2.jpg,confusus,male,S2.jpg
54,FR15ABOM210821137_S3.jpg,confusus,male,S3.jpg
55,FR15ABOM210821139_P1.JPG,confusus,male,P1.JPG
56,FR15ABOM210821139_P2.JPG,confusus,male,P2.JPG
57,FR15ABOM210821139_S1.jpg,confusus,male,S1.jpg
58,FR15ABOM210821139_S2.jpg,confusus,male,S2.jpg
59,FR15ABOM210821139_S3.jpg,confusus,male,S3.jpg
60,FR15ABOM210821165_P1.JPG,confusus,male,P1.JPG
61,FR15ABOM210821165_P2.JPG,confusus,male,P2.JPG
62,FR15ABOM210821165_S1.jpg,confusus,male,S1.jpg
63,FR15ABOM210821165_S2.jpg,confusus,male,S2.jpg
64,FR15ABOM210821165_S3.jpg,confusus,male,S3.jpg
65,FR15ABOM210821171_P1.JPG,confusus,male,P1.JPG
66,FR15ABOM210821171_P2.JPG,confusus,male,P2.JPG
67,FR15ABOM210821171_S1.jpg,confusus,male,S1.jpg
68,FR15ABOM210821171_S2.jpg,confusus,male,S2.jpg
69,FR15ABOM210821171_S3.jpg,confusus,male,S3.jpg
70,FR15ABOM210821210_P1.JPG,confusus,male,P1.JPG
71,FR15ABOM210821210_P2.JPG,confusus,male,P2.JPG
72,FR15ABOM210821210_S1.jpg,confusus,male,S1.jpg
73,FR15ABOM210821210_S2.jpg,confusus,male,S2.jpg
74,FR15ABOM210821210_S3.jpg,confusus,male,S3.jpg
75,FR15ABOM210821212_P1.JPG,confusus,male,P1.JPG
76,FR15ABOM210821212_P2.JPG,confusus,male,P2.JPG
77,FR15ABOM210821212_S1.jpg,confusus,male,S1.jpg
78,FR15ABOM210821212_S2.jpg,confusus,male,S2.jpg
79,FR15ABOM210821212_S3.jpg,confusus,male,S3.jpg
80,FR15ABOM220821043_P1.JPG,confusus,male,P1.JPG
81,FR15ABOM220821043_P2.JPG,confusus,male,P2.JPG
82,FR15ABOM220821043_S1.jpg,confusus,male,S1.jpg
83,FR15ABOM220821043_S2.jpg,confusus,male,S2.jpg
84,FR15ABOM220821043_S3.jpg,confusus,male,S3.jpg
85,FR15ABOM220821068_P1.JPG,confusus,male,P1.JPG
86,FR15ABOM220821068_P2.JPG,confusus,male,P2.JPG
87,FR15ABOM220821068_S1.jpg,confusus,male,S1.jpg
88,FR15ABOM220821068_S2.jpg,confusus,male,S2.jpg
89,FR15ABOM220821068_S3.jpg,confusus,male,S3.jpg
90,FR15ABOM220821070_P1.JPG,confusus,male,P1.JPG
91,FR15ABOM220821070_P2.JPG,confusus,male,P2.JPG
92,FR15ABOM220821070_S1.jpg,confusus,male,S1.jpg
93,FR15ABOM220821070_S2.jpg,confusus,male,S2.jpg
94,FR15ABOM220821070_S3.jpg,confusus,male,S3.jpg
95,NoName8_P1.JPG,confusus,male,P1.JPG
96,NoName8_P2.JPG,confusus,male,P2.JPG
97,NoName8_S1.jpg,confusus,male,S1.jpg
98,NoName8_S2.jpg,confusus,male,S2.jpg
99,NoName8_S3.jpg,confusus,male,S3.jpg
100,FR15ABOM060621003_P1.JPG,confusus,queen,P1.JPG
101,FR15ABOM060621003_P2.JPG,confusus,queen,P2.JPG
102,FR15ABOM060621003_S1.jpg,confusus,queen,S1.jpg
103,FR15ABOM060621003_S2.jpg,confusus,queen,S2.jpg
104,FR15ABOM060621003_S3.jpg,confusus,queen,S3.jpg
105,CollecYvan10_P1.JPG,confusus,worker,P1.JPG
106,CollecYvan10_P2.JPG,confusus,worker,P2.JPG
107,CollecYvan10_S1.jpg,confusus,worker,S1.jpg
108,CollecYvan10_S2.jpg,confusus,worker,S2.jpg
109,CollecYvan10_S3.jpg,confusus,worker,S3.jpg
110,CollecYvan11_P1.JPG,confusus,worker,P1.JPG
111,CollecYvan11_P2.JPG,confusus,worker,P2.JPG
112,CollecYvan11_S1.jpg,confusus,worker,S1.jpg
113,CollecYvan11_S2.jpg,confusus,worker,S2.jpg
114,CollecYvan11_S3.jpg,confusus,worker,S3.jpg
115,CollecYvan12_P1.JPG,confusus,worker,P1.JPG
116,CollecYvan12_P2.JPG,confusus,worker,P2.JPG
117,CollecYvan12_S1.jpg,confusus,worker,S1.jpg
118,CollecYvan12_S2.jpg,confusus,worker,S2.jpg
119,CollecYvan12_S3.jpg,confusus,worker,S3.jpg
120,CollecYvan8_P1.JPG,confusus,worker,P1.JPG
121,CollecYvan8_P2.JPG,confusus,worker,P2.JPG
122,CollecYvan8_S1.jpg,confusus,worker,S1.jpg
123,CollecYvan8_S2.jpg,confusus,worker,S2.jpg
124,CollecYvan8_S3.jpg,confusus,worker,S3.jpg
125,CollecYvan9_P1.JPG,confusus,worker,P1.JPG
126,CollecYvan9_P2.JPG,confusus,worker,P2.JPG
127,CollecYvan9_S1.jpg,confusus,worker,S1.jpg
128,CollecYvan9_S2.jpg,confusus,worker,S2.jpg
129,CollecYvan9_S3.jpg,confusus,worker,S3.jpg
130,FR15_ABOM023082020028_P1.JPG,confusus,worker,P1.JPG
131,FR15_ABOM023082020028_P2.JPG,confusus,worker,P2.JPG
132,FR15_ABOM023082020028_S1.jpg,confusus,worker,S1.jpg
133,FR15_ABOM023082020028_S2.jpg,confusus,worker,S2.jpg
134,FR15_ABOM023082020028_S3.jpg,confusus,worker,S3.jpg
135,FR15_ABOM07082020049_P1.JPG,confusus,worker,P1.JPG
136,FR15_ABOM07082020049_P2.JPG,confusus,worker,P2.JPG
137,FR15_ABOM07082020049_S1.jpg,confusus,worker,S1.jpg
138,FR15_ABOM07082020049_S2.jpg,confusus,worker,S2.jpg
139,FR15_ABOM07082020049_S3.jpg,confusus,worker,S3.jpg
140,FR15_ABOM07082020062_P1.JPG,confusus,worker,P1.JPG
141,FR15_ABOM07082020062_P2.JPG,confusus,worker,P2.JPG
142,FR15_ABOM07082020062_S1.jpg,confusus,worker,S1.jpg
143,FR15_ABOM07082020062_S2.jpg,confusus,worker,S2.jpg
144,FR15_ABOM07082020062_S3.jpg,confusus,worker,S3.jpg
145,FR15_ABOM09082020094_P1.JPG,confusus,worker,P1.JPG
146,FR15_ABOM09082020094_P2.JPG,confusus,worker,P2.JPG
147,FR15_ABOM09082020094_S1.jpg,confusus,worker,S1.jpg
148,FR15_ABOM09082020094_S2.jpg,confusus,worker,S2.jpg
149,FR15_ABOM09082020094_S3.jpg,confusus,worker,S3.jpg
150,FR15ABOM170821018_P1.JPG,confusus,worker,P1.JPG
151,FR15ABOM170821018_P2.JPG,confusus,worker,P2.JPG
152,FR15ABOM170821018_S1.jpg,confusus,worker,S1.jpg
153,FR15ABOM170821018_S2.jpg,confusus,worker,S2.jpg
154,FR15ABOM170821018_S3.jpg,confusus,worker,S3.jpg
155,FR15ABOM170821115_P1.JPG,confusus,worker,P1.JPG
156,FR15ABOM170821115_P2.JPG,confusus,worker,P2.JPG
157,FR15ABOM170821115_S1.jpg,confusus,worker,S1.jpg
158,FR15ABOM170821115_S2.jpg,confusus,worker,S2.jpg
159,FR15ABOM170821115_S3.jpg,confusus,worker,S3.jpg
160,FR15ABOM170821120_P1.JPG,confusus,worker,P1.JPG
161,FR15ABOM170821120_P2.JPG,confusus,worker,P2.JPG
162,FR15ABOM170821120_S1.jpg,confusus,worker,S1.jpg
163,FR15ABOM170821120_S2.jpg,confusus,worker,S2.jpg
164,FR15ABOM170821120_S3.jpg,confusus,worker,S3.jpg
165,FR15ABOM210821112_P1.JPG,confusus,worker,P1.JPG
166,FR15ABOM210821112_P2.JPG,confusus,worker,P2.JPG
167,FR15ABOM210821112_S1.jpg,confusus,worker,S1.jpg
168,FR15ABOM210821112_S2.jpg,confusus,worker,S2.jpg
169,FR15ABOM210821112_S3.jpg,confusus,worker,S3.jpg
170,FR15ABOM210821125_P1.JPG,confusus,worker,P1.JPG
171,FR15ABOM210821125_P2.JPG,confusus,worker,P2.JPG
172,FR15ABOM210821125_S1.jpg,confusus,worker,S1.jpg
173,FR15ABOM210821125_S2.jpg,confusus,worker,S2.jpg
174,FR15ABOM210821125_S3.jpg,confusus,worker,S3.jpg
175,FR15ABOM210821147_P1.JPG,confusus,worker,P1.JPG
176,FR15ABOM210821147_P2.JPG,confusus,worker,P2.JPG
177,FR15ABOM210821147_S1.jpg,confusus,worker,S1.jpg
178,FR15ABOM210821147_S2.jpg,confusus,worker,S2.jpg
179,FR15ABOM210821147_S3.jpg,confusus,worker,S3.jpg
180,FR15ABOM210821211_P1.JPG,confusus,worker,P1.JPG
181,FR15ABOM210821211_P2.JPG,confusus,worker,P2.JPG
182,FR15ABOM210821211_S1.jpg,confusus,worker,S1.jpg
183,FR15ABOM210821211_S2.jpg,confusus,worker,S2.jpg
184,FR15ABOM210821211_S3.jpg,confusus,worker,S3.jpg
185,FR15ABOM220821084_P1.JPG,confusus,worker,P1.JPG
186,FR15ABOM220821084_P2.JPG,confusus,worker,P2.JPG
187,FR15ABOM220821084_S1.jpg,confusus,worker,S1.jpg
188,FR15ABOM220821084_S2.jpg,confusus,worker,S2.jpg
189,FR15ABOM220821084_S3.jpg,confusus,worker,S3.jpg
190,FR15ABOM220821085_P1.JPG,confusus,worker,P1.JPG
191,FR15ABOM220821085_P2.JPG,confusus,worker,P2.JPG
192,FR15ABOM220821085_S1.jpg,confusus,worker,S1.jpg
193,FR15ABOM220821085_S2.jpg,confusus,worker,S2.jpg
194,FR15ABOM220821085_S3.jpg,confusus,worker,S3.jpg
195,NoName6_P1.JPG,confusus,worker,P1.JPG
196,NoName6_P2.JPG,confusus,worker,P2.JPG
197,NoName6_S1.jpg,confusus,worker,S1.jpg
198,NoName6_S2.jpg,confusus,worker,S2.jpg
199,NoName6_S3.jpg,confusus,worker,S3.jpg
200,NoName7_P1.JPG,confusus,worker,P1.JPG
201,NoName7_P2.JPG,confusus,worker,P2.JPG
202,NoName7_S1.jpg,confusus,worker,S1.jpg
203,NoName7_S2.jpg,confusus,worker,S2.jpg
204,NoName7_S3.jpg,confusus,worker,S3.jpg
205,OPIE_Lapi_030803_P1.JPG,lapidarius,male,P1.JPG
206,OPIE_Lapi_030803_P2.JPG,lapidarius,male,P2.JPG
207,OPIE_Lapi_030803_S1.jpg,lapidarius,male,S1.jpg
208,OPIE_Lapi_030803_S2.jpg,lapidarius,male,S2.jpg
209,OPIE_Lapi_030803_S3.jpg,lapidarius,male,S3.jpg
210,OPIE_Lapi_030803b_P1.JPG,lapidarius,male,P1.JPG
211,OPIE_Lapi_030803b_P2.JPG,lapidarius,male,P2.JPG
212,OPIE_Lapi_030803b_S1.jpg,lapidarius,male,S1.jpg
213,OPIE_Lapi_030803b_S2.jpg,lapidarius,male,S2.jpg
214,OPIE_Lapi_030803b_S3.jpg,lapidarius,male,S3.jpg
215,OPIE_Lapi_060803_P1.JPG,lapidarius,male,P1.JPG
216,OPIE_Lapi_060803_P2.JPG,lapidarius,male,P2.JPG
217,OPIE_Lapi_060803_S1.jpg,lapidarius,male,S1.jpg
218,OPIE_Lapi_060803_S2.jpg,lapidarius,male,S2.jpg
219,OPIE_Lapi_060803_S3.jpg,lapidarius,male,S3.jpg
220,OPIE_Lapi_070820_P1.JPG,lapidarius,male,P1.JPG
221,OPIE_Lapi_070820_P2.JPG,lapidarius,male,P2.JPG
222,OPIE_Lapi_070820_S1.jpg,lapidarius,male,S1.jpg
223,OPIE_Lapi_070820_S2.jpg,lapidarius,male,S2.jpg
224,OPIE_Lapi_070820_S3.jpg,lapidarius,male,S3.jpg
225,OPIE_Lapi_100803_P1.JPG,lapidarius,male,P1.JPG
226,OPIE_Lapi_100803_P2.JPG,lapidarius,male,P2.JPG
227,OPIE_Lapi_100803_S1.jpg,lapidarius,male,S1.jpg
228,OPIE_Lapi_100803_S2.jpg,lapidarius,male,S2.jpg
229,OPIE_Lapi_100803_S3.jpg,lapidarius,male,S3.jpg
230,OPIE_Lapi_100820_P1.JPG,lapidarius,male,P1.JPG
231,OPIE_Lapi_100820_P2.JPG,lapidarius,male,P2.JPG
232,OPIE_Lapi_100820_S1.jpg,lapidarius,male,S1.jpg
233,OPIE_Lapi_100820_S2.jpg,lapidarius,male,S2.jpg
234,OPIE_Lapi_100820_S3.jpg,lapidarius,male,S3.jpg
235,OPIE_Lapi_160720_P1.JPG,lapidarius,male,P1.JPG
236,OPIE_Lapi_160720_P2.JPG,lapidarius,male,P2.JPG
237,OPIE_Lapi_160720_S1.jpg,lapidarius,male,S1.jpg
238,OPIE_Lapi_160720_S2.jpg,lapidarius,male,S2.jpg
239,OPIE_Lapi_160720_S3.jpg,lapidarius,male,S3.jpg
240,OPIE_Lapi_180702_P1.JPG,lapidarius,male,P1.JPG
241,OPIE_Lapi_180702_P2.JPG,lapidarius,male,P2.JPG
242,OPIE_Lapi_180702_S1.jpg,lapidarius,male,S1.jpg
243,OPIE_Lapi_180702_S2.jpg,lapidarius,male,S2.jpg
244,OPIE_Lapi_180702_S3.jpg,lapidarius,male,S3.jpg
245,OPIE_Lapi_180703_P1.JPG,lapidarius,male,P1.JPG
246,OPIE_Lapi_180703_P2.JPG,lapidarius,male,P2.JPG
247,OPIE_Lapi_180703_S1.jpg,lapidarius,male,S1.jpg
248,OPIE_Lapi_180703_S2.jpg,lapidarius,male,S2.jpg
249,OPIE_Lapi_180703_S3.jpg,lapidarius,male,S3.jpg
250,OPIE_Lapi_200703_P1.JPG,lapidarius,male,P1.JPG
251,OPIE_Lapi_200703_P2.JPG,lapidarius,male,P2.JPG
252,OPIE_Lapi_200703_S1.jpg,lapidarius,male,S1.jpg
253,OPIE_Lapi_200703_S2.jpg,lapidarius,male,S2.jpg
254,OPIE_Lapi_200703_S3.jpg,lapidarius,male,S3.jpg
255,OPIE_Lapi_200703b_P1.JPG,lapidarius,male,P1.JPG
256,OPIE_Lapi_200703b_P2.JPG,lapidarius,male,P2.JPG
257,OPIE_Lapi_200703b_S1.jpg,lapidarius,male,S1.jpg
258,OPIE_Lapi_200703b_S2.jpg,lapidarius,male,S2.jpg
259,OPIE_Lapi_200703b_S3.jpg,lapidarius,male,S3.jpg
260,OPIE_Lapi_78V_P1.JPG,lapidarius,male,P1.JPG
261,OPIE_Lapi_78V_P2.JPG,lapidarius,male,P2.JPG
262,OPIE_Lapi_78V_S1.jpg,lapidarius,male,S1.jpg
263,OPIE_Lapi_78V_S2.jpg,lapidarius,male,S2.jpg
264,OPIE_Lapi_78V_S3.jpg,lapidarius,male,S3.jpg
265,OPIE_Lapi_7B_P1.JPG,lapidarius,male,P1.JPG
266,OPIE_Lapi_7B_P2.JPG,lapidarius,male,P2.JPG
267,OPIE_Lapi_7B_S1.jpg,lapidarius,male,S1.jpg
268,OPIE_Lapi_7B_S2.jpg,lapidarius,male,S2.jpg
269,OPIE_Lapi_7B_S3.jpg,lapidarius,male,S3.jpg
270,OPIE_Lapi_95C_P1.JPG,lapidarius,male,P1.JPG
271,OPIE_Lapi_95C_P2.JPG,lapidarius,male,P2.JPG
272,OPIE_Lapi_95C_S1.jpg,lapidarius,male,S1.jpg
273,OPIE_Lapi_95C_S2.jpg,lapidarius,male,S2.jpg
274,OPIE_Lapi_95C_S3.jpg,lapidarius,male,S3.jpg
275,OPIE_Lapi_A1_P1.JPG,lapidarius,male,P1.JPG
276,OPIE_Lapi_A1_P2.JPG,lapidarius,male,P2.JPG
277,OPIE_Lapi_A1_S1.jpg,lapidarius,male,S1.jpg
278,OPIE_Lapi_A1_S2.jpg,lapidarius,male,S2.jpg
279,OPIE_Lapi_A1_S3.jpg,lapidarius,male,S3.jpg
280,OPIE_Lapi_A1b_P1.JPG,lapidarius,male,P1.JPG
281,OPIE_Lapi_A1b_P2.JPG,lapidarius,male,P2.JPG
282,OPIE_Lapi_A1b_S1.jpg,lapidarius,male,S1.jpg
283,OPIE_Lapi_A1b_S2.jpg,lapidarius,male,S2.jpg
284,OPIE_Lapi_A1b_S3.jpg,lapidarius,male,S3.jpg
285,OPIE_Lapi_B2_P1.JPG,lapidarius,male,P1.JPG
286,OPIE_Lapi_B2_P2.JPG,lapidarius,male,P2.JPG
287,OPIE_Lapi_B2_S1.jpg,lapidarius,male,S1.jpg
288,OPIE_Lapi_B2_S2.jpg,lapidarius,male,S2.jpg
289,OPIE_Lapi_B2_S3.jpg,lapidarius,male,S3.jpg
290,OPIE_Lapi_B2b_P1.JPG,lapidarius,male,P1.JPG
291,OPIE_Lapi_B2b_P2.JPG,lapidarius,male,P2.JPG
292,OPIE_Lapi_B2b_S1.jpg,lapidarius,male,S1.jpg
293,OPIE_Lapi_B2b_S2.jpg,lapidarius,male,S2.jpg
294,OPIE_Lapi_B2b_S3.jpg,lapidarius,male,S3.jpg
295,OPIE_Lapi_D1_P1.JPG,lapidarius,male,P1.JPG
296,OPIE_Lapi_D1_P2.JPG,lapidarius,male,P2.JPG
297,OPIE_Lapi_D1_S1.jpg,lapidarius,male,S1.jpg
298,OPIE_Lapi_D1_S2.jpg,lapidarius,male,S2.jpg
299,OPIE_Lapi_D1_S3.jpg,lapidarius,male,S3.jpg
300,OPIE_Lapi_E7_P1.JPG,lapidarius,male,P1.JPG
301,OPIE_Lapi_E7_P2.JPG,lapidarius,male,P2.JPG
302,OPIE_Lapi_E7_S1.jpg,lapidarius,male,S1.jpg
303,OPIE_Lapi_E7_S2.jpg,lapidarius,male,S2.jpg
304,OPIE_Lapi_E7_S3.jpg,lapidarius,male,S3.jpg
305,OPIE_Lapi_H1_P1.JPG,lapidarius,male,P1.JPG
306,OPIE_Lapi_H1_P2.JPG,lapidarius,male,P2.JPG
307,OPIE_Lapi_H1_S1.jpg,lapidarius,male,S1.jpg
308,OPIE_Lapi_H1_S2.jpg,lapidarius,male,S2.jpg
309,OPIE_Lapi_H1_S3.jpg,lapidarius,male,S3.jpg
310,OPIE_Lapi_070820b_P1.JPG,lapidarius,worker,P1.JPG
311,OPIE_Lapi_070820b_P2.JPG,lapidarius,worker,P2.JPG
312,OPIE_Lapi_070820b_S1.jpg,lapidarius,worker,S1.jpg
313,OPIE_Lapi_070820b_S2.jpg,lapidarius,worker,S2.jpg
314,OPIE_Lapi_070820b_S3.jpg,lapidarius,worker,S3.jpg
315,OPIE_Lapi_110702_P1.JPG,lapidarius,worker,P1.JPG
316,OPIE_Lapi_110702_P2.JPG,lapidarius,worker,P2.JPG
317,OPIE_Lapi_110702_S1.jpg,lapidarius,worker,S1.jpg
318,OPIE_Lapi_110702_S2.jpg,lapidarius,worker,S2.jpg
319,OPIE_Lapi_110702_S3.jpg,lapidarius,worker,S3.jpg
320,OPIE_Lapi_130720_P1.JPG,lapidarius,worker,P1.JPG
321,OPIE_Lapi_130720_P2.JPG,lapidarius,worker,P2.JPG
322,OPIE_Lapi_130720_S1.jpg,lapidarius,worker,S1.jpg
323,OPIE_Lapi_130720_S2.jpg,lapidarius,worker,S2.jpg
324,OPIE_Lapi_130720_S3.jpg,lapidarius,worker,S3.jpg
325,OPIE_Lapi_130720b_P1.JPG,lapidarius,worker,P1.JPG
326,OPIE_Lapi_130720b_P2.JPG,lapidarius,worker,P2.JPG
327,OPIE_Lapi_130720b_S1.jpg,lapidarius,worker,S1.jpg
328,OPIE_Lapi_130720b_S2.jpg,lapidarius,worker,S2.jpg
329,OPIE_Lapi_130720b_S3.jpg,lapidarius,worker,S3.jpg
330,OPIE_Lapi_130720c_P1.JPG,lapidarius,worker,P1.JPG
331,OPIE_Lapi_130720c_P2.JPG,lapidarius,worker,P2.JPG
332,OPIE_Lapi_130720c_S1.jpg,lapidarius,worker,S1.jpg
333,OPIE_Lapi_130720c_S2.jpg,lapidarius,worker,S2.jpg
334,OPIE_Lapi_130720c_S3.jpg,lapidarius,worker,S3.jpg
335,OPIE_Lapi_130720d_P1.JPG,lapidarius,worker,P1.JPG
336,OPIE_Lapi_130720d_P2.JPG,lapidarius,worker,P2.JPG
337,OPIE_Lapi_130720d_S1.jpg,lapidarius,worker,S1.jpg
338,OPIE_Lapi_130720d_S2.jpg,lapidarius,worker,S2.jpg
339,OPIE_Lapi_130720d_S3.jpg,lapidarius,worker,S3.jpg
340,OPIE_Lapi_160720b_P1.JPG,lapidarius,worker,P1.JPG
341,OPIE_Lapi_160720b_P2.JPG,lapidarius,worker,P2.JPG
342,OPIE_Lapi_160720b_S1.jpg,lapidarius,worker,S1.jpg
343,OPIE_Lapi_160720b_S2.jpg,lapidarius,worker,S2.jpg
344,OPIE_Lapi_160720b_S3.jpg,lapidarius,worker,S3.jpg
345,OPIE_Lapi_200720_P1.JPG,lapidarius,worker,P1.JPG
346,OPIE_Lapi_200720_P2.JPG,lapidarius,worker,P2.JPG
347,OPIE_Lapi_200720_S1.jpg,lapidarius,worker,S1.jpg
348,OPIE_Lapi_200720_S2.jpg,lapidarius,worker,S2.jpg
349,OPIE_Lapi_200720_S3.jpg,lapidarius,worker,S3.jpg
350,OPIE_Lapi_220620_P1.JPG,lapidarius,worker,P1.JPG
351,OPIE_Lapi_220620_P2.JPG,lapidarius,worker,P2.JPG
352,OPIE_Lapi_220620_S1.jpg,lapidarius,worker,S1.jpg
353,OPIE_Lapi_220620_S2.jpg,lapidarius,worker,S2.jpg
354,OPIE_Lapi_220620_S3.jpg,lapidarius,worker,S3.jpg
355,OPIE_Lapi_220620b_P1.JPG,lapidarius,worker,P1.JPG
356,OPIE_Lapi_220620b_P2.JPG,lapidarius,worker,P2.JPG
357,OPIE_Lapi_220620b_S1.jpg,lapidarius,worker,S1.jpg
358,OPIE_Lapi_220620b_S2.jpg,lapidarius,worker,S2.jpg
359,OPIE_Lapi_220620b_S3.jpg,lapidarius,worker,S3.jpg
360,OPIE_Lapi_220620c_P1.JPG,lapidarius,worker,P1.JPG
361,OPIE_Lapi_220620c_P2.JPG,lapidarius,worker,P2.JPG
362,OPIE_Lapi_220620c_S1.jpg,lapidarius,worker,S1.jpg
363,OPIE_Lapi_220620c_S2.jpg,lapidarius,worker,S2.jpg
364,OPIE_Lapi_220620c_S3.jpg,lapidarius,worker,S3.jpg
365,OPIE_Lapi_220620d_P1.JPG,lapidarius,worker,P1.JPG
366,OPIE_Lapi_220620d_P2.JPG,lapidarius,worker,P2.JPG
367,OPIE_Lapi_220620d_S1.jpg,lapidarius,worker,S1.jpg
368,OPIE_Lapi_220620d_S2.jpg,lapidarius,worker,S2.jpg
369,OPIE_Lapi_220620d_S3.jpg,lapidarius,worker,S3.jpg
370,OPIE_Lapi_230620_P1.JPG,lapidarius,worker,P1.JPG
371,OPIE_Lapi_230620_P2.JPG,lapidarius,worker,P2.JPG
372,OPIE_Lapi_230620_S1.jpg,lapidarius,worker,S1.jpg
373,OPIE_Lapi_230620_S2.jpg,lapidarius,worker,S2.jpg
374,OPIE_Lapi_230620_S3.jpg,lapidarius,worker,S3.jpg
375,OPIE_Lapi_230620b_P1.JPG,lapidarius,worker,P1.JPG
376,OPIE_Lapi_230620b_P2.JPG,lapidarius,worker,P2.JPG
377,OPIE_Lapi_230620b_S1.jpg,lapidarius,worker,S1.jpg
378,OPIE_Lapi_230620b_S2.jpg,lapidarius,worker,S2.jpg
379,OPIE_Lapi_230620b_S3.jpg,lapidarius,worker,S3.jpg
380,OPIE_Lapi_240620_P1.JPG,lapidarius,worker,P1.JPG
381,OPIE_Lapi_240620_P2.JPG,lapidarius,worker,P2.JPG
382,OPIE_Lapi_240620_S1.jpg,lapidarius,worker,S1.jpg
383,OPIE_Lapi_240620_S2.jpg,lapidarius,worker,S2.jpg
384,OPIE_Lapi_240620_S3.jpg,lapidarius,worker,S3.jpg
385,OPIE_Lapi_240620b_P1.JPG,lapidarius,worker,P1.JPG
386,OPIE_Lapi_240620b_P2.JPG,lapidarius,worker,P2.JPG
387,OPIE_Lapi_240620b_S1.jpg,lapidarius,worker,S1.jpg
388,OPIE_Lapi_240620b_S2.jpg,lapidarius,worker,S2.jpg
389,OPIE_Lapi_240620b_S3.jpg,lapidarius,worker,S3.jpg
390,OPIE_Lapi_260620_P1.JPG,lapidarius,worker,P1.JPG
391,OPIE_Lapi_260620_P2.JPG,lapidarius,worker,P2.JPG
392,OPIE_Lapi_260620_S1.jpg,lapidarius,worker,S1.jpg
393,OPIE_Lapi_260620_S2.jpg,lapidarius,worker,S2.jpg
