specimen_id,species,caste,is_labeled,n_images,splits_present,in_identification_csv,in_images
CD387770b,,,False,1,train,False,True
CD387770c,,,False,1,train,False,True
CD387770d,,,False,1,train,False,True
CD387804,,,False,1,train,False,True
CD387804c,,,False,1,train,False,True
CD388003,,,False,1,train,False,True
CD388003b,,,False,1,train,False,True
CD388013,,,False,1,train,False,True
CD388016,,,False,1,train,False,True
CD388016b,,,False,1,train,False,True
CD388018,,,False,1,train,False,True
CD388018b,,,False,1,train,False,True
CD388018c,,,False,1,train,False,True
CD388018d,,,False,1,train,False,True
CD388018e,,,False,1,train,False,True
CD388135,,,False,1,train,False,True
CD388145,,,False,1,train,False,True
CD388145b,,,False,1,train,False,True
CD388146,,,False,1,train,False,True
CD388229,,,False,1,train,False,True
CD388229b,,,False,1,train,False,True
CD388229c,,,False,1,train,False,True
CD388230,,,False,1,train,False,True
CD388230b,,,False,1,train,False,True
CD388230c,,,False,1,train,False,True
CD388235,,,False,1,train,False,True
CD388235b,,,False,1,train,False,True
CD388391,,,False,1,train,False,True
CD388391b,,,False,1,train,False,True
CD388408,,,False,1,train,False,True
CD388612,,,False,1,train,False,True
CD388623,,,False,1,train,False,True
CD388623b,,,False,1,train,False,True
CD388623c,,,False,1,train,False,True
CD388623d,,,False,1,train,False,True
CD388623e,,,False,1,train,False,True
CD388769,,,False,1,train,False,True
CD388809,,,False,1,train,False,True
CD388820,,,False,1,train,False,True
CD388820b,,,False,1,train,False,True
CD388821,,,False,1,train,False,True
CD388821b,,,False,1,train,False,True
CD388821c,,,False,1,train,False,True
CD388821d,,,False,1,train,False,True
CD388821e,,,False,1,train,False,True
CD388821f,,,False,1,train,False,True
CD388860,,,False,1,train,False,True
CD388860b,,,False,1,train,False,True
CD388861,,,False,1,train,False,True
CD388861b,,,False,1,train,False,True
CD388862,,,False,1,train,False,True
CD388862b,,,False,1,train,False,True
CD388865,,,False,1,train,False,True
CD388865b,,,False,1,train,False,True
CD388865c,,,False,1,train,False,True
CD388865d,,,False,1,train,False,True
CD388865e,,,False,1,train,False,True
CD388872,,,False,1,train,False,True
CD388872b,,,False,1,train,False,True
CD388872c,,,False,1,train,False,True
CEN187839,,,False,1,train,False,True
CollecYvan1,,,False,1,train,False,True
CollecYvan10,,,False,1,train,False,True
CollecYvan11,,,False,1,train,False,True
CollecYvan12,,,False,1,train,False,True
CollecYvan14,,,False,1,train,False,True
CollecYvan15,,,False,1,train,False,True
CollecYvan16,,,False,1,train,False,True
CollecYvan17,,,False,1,train,False,True
CollecYvan18,,,False,1,train,False,True
CollecYvan19,,,False,1,train,False,True
CollecYvan2,,,False,1,train,False,True
CollecYvan20,,,False,1,train,False,True
CollecYvan21,,,False,1,train,False,True
CollecYvan22,,,False,1,train,False,True
CollecYvan23,,,False,1,train,False,True
CollecYvan24,,,False,1,train,False,True
CollecYvan3,,,False,1,train,False,True
CollecYvan4,,,False,1,train,False,True
CollecYvan5,,,False,1,train,False,True
CollecYvan6,,,False,1,train,False,True
CollecYvan8,,,False,1,train,False,True
CollecYvan9,,,False,1,train,False,True
D264515,,,False,1,train,False,True
D264520,,,False,1,train,False,True
D264520b,,,False,1,train,False,True
FR04ABOM220722001,,,False,1,train,False,True
FR04ABOM220722031,,,False,1,train,False,True
FR04ABOM220722046,,,False,1,train,False,True
FR04ABOM220722047,,,False,1,train,False,True
FR04ABOM220722050,,,False,1,train,False,True
FR04ABOM220722051,,,False,1,train,False,True
FR04ABOM220722054,,,False,1,train,False,True
FR04ABOM220722055,,,False,1,train,False,True
FR04ABOM220722057,,,False,1,train,False,True
FR04ABOM220722060,,,False,1,train,False,True
FR04ABOM220722061,,,False,1,train,False,True
FR04ABOM220722087,,,False,1,train,False,True
FR04ABOM220722089,,,False,1,train,False,True
FR04ABOM220722092,,,False,1,train,False,True
FR05ABOM220722023,,,False,1,train,False,True
FR05ABOM220722024,,,False,1,train,False,True
FR05ABOM220722025,,,False,1,train,False,True
FR05ABOM220722026,,,False,1,train,False,True
FR05ABOM220722027,,,False,1,train,False,True
FR05ABOM220722028,,,False,1,train,False,True
FR15AB100518002,,,False,1,train,False,True
FR15ABOM060621003,,,False,1,train,False,True
FR15ABOM100721030,,,False,1,train,False,True
FR15ABOM100721031,,,False,1,train,False,True
FR15ABOM100721032,,,False,1,train,False,True
FR15ABOM100721047,,,False,1,train,False,True
FR15ABOM110721013,,,False,1,train,False,True
FR15ABOM120621015,,,False,1,train,False,True
FR15ABOM120722071,,,False,1,train,False,True
FR15ABOM130621006,,,False,1,train,False,True
FR15ABOM130722047,,,False,1,train,False,True
FR15ABOM150720008,,,False,1,train,False,True
FR15ABOM150820018,,,False,1,train,False,True
FR15ABOM150821068,,,False,1,train,False,True
FR15ABOM170821009,,,False,1,train,False,True
FR15ABOM170821018,,,False,1,train,False,True
FR15ABOM170821029,,,False,1,train,False,True
FR15ABOM170821030,,,False,1,train,False,True
FR15ABOM170821030b,,,False,1,train,False,True
FR15ABOM170821074,,,False,1,train,False,True
FR15ABOM170821115,,,False,1,train,False,True
FR15ABOM170821120,,,False,1,train,False,True
FR15ABOM170821123,,,False,1,train,False,True
FR15ABOM200722026,,,False,1,train,False,True
FR15ABOM200722062,,,False,1,train,False,True
FR15ABOM200722063,,,False,1,train,False,True
FR15ABOM200722064,,,False,1,train,False,True
FR15ABOM200722065,,,False,1,train,False,True
FR15ABOM200722066,,,False,1,train,False,True
FR15ABOM200821004,,,False,1,train,False,True
FR15ABOM200821005,,,False,1,train,False,True
FR15ABOM200821010,,,False,1,train,False,True
FR15ABOM200821014,,,False,1,train,False,True
FR15ABOM200821035,,,False,1,train,False,True
FR15ABOM200821126,,,False,1,train,False,True
FR15ABOM200821156,,,False,1,train,False,True
FR15ABOM200821202,,,False,1,train,False,True
FR15ABOM200821209,,,False,1,train,False,True
FR15ABOM200821215,,,False,1,train,False,True
FR15ABOM200821233,,,False,1,train,False,True
FR15ABOM210821014,,,False,1,train,False,True
FR15ABOM210821043,,,False,1,train,False,True
FR15ABOM210821048,,,False,1,train,False,True
FR15ABOM210821077,,,False,1,train,False,True
FR15ABOM210821100,,,False,1,train,False,True
FR15ABOM210821107,,,False,1,train,False,True
FR15ABOM210821110,,,False,1,train,False,True
FR15ABOM210821112,,,False,1,train,False,True
FR15ABOM210821115,,,False,1,train,False,True
FR15ABOM210821119,,,False,1,train,False,True
FR15ABOM210821125,,,False,1,train,False,True
FR15ABOM210821128,,,False,1,train,False,True
FR15ABOM210821137,,,False,1,train,False,True
FR15ABOM210821139,,,False,1,train,False,True
FR15ABOM210821143,,,False,1,train,False,True
FR15ABOM210821147,,,False,1,train,False,True
FR15ABOM210821165,,,False,1,train,False,True
FR15ABOM210821171,,,False,1,train,False,True
FR15ABOM210821174,,,False,1,train,False,True
FR15ABOM210821177,,,False,1,train,False,True
FR15ABOM210821210,,,False,1,train,False,True
FR15ABOM210821211,,,False,1,train,False,True
FR15ABOM210821212,,,False,1,train,False,True
FR15ABOM210822012,,,False,1,train,False,True
FR15ABOM210822013,,,False,1,train,False,True
FR15ABOM210822014,,,False,1,train,False,True
FR15ABOM210822015,,,False,1,train,False,True
FR15ABOM210822016,,,False,1,train,False,True
FR15ABOM220821043,,,False,1,train,False,True
FR15ABOM220821055,,,False,1,train,False,True
FR15ABOM220821068,,,False,1,train,False,True
FR15ABOM220821070,,,False,1,train,False,True
FR15ABOM220821084,,,False,1,train,False,True
FR15ABOM220821085,,,False,1,train,False,True
FR15ABOM310520005,,,False,1,train,False,True
FR15ABOO0712002,,,False,1,train,False,True
FR15_AB210818002,,,False,1,train,False,True
FR15_ABOM023082020028,,,False,1,train,False,True
FR15_ABOM07082020038,,,False,1,train,False,True
FR15_ABOM07082020049,,,False,1,train,False,True
FR15_ABOM07082020062,,,False,1,train,False,True
FR15_ABOM07082020082,,,False,1,train,False,True
FR15_ABOM080820007,,,False,1,train,False,True
FR15_ABOM080820039,,,False,1,train,False,True
FR15_ABOM090820071,,,False,1,train,False,True
FR15_ABOM09082020078,,,False,1,train,False,True
FR15_ABOM09082020094,,,False,1,train,False,True
FR15_ABOM14080820006,,,False,1,train,False,True
FR15_ABOM170820009,,,False,1,train,False,True
FR15_ABOM170820030,,,False,1,train,False,True
FR15_ABOM17082020015,,,False,1,train,False,True
FR15_ABOM180720046,,,False,1,train,False,True
FR15_ABOM180720047,,,False,1,train,False,True
FR15_ABOM180720048,,,False,1,train,False,True
FR15_ABOM180720053,,,False,1,train,False,True
FR15_ABOM180720054,,,False,1,train,False,True
FR15_ABOM25082020007,,,False,1,train,False,True
FR15_ABOM25082020008,,,False,1,train,False,True
FR15_ABOM25082020010,,,False,1,train,False,True
FR15_ABOM30072020036,,,False,1,train,False,True
FR15_ABOM30072020040,,,False,1,train,False,True
FR15_ABOM30072020042,,,False,1,train,False,True
FR15_ABOM30072020044,,,False,1,train,False,True
FR15_ABOM30072020045,,,False,1,train,False,True
FR15_ABOM30072020048,,,False,1,train,False,True
FR15_ABOM30072020071,,,False,1,train,False,True
FR15_STPONCY300921002,,,False,1,train,False,True
FR15_STPONCY300921024,,,False,1,train,False,True
FR73ABOM120722002,,,False,1,train,False,True
FR73ABOM120722021,,,False,1,train,False,True
FR73ABOM120722025,,,False,1,train,False,True
FR73ABOM120722026,,,False,1,train,False,True
FR73ABOM120722027,,,False,1,train,False,True
FR73ABOM120722028,,,False,1,train,False,True
FR73ABOM120722042,,,False,1,train,False,True
FR73ABOM120722070,,,False,1,train,False,True
FR73ABOM120722072,,,False,1,train,False,True
FR73ABOM120722090,,,False,1,train,False,True
FR73ABOM120722103,,,False,1,train,False,True
FR73ABOM120722118,,,False,1,train,False,True
FR73ABOM130722001,,,False,1,train,False,True
FR73ABOM130722002,,,False,1,train,False,True
FR73ABOM130722003,,,False,1,train,False,True
FR73ABOM130722004,,,False,1,train,False,True
FR73ABOM130722005,,,False,1,train,False,True
FR73ABOM130722006,,,False,1,train,False,True
FR73ABOM130722007,,,False,1,train,False,True
FR73ABOM130722009,,,False,1,train,False,True
FR73ABOM130722017,,,False,1,train,False,True
FR73ABOM130722018,,,False,1,train,False,True
FR73ABOM130722020,,,False,1,train,False,True
FR73ABOM130722021,,,False,1,train,False,True
FR73ABOM130722027,,,False,1,train,False,True
FR73ABOM130722029,,,False,1,train,False,True
FR73ABOM130722030,,,False,1,train,False,True
FR73ABOM130722037,,,False,1,train,False,True
FR73ABOM130722039,,,False,1,train,False,True
FR73ABOM130722040,,,False,1,train,False,True
FR73ABOM130722041,,,False,1,train,False,True
FR73ABOM130722046,,,False,1,train,False,True
FR73ABOM130722062,,,False,1,train,False,True
FR73ABOM130722063,,,False,1,train,False,True
FR73ABOM130722064,,,False,1,train,False,True
FR73ABOM130722065,,,False,1,train,False,True
FR73ABOM130722066,,,False,1,train,False,True
FR73ABOM130722067,,,False,1,train,False,True
FR73ABOM140722001,,,False,1,train,False,True
FR73ABOM140722009,,,False,1,train,False,True
FR73ABOM140722011,,,False,1,train,False,True
FR73ABOM140722015,,,False,1,train,False,True
FR73ABOM140722026,,,False,1,train,False,True
FR73ABOM140722031,,,False,1,train,False,True
FR73ABOM140722032,,,False,1,train,False,True
FR73ABOM140722033,,,False,1,train,False,True
FR73ABOM140722039,,,False,1,train,False,True
FR73ABOM150722001,,,False,1,train,False,True
FR73ABOM150722006,,,False,1,train,False,True
FR73ABOM200722017,,,False,1,train,False,True
FR73ABOM200722018,,,False,1,train,False,True
FR73ABOM200722019,,,False,1,train,False,True
FR73ABOM200722028,,,False,1,train,False,True
FR73ABOM200722029,,,False,1,train,False,True
FR73ABOM200722030,,,False,1,train,False,True
FR73ABOM200722031,,,False,1,train,False,True
FR73ABOM200722032,,,False,1,train,False,True
FR73ABOM200722034,,,False,1,train,False,True
FR73ABOM200722037,,,False,1,train,False,True
FR73ABOM200722038,,,False,1,train,False,True
FR73ABOM200722039,,,False,1,train,False,True
FR73ABOM200722040,,,False,1,train,False,True
FR73ABOM200722041,,,False,1,train,False,True
FR74ABOM160722001,,,False,1,train,False,True
FR74ABOM160722015,,,False,1,train,False,True
FR74ABOM170722014,,,False,1,train,False,True
N126,,,False,1,train,False,True
N205,,,False,1,train,False,True
N384,,,False,1,train,False,True
N385,,,False,1,train,False,True
N407,,,False,1,train,False,True
N628,,,False,1,train,False,True
N815,,,False,1,train,False,True
NoName1,,,False,1,train,False,True
NoName10,,,False,1,train,False,True
NoName11,,,False,1,train,False,True
NoName12,,,False,1,train,False,True
NoName13,,,False,1,train,False,True
NoName14,,,False,1,train,False,True
NoName15,,,False,1,train,False,True
NoName2,,,False,1,train,False,True
NoName3,,,False,1,train,False,True
NoName4,,,False,1,train,False,True
NoName5,,,False,1,train,False,True
NoName6,,,False,1,train,False,True
NoName7,,,False,1,train,False,True
NoName8,,,False,1,train,False,True
NoName9,,,False,1,train,False,True
OPIE_Lapi_030803,,,False,1,train,False,True
OPIE_Lapi_030803b,,,False,1,train,False,True
OPIE_Lapi_060803,,,False,1,train,False,True
OPIE_Lapi_070820,,,False,1,train,False,True
OPIE_Lapi_070820b,,,False,1,train,False,True
OPIE_Lapi_100803,,,False,1,train,False,True
OPIE_Lapi_100820,,,False,1,train,False,True
OPIE_Lapi_110702,,,False,1,train,False,True
OPIE_Lapi_130720,,,False,1,train,False,True
OPIE_Lapi_130720b,,,False,1,train,False,True
OPIE_Lapi_130720c,,,False,1,train,False,True
OPIE_Lapi_130720d,,,False,1,train,False,True
OPIE_Lapi_160720,,,False,1,train,False,True
OPIE_Lapi_160720b,,,False,1,train,False,True
OPIE_Lapi_180702,,,False,1,train,False,True
OPIE_Lapi_180703,,,False,1,train,False,True
OPIE_Lapi_200703,,,False,1,train,False,True
OPIE_Lapi_200703b,,,False,1,train,False,True
OPIE_Lapi_200720,,,False,1,train,False,True
OPIE_Lapi_220620,,,False,1,train,False,True
OPIE_Lapi_220620b,,,False,1,train,False,True
OPIE_Lapi_220620c,,,False,1,train,False,True
OPIE_Lapi_220620d,,,False,1,train,False,True
OPIE_Lapi_230620,,,False,1,train,False,True
OPIE_Lapi_230620b,,,False,1,train,False,True
OPIE_Lapi_240620,,,False,1,train,False,True
OPIE_Lapi_240620b,,,False,1,train,False,True
OPIE_Lapi_260620,,,False,1,train,False,True
OPIE_Lapi_260620b,,,False,1,train,False,True
OPIE_Lapi_270702,,,False,1,train,False,True
OPIE_Lapi_290602,,,False,1,train,False,True
OPIE_Lapi_78V,,,False,1,train,False,True
OPIE_Lapi_7B,,,False,1,train,False,True
OPIE_Lapi_95C,,,False,1,train,False,True
OPIE_Lapi_A1,,,False,1,train,False,True
OPIE_Lapi_A1b,,,False,1,train,False,True
OPIE_Lapi_B2,,,False,1,train,False,True
OPIE_Lapi_B2b,,,False,1,train,False,True
OPIE_Lapi_D1,,,False,1,train,False,True
OPIE_Lapi_E7,,,False,1,train,False,True
OPIE_Lapi_H1,,,False,1,train,False,True
OPPO.2021.03276,,,False,1,train,False,True
OPPO_5923,,,False,1,train,False,True
POLLINIS4343,,,False,1,train,False,True
POLLINIS4351,,,False,1,train,False,True
POLLINIS4384,,,False,1,train,False,True
POLLINIS4393,,,False,1,train,False,True
POLLINIS4402,,,False,1,train,False,True
POLLINIS4415,,,False,1,train,False,True
POLLINIS4455,,,False,1,train,False,True
POLLINIS4981,,,False,1,train,False,True
POLLINIS4982b,,,False,1,train,False,True
POLLINIS4984,,,False,1,train,False,True
POLLINIS5943,,,False,1,train,False,True
POLLINIS5983,,,False,1,train,False,True
POLLINIS5985,,,False,1,train,False,True
Polset_1,,,False,1,train,False,True
RuppSupp1,,,False,1,train,False,True
UBC-2014.0001,,,False,1,train,False,True
VAN-2019.00783,,,False,1,train,False,True
VAN-2019.00785,,,False,1,train,False,True
VAN-2019.00787,,,False,1,train,False,True
VAN-2019.00788,,,False,1,train,False,True
VAN-2019.00795,,,False,1,train,False,True
VAN-2019.00814,,,False,1,train,False,True
VAN-2019.00822,,,False,1,train,False,True
VAN-2019.00824,,,False,1,train,False,True
VAN-2019.00849,,,False,1,train,False,True
VAN-2019.00850,,,False,1,train,False,True
WB1_23,,,False,14,test,False,True
WB1_23_0001,,,False,1,test,False,True
WB1_23_0002,,,False,1,test,False,True
WB1_23_0004,,,False,1,test,False,True
WB1_23_0005,,,False,1,test,False,True
WB1_23_0006,,,False,1,test,False,True
WB1_23_0007,,,False,1,test,False,True
WB1_23_0008,,,False,1,test,False,True
WB1_23_0010,,,False,1,test,False,True
WB1_23_0016,,,False,1,test,False,True
WB1_23_0017,,,False,1,test,False,True
WB1_23_0019,,,False,1,test,False,True
WB1_23_0021,,,False,1,test,False,True
WB1_23_0022,,,False,1,test,False,True
WB1_23_0023,,,False,1,test,False,True
WB1_23_0024,,,False,1,test,False,True
WB1_23_0025,,,False,1,test,False,True
WB1_23_0026,,,False,1,test,False,True
WB1_23_0031,,,False,1,test,False,True
WB1_23_0032,,,False,1,test,False,True
WB1_23_0033,,,False,1,test,False,True
WB1_23_0034,,,False,1,test,False,True
WB1_23_0035,,,False,1,test,False,True
WB1_23_0036,,,False,1,test,False,True
WB1_23_0037,,,False,1,test,False,True
WB1_23_0038,,,False,1,test,False,True
WB1_23_0039,,,False,1,test,False,True
WB1_23_0040,,,False,1,test,False,True
WB1_23_0061,,,False,1,test,False,True
WB1_23_0062,,,False,1,test,False,True
WB1_23_0063,,,False,1,test,False,True
WB1_23_0064,,,False,1,test,False,True
WB1_23_0065,,,False,1,test,False,True
WB1_23_0067,,,False,1,test,False,True
WB1_23_0068,,,False,1,test,False,True
WB1_23_0069,,,False,1,test,False,True
WB1_23_0070,,,False,1,test,False,True
WB1_23_0091,,,False,1,test,False,True
WB1_23_0092,,,False,1,test,False,True
WB1_23_0093,,,False,1,test,False,True
WB1_23_0094,,,False,1,test,False,True
WB1_23_0095,,,False,1,test,False,True
WB1_23_0096,,,False,1,test,False,True
WB1_23_0097,,,False,1,test,False,True
WB1_23_0098,,,False,1,test,False,True
WB1_23_0099,,,False,1,test,False,True
WB1_23_0107,,,False,1,test,False,True
WB1_23_0108,,,False,1,test,False,True
WB1_23_0109,,,False,1,test,False,True
WB1_23_0110,,,False,1,test,False,True
WB1_23_0112,,,False,1,test,False,True
WB1_23_0113,,,False,1,test,False,True
WB1_23_0115,,,False,1,test,False,True
WB1_23_0116,,,False,1,test,False,True
WB1_23_0117,,,False,1,test,False,True
WB1_23_0118,,,False,1,test,False,True
WB1_23_0119,,,False,1,test,False,True
WB1_23_0120,,,False,1,test,False,True
WB1_23_0121,,,False,1,test,False,True
WB1_23_0122,,,False,1,test,False,True
WB1_23_0123,,,False,1,test,False,True
WB1_23_0124,,,False,1,test,False,True
WB1_23_0125,,,False,1,test,False,True
WB1_23_0126,,,False,1,test,False,True
WB1_23_0127,,,False,1,test,False,True
WB1_23_0128,,,False,1,test,False,True
WB1_23_0129,,,False,1,test,False,True
WB1_23_0130,,,False,1,test,False,True
WB1_23_0131,,,False,1,test,False,True
WB1_23_0132,,,False,1,test,False,True
WB1_23_0133,,,False,1,test,False,True
WB1_23_0134,,,False,1,test,False,True
WB1_23_0135,,,False,1,test,False,True
Znieff_galibier,,,False,1,train,False,True
