image_id,specimen_id,split,collector,device_type,shot_index,raw_path,source_root,naming,ext,file_size_bytes,content_hash,status_ingest,is_duplicate_content
9767cb8629ea69a8,FR15ABOM210821147,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/worker/FR15ABOM210821147_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,436424,9767cb8629ea69a8,parsed_ok,False
787aa56f1ca5d351,CollecYvan12,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/worker/CollecYvan12_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,502859,787aa56f1ca5d351,parsed_ok,False
21bde48abb6c837b,FR15_ABOM023082020028,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/worker/FR15_ABOM023082020028_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,495285,21bde48abb6c837b,parsed_ok,False
c75b04a47ac2c0ed,FR15_ABOM09082020094,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/worker/FR15_ABOM09082020094_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,417114,c75b04a47ac2c0ed,parsed_ok,False
83846ca2db06f257,CollecYvan8,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/worker/CollecYvan8_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,628241,83846ca2db06f257,parsed_ok,False
03d2a0d51c0ca9d4,FR15ABOM170821018,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/worker/FR15ABOM170821018_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,452224,03d2a0d51c0ca9d4,parsed_ok,False
2d2cbedbfbe45fcc,CollecYvan9,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/worker/CollecYvan9_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,589598,2d2cbedbfbe45fcc,parsed_ok,False
fdfea81d23ace029,FR15ABOM220821084,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/worker/FR15ABOM220821084_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,567642,fdfea81d23ace029,parsed_ok,False
8555bc663f588195,FR15_ABOM07082020062,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/worker/FR15_ABOM07082020062_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,392168,8555bc663f588195,parsed_ok,False
bf85c0e3ec5a8cb7,FR15ABOM220821085,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/worker/FR15ABOM220821085_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,562830,bf85c0e3ec5a8cb7,parsed_ok,False
9166932186ede4aa,FR15ABOM220821068,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15ABOM220821068_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,604361,9166932186ede4aa,parsed_ok,False
62aa8574b31a8e10,NoName8,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/NoName8_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,421956,62aa8574b31a8e10,parsed_ok,False
c446e12eb9e8f2e7,FR15_ABOM090820071,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15_ABOM090820071_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,476502,c446e12eb9e8f2e7,parsed_ok,False
e9bed482c353f323,FR15_ABOM170820030,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15_ABOM170820030_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,609940,e9bed482c353f323,parsed_ok,False
edae1875d935464a,FR15_ABOM170820009,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15_ABOM170820009_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,586073,edae1875d935464a,parsed_ok,False
d036e828808dae28,FR15ABOM210821210,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15ABOM210821210_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,585559,d036e828808dae28,parsed_ok,False
eae7b300ba77bfa8,FR15ABOM220821043,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15ABOM220821043_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,510762,eae7b300ba77bfa8,parsed_ok,False
97bfc12c54037661,FR15_ABOM07082020082,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15_ABOM07082020082_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,585410,97bfc12c54037661,parsed_ok,False
d381e54c76b84932,FR15_ABOM14080820006,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15_ABOM14080820006_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,537863,d381e54c76b84932,parsed_ok,False
ff601fd4f0ebc435,FR15ABOM210821171,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15ABOM210821171_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,539869,ff601fd4f0ebc435,parsed_ok,False
dd08116b68ad364b,FR15ABOM170821029,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15ABOM170821029_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,688022,dd08116b68ad364b,parsed_ok,False
19f54eb02a3a9111,FR15ABOM150820018,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15ABOM150820018_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,628871,19f54eb02a3a9111,parsed_ok,False
ad6f072b8d6d38e6,FR15ABOM210821212,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15ABOM210821212_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,698227,ad6f072b8d6d38e6,parsed_ok,False
1a043a1b7b139541,FR15_ABOM080820007,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15_ABOM080820007_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,516246,1a043a1b7b139541,parsed_ok,False
89fc065f53a07c6c,FR15_ABOM080820039,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15_ABOM080820039_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,680838,89fc065f53a07c6c,parsed_ok,False
97e5afc4e1e70268,FR15ABOM220821070,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15ABOM220821070_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,554354,97e5afc4e1e70268,parsed_ok,False
b92238dc504defa3,FR15ABOM210821165,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15ABOM210821165_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,572703,b92238dc504defa3,parsed_ok,False
c4ac4ac4de8b62a7,FR15_ABOM07082020038,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15_ABOM07082020038_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,467930,c4ac4ac4de8b62a7,parsed_ok,False
8778fc69423e320e,FR15ABOM210821139,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15ABOM210821139_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,540151,8778fc69423e320e,parsed_ok,False
99fe4734daba8d41,FR15ABOM210821137,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_confusus/drone/FR15ABOM210821137_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,606595,99fe4734daba8d41,parsed_ok,False
f306768d7642aecf,OPIE_Lapi_220620d,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_220620d_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4442255,f306768d7642aecf,parsed_ok,False
05a2613b9eee4a24,OPIE_Lapi_240620b,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_240620b_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4726786,05a2613b9eee4a24,parsed_ok,False
cc147045d33008c7,OPIE_Lapi_220620,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_220620_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4976696,cc147045d33008c7,parsed_ok,False
4ce1cc94d5df8def,OPIE_Lapi_130720d,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_130720d_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4558078,4ce1cc94d5df8def,parsed_ok,False
91fa8d19c49909e9,OPIE_Lapi_160720b,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_160720b_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4453454,91fa8d19c49909e9,parsed_ok,False
fc5623924b45bf9a,OPIE_Lapi_220620b,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_220620b_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4587130,fc5623924b45bf9a,parsed_ok,False
8cb716fe95da0f35,OPIE_Lapi_270702,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_270702_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4612379,8cb716fe95da0f35,parsed_ok,False
f59bb7ceca5fa865,OPIE_Lapi_070820b,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_070820b_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4529198,f59bb7ceca5fa865,parsed_ok,False
a8a020a2acc3ba05,OPIE_Lapi_130720b,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_130720b_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4593766,a8a020a2acc3ba05,parsed_ok,False
98ce8d52e2c0a90f,OPIE_Lapi_200720,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_200720_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4491257,98ce8d52e2c0a90f,parsed_ok,False
1a935472ffed59a5,OPIE_Lapi_230620,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_230620_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4564348,1a935472ffed59a5,parsed_ok,False
3dee7dcf0bf5b89f,OPIE_Lapi_260620,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_260620_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4436070,3dee7dcf0bf5b89f,parsed_ok,False
259ccbb41a1f9769,OPIE_Lapi_290602,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_290602_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4515815,259ccbb41a1f9769,parsed_ok,False
a457dad932470860,OPIE_Lapi_220620c,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_220620c_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4366636,a457dad932470860,parsed_ok,False
3fb41d7480a0ed6a,OPIE_Lapi_260620b,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_260620b_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4511008,3fb41d7480a0ed6a,parsed_ok,False
2f9a5cc010a5bc70,OPIE_Lapi_240620,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_240620_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4432262,2f9a5cc010a5bc70,parsed_ok,False
4273e666ca3bf267,OPIE_Lapi_130720,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_130720_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,5165233,4273e666ca3bf267,parsed_ok,False
dd485bd2d093fa7e,OPIE_Lapi_230620b,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_230620b_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4570677,dd485bd2d093fa7e,parsed_ok,False
786c3009835c6874,OPIE_Lapi_110702,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_110702_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4955740,786c3009835c6874,parsed_ok,False
fb559a0c04786643,OPIE_Lapi_130720c,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/worker/OPIE_Lapi_130720c_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4551788,fb559a0c04786643,parsed_ok,False
730437fd4e90ad7d,OPIE_Lapi_070820,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_070820_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,5010024,730437fd4e90ad7d,parsed_ok,False
45f2cc5a3546f39d,OPIE_Lapi_100803,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_100803_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4505290,45f2cc5a3546f39d,parsed_ok,False
f805c427c371e472,OPIE_Lapi_A1b,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_A1b_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4629530,f805c427c371e472,parsed_ok,False
9238b85da8d0146c,OPIE_Lapi_95C,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_95C_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,5185798,9238b85da8d0146c,parsed_ok,False
2b5e0d866cf7c51f,OPIE_Lapi_B2,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_B2_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4455099,2b5e0d866cf7c51f,parsed_ok,False
b1f09ac7b47d14dc,OPIE_Lapi_030803b,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_030803b_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4657090,b1f09ac7b47d14dc,parsed_ok,False
389604ce08463a97,OPIE_Lapi_D1,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_D1_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4587247,389604ce08463a97,parsed_ok,False
0ff169e3fc47a284,OPIE_Lapi_200703b,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_200703b_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4554808,0ff169e3fc47a284,parsed_ok,False
aa26220e634f11a7,OPIE_Lapi_E7,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_E7_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4700987,aa26220e634f11a7,parsed_ok,False
204d400420ea80bf,OPIE_Lapi_030803,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_030803_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4615989,204d400420ea80bf,parsed_ok,False
9492299e29cc2996,OPIE_Lapi_060803,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_060803_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4656135,9492299e29cc2996,parsed_ok,False
d9f756ea734431c4,OPIE_Lapi_180702,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_180702_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4771566,d9f756ea734431c4,parsed_ok,False
e4d48e4937f536cc,OPIE_Lapi_78V,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_78V_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4575726,e4d48e4937f536cc,parsed_ok,False
af53070f1d1e2e76,OPIE_Lapi_200703,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_200703_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4611416,af53070f1d1e2e76,parsed_ok,False
fce15c38021f4e54,OPIE_Lapi_100820,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_100820_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4938432,fce15c38021f4e54,parsed_ok,False
f3c14bd7ad839dc2,OPIE_Lapi_A1,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_A1_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4602802,f3c14bd7ad839dc2,parsed_ok,False
70ec76b103b7fa54,OPIE_Lapi_160720,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_160720_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4835064,70ec76b103b7fa54,parsed_ok,False
402c9176aa7d3db3,OPIE_Lapi_H1,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_H1_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4500481,402c9176aa7d3db3,parsed_ok,False
a800566328e43059,OPIE_Lapi_B2b,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_B2b_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4729005,a800566328e43059,parsed_ok,False
a7bce4533155d45b,OPIE_Lapi_7B,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_7B_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4289278,a7bce4533155d45b,parsed_ok,False
8290da03f48dd279,OPIE_Lapi_180703,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_lapidarius/drone/OPIE_Lapi_180703_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4634853,8290da03f48dd279,parsed_ok,False
d616aaa6180fb8c8,FR73ABOM140722026,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_monticola/queen/FR73ABOM140722026_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,5149108,d616aaa6180fb8c8,parsed_ok,False
e4aeabc3df05d056,FR73ABOM200722032,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_monticola/worker/FR73ABOM200722032_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4924437,e4aeabc3df05d056,parsed_ok,False
b482aa691b4451d8,FR74ABOM160722015,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_monticola/worker/FR74ABOM160722015_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,4717036,b482aa691b4451d8,parsed_ok,False
062f6951a1c43487,Polset_1,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_monticola/worker/Polset_1_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,179314,062f6951a1c43487,parsed_ok,False
5e19e765d09fa3d0,CD388623c,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_monticola/worker/CD388623c_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,176547,5e19e765d09fa3d0,parsed_ok,False
b82e5243b358907f,CollecYvan15,train,,P,1,/Volumes/EXT DATA/IDMB/images/Tancrede/collection/Bombus_monticola/worker/CollecYvan15_P1.JPG,/Volumes/EXT DATA/IDMB/images/Tancrede/collection,organized_underscore,.jpg,5177477,b82e5243b358907f,parsed_ok,False
