image_id,specimen_id,raw_path,split,status,x1,y1,x2,y2,x3,y3,x4,y4
303af0e2f7cbcfe6,FR15ABOM210821137,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821137_P1.JPG,train,OK,0.36523438,0.41927075,0.65722656,0.41927075,0.65722656,0.579427,0.3652344,0.579427
5fee0d0f0b51942e,FR15ABOM210821137,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821137_P2.JPG,train,OK,0.35742188,0.42447916,0.64941406,0.42447916,0.64941406,0.58463544,0.35742188,0.58463544
d820dd849dfa6a31,FR15ABOM210821137,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821137_S1.jpg,train,OK,0.25781247,0.40429682,0.61067694,0.40429682,0.61067694,0.51660156,0.25781247,0.51660156
e7d6997e4d7df086,FR15ABOM210821137,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821137_S2.jpg,train,OK,0.26822913,0.41210932,0.63151038,0.41210932,0.63151038,0.524414,0.26822913,0.524414
3d1dc6a9224ba360,FR15ABOM210821137,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821137_S3.jpg,train,OK,0.21093746,0.3925781,0.57421863,0.3925781,0.57421863,0.50488275,0.21093746,0.50488275
92c3ebabbe6eb62e,FR15ABOM210821139,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821139_P1.JPG,test,OK,0.37695312,0.40364575,0.65722656,0.40364575,0.65722656,0.55729163,0.37695315,0.55729163
cc268e948186c45a,FR15ABOM210821139,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821139_P2.JPG,test,OK,0.36523438,0.39843744,0.64941406,0.39843744,0.64941406,0.548177,0.3652344,0.548177
bcf4d5841967ddcd,FR15ABOM210821139,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821139_S1.jpg,test,OK,0.29947913,0.3925781,0.62109369,0.3925781,0.62109369,0.49707028,0.29947913,0.49707028
3b9b4b55a1fad9b1,FR15ABOM210821139,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821139_S2.jpg,test,OK,0.32031253,0.40820307,0.65234369,0.40820307,0.65234369,0.50878906,0.32031253,0.50878906
d59ab6fb2a645417,FR15ABOM210821139,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821139_S3.jpg,test,OK,0.26302078,0.41992182,0.59505206,0.41992182,0.59505206,0.52832025,0.26302078,0.52832025
b2513a410f9c7db4,FR15ABOM210821165,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821165_P1.JPG,train,OK,0.37304688,0.41927084,0.65625,0.41927084,0.65625,0.58463544,0.37304688,0.58463544
09a0ba84119c668e,FR15ABOM210821165,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821165_P2.JPG,train,OK,0.37695312,0.4140625,0.65527344,0.4140625,0.65527344,0.57942706,0.37695312,0.57942706
16a5e607bbb091de,FR15ABOM210821165,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821165_S1.jpg,train,OK,0.29427078,0.44335932,0.64062494,0.44335932,0.64062494,0.55957025,0.29427078,0.55957025
4e699793fe35d096,FR15ABOM210821165,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821165_S2.jpg,train,OK,0.27343747,0.43945307,0.61588538,0.43945307,0.61588538,0.555664,0.27343747,0.555664
bc9989011864927c,FR15ABOM210821165,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821165_S3.jpg,train,OK,0.27343747,0.44726557,0.60937494,0.44726557,0.60937494,0.5634765,0.27343747,0.5634765
917e0938a6c8c870,FR15ABOM210821171,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821171_P1.JPG,train,OK,0.38867188,0.4140625,0.67285156,0.4140625,0.67285156,0.57161456,0.38867188,0.57161456
221c491db00448f5,FR15ABOM210821171,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821171_P2.JPG,train,OK,0.38085938,0.4140625,0.66113281,0.4140625,0.66113281,0.57421875,0.38085938,0.57421875
7c0bebb486c52ad1,FR15ABOM210821171,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821171_S1.jpg,train,OK,0.23697913,0.44335932,0.58333331,0.44335932,0.58333331,0.555664,0.23697913,0.555664
d9f6d6fc75935966,FR15ABOM210821171,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821171_S2.jpg,train,OK,0.24218746,0.45117182,0.58463532,0.45117182,0.58463532,0.55957025,0.24218746,0.55957025
dd47f932e32ab106,FR15ABOM210821171,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821171_S3.jpg,train,OK,0.2317708,0.45507807,0.56249994,0.45507807,0.56249994,0.5634765,0.2317708,0.5634765
db44fa7f8f049b92,FR15ABOM210821210,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821210_P1.JPG,train,OK,0.39257812,0.4140625,0.67675781,0.4140625,0.67675781,0.57421875,0.39257812,0.57421875
1219fa3bdb3b1bbc,FR15ABOM210821210,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821210_P2.JPG,train,OK,0.38476562,0.42447916,0.66503906,0.42447916,0.66503906,0.58463544,0.38476562,0.58463544
12aed0790f7e23c7,FR15ABOM210821210,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821210_S1.jpg,train,OK,0.26822913,0.40039057,0.61067694,0.40039057,0.61067694,0.51171875,0.26822913,0.51171875
f2ec99c4f7a39258,FR15ABOM210821210,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821210_S2.jpg,train,OK,0.25781247,0.44335932,0.60026038,0.44335932,0.60026038,0.555664,0.25781247,0.555664
c30088cac32e6477,FR15ABOM210821210,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821210_S3.jpg,train,OK,0.21093746,0.47070307,0.55729157,0.47070307,0.55729157,0.57519525,0.21093746,0.57519525
9962ad4fbcb7cfa2,FR15ABOM210821212,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821212_P1.JPG,val,OK,0.33007812,0.4088541,0.63378906,0.4088541,0.63378906,0.563802,0.33007815,0.563802
0735214df99a29b6,FR15ABOM210821212,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821212_P2.JPG,val,OK,0.34179688,0.40364584,0.64550781,0.40364584,0.64550781,0.55859375,0.34179688,0.55859375
0d43d3afed072623,FR15ABOM210821212,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821212_S1.jpg,val,OK,0.20572913,0.40429682,0.59895819,0.40429682,0.59895819,0.51660156,0.20572913,0.51660156
5246006b21152322,FR15ABOM210821212,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821212_S2.jpg,val,OK,0.19531246,0.44335932,0.57942706,0.44335932,0.57942706,0.555664,0.19531246,0.555664
6c793a316c45df8e,FR15ABOM210821212,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM210821212_S3.jpg,val,OK,0.19531254,0.44726557,0.56770831,0.44726557,0.56770831,0.55957025,0.19531254,0.55957025
063854e0961efca8,FR15ABOM220821043,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821043_P1.JPG,train,OK,0.36132812,0.42447916,0.66113281,0.42447916,0.66113281,0.58463544,0.36132815,0.58463544
4a83ba3464b2c498,FR15ABOM220821043,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821043_P2.JPG,train,OK,0.36914062,0.4296875,0.67285156,0.4296875,0.67285156,0.58984375,0.36914065,0.58984375
47b86baf651bbfd9,FR15ABOM220821043,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821043_S1.jpg,train,OK,0.29947913,0.49804682,0.65755206,0.49804682,0.65755206,0.602539,0.29947913,0.602539
51648e2b0da57f93,FR15ABOM220821043,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821043_S2.jpg,train,OK,0.26302087,0.46289057,0.61458331,0.46289057,0.61458331,0.56542963,0.26302087,0.56542963
7cc2c4a25e17be0a,FR15ABOM220821043,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821043_S3.jpg,train,OK,0.28385413,0.49414057,0.62109369,0.49414057,0.62109369,0.5947265,0.28385413,0.5947265
bb4ba89b3b3b17f6,FR15ABOM220821068,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821068_P1.JPG,train,OK,0.37304688,0.41927075,0.66015625,0.41927075,0.66015625,0.579427,0.3730469,0.579427
1086e6c580326114,FR15ABOM220821068,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821068_P2.JPG,train,OK,0.38867188,0.41927075,0.67675781,0.41927075,0.67675781,0.579427,0.3886719,0.579427
2a6fd42740afc3e5,FR15ABOM220821068,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821068_S1.jpg,train,OK,0.2578125,0.46289057,0.58984369,0.46289057,0.58984369,0.56640619,0.2578125,0.56640619
63dfd0da53c9e4c5,FR15ABOM220821068,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821068_S2.jpg,train,OK,0.24218746,0.47070307,0.58463538,0.47070307,0.58463538,0.57421869,0.24218746,0.57421869
398b45df2cc9ca09,FR15ABOM220821068,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821068_S3.jpg,train,OK,0.2161458,0.50585932,0.54296863,0.50585932,0.54296863,0.60546869,0.2161458,0.60546869
1625d333fc11d8e3,FR15ABOM220821070,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821070_P1.JPG,train,OK,0.37695312,0.40364584,0.65917969,0.40364584,0.65917969,0.56380206,0.37695312,0.56380206
9c8e9be1d580da80,FR15ABOM220821070,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821070_P2.JPG,train,OK,0.39257812,0.40885416,0.67285156,0.40885416,0.67285156,0.56901044,0.39257812,0.56901044
313bbf85bfd136d5,FR15ABOM220821070,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821070_S1.jpg,train,OK,0.21614587,0.37695307,0.57942706,0.37695307,0.57942706,0.49121088,0.21614587,0.49121088
31e54dffa524b66b,FR15ABOM220821070,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821070_S2.jpg,train,OK,0.20572913,0.37695307,0.56770819,0.37695307,0.56770819,0.493164,0.20572913,0.493164
9ba3d580fc508400,FR15ABOM220821070,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15ABOM220821070_S3.jpg,train,OK,0.2161458,0.3925781,0.57942706,0.3925781,0.57942706,0.50292963,0.2161458,0.50292963
7a69b27655238644,FR15_ABOM07082020038,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM07082020038_P1.JPG,train,OK,0.39746094,0.41406247,0.62597656,0.41406247,0.62597656,0.54296869,0.39746097,0.54296869
93e1763cecb5f9a6,FR15_ABOM07082020038,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM07082020038_P2.JPG,train,OK,0.39648438,0.43489584,0.625,0.43489584,0.625,0.55859375,0.3964844,0.55859375
244e1e2377e64d76,FR15_ABOM07082020038,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM07082020038_S1.jpg,train,OK,0.21093746,0.40820312,0.56901038,0.40820312,0.56901038,0.52050781,0.21093746,0.52050781
9b20d646793f738e,FR15_ABOM07082020038,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM07082020038_S2.jpg,train,OK,0.16927083,0.41992182,0.52213526,0.41992182,0.52213526,0.5322265,0.16927081,0.5322265
c95c3a3cadc7ccf1,FR15_ABOM07082020038,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM07082020038_S3.jpg,train,OK,0.2005208,0.41210932,0.53776032,0.41210932,0.53776032,0.52050781,0.2005208,0.52050781
71235b2836e7bfb3,FR15_ABOM07082020082,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM07082020082_P1.JPG,train,OK,0.36523438,0.40885416,0.64550781,0.40885416,0.64550781,0.57421875,0.36523438,0.57421875
22a02008da9075fd,FR15_ABOM07082020082,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM07082020082_P2.JPG,train,OK,0.36914062,0.41927075,0.6484375,0.41927075,0.6484375,0.579427,0.36914065,0.579427
a62ffa5578f1ad75,FR15_ABOM07082020082,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM07082020082_S1.jpg,train,OK,0.26302084,0.43164057,0.59244782,0.43164057,0.59244782,0.53906244,0.26302084,0.53906244
97d53db465ce033e,FR15_ABOM07082020082,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM07082020082_S2.jpg,train,OK,0.23697913,0.41210938,0.56901038,0.41210938,0.56901038,0.52050781,0.23697913,0.52050781
81fb781409e74bee,FR15_ABOM07082020082,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM07082020082_S3.jpg,train,OK,0.1848958,0.41601557,0.52734363,0.41601557,0.52734363,0.5322265,0.1848958,0.5322265
74e04ca7a21e914d,FR15_ABOM080820007,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM080820007_P1.JPG,train,OK,0.36914062,0.4088541,0.65527344,0.4088541,0.65527344,0.56249994,0.36914065,0.56249994
9185ba731800a21f,FR15_ABOM080820007,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM080820007_P2.JPG,train,OK,0.36914062,0.40364584,0.65234375,0.40364584,0.65234375,0.55859375,0.36914062,0.55859375
d3efc8fddd286fe3,FR15_ABOM080820007,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM080820007_S1.jpg,train,OK,0.25781253,0.44335932,0.58593744,0.44335932,0.58593744,0.5478515,0.25781253,0.5478515
6931a2a74f5f5d20,FR15_ABOM080820007,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM080820007_S2.jpg,train,OK,0.2473958,0.42773432,0.58463532,0.42773432,0.58463532,0.5322265,0.2473958,0.5322265
ccad969de9a5ff31,FR15_ABOM080820007,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM080820007_S3.jpg,train,OK,0.24218746,0.42773432,0.57031238,0.42773432,0.57031238,0.52832025,0.24218746,0.52832025
2dbbcaea550e5452,FR15_ABOM080820039,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM080820039_P1.JPG,test,OK,0.37695312,0.40885416,0.6484375,0.40885416,0.6484375,0.56770831,0.37695312,0.56770831
1833bc09f46bb11c,FR15_ABOM080820039,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM080820039_P2.JPG,test,OK,0.36523438,0.4140625,0.63769531,0.4140625,0.63769531,0.57421875,0.36523438,0.57421875
78d1d61b47a990df,FR15_ABOM080820039,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM080820039_S1.jpg,test,OK,0.26822916,0.38867185,0.595052,0.38867185,0.595052,0.49707028,0.26822916,0.49707028
01a88c14283fe83d,FR15_ABOM080820039,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM080820039_S2.jpg,test,OK,0.26302084,0.36523432,0.595052,0.36523432,0.595052,0.477539,0.26302084,0.477539
ca042ecfbc7894cb,FR15_ABOM080820039,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM080820039_S3.jpg,test,OK,0.27343753,0.41210932,0.61067706,0.41210932,0.61067706,0.524414,0.27343753,0.524414
295fe26213d53f23,FR15_ABOM090820071,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM090820071_P1.JPG,train,OK,0.40039062,0.4088541,0.66113281,0.4088541,0.66113281,0.55208325,0.40039065,0.55208325
4bbfa58f6277d90f,FR15_ABOM090820071,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM090820071_P2.JPG,train,OK,0.39648438,0.40885416,0.65625,0.40885416,0.65625,0.55208331,0.39648438,0.55208331
4cb9f3860e14b05f,FR15_ABOM090820071,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM090820071_S1.jpg,train,OK,0.22656246,0.41210932,0.57421863,0.41210932,0.57421863,0.524414,0.22656246,0.524414
1b01d7ca7d6246b5,FR15_ABOM090820071,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM090820071_S2.jpg,train,OK,0.25260413,0.40820307,0.59244782,0.40820307,0.59244782,0.515625,0.25260413,0.515625
38bf4623827243f6,FR15_ABOM090820071,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM090820071_S3.jpg,train,OK,0.2473958,0.46289057,0.58463532,0.46289057,0.58463532,0.571289,0.2473958,0.571289
8d119ef7974131f3,FR15_ABOM14080820006,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM14080820006_P1.JPG,train,OK,0.37011719,0.4140625,0.65722656,0.4140625,0.65722656,0.57421875,0.37011719,0.57421875
fea3d45ca9b535a3,FR15_ABOM14080820006,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM14080820006_P2.JPG,train,OK,0.35742188,0.4296875,0.64550781,0.4296875,0.64550781,0.58984375,0.35742188,0.58984375
a0b51894c5057c38,FR15_ABOM14080820006,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM14080820006_S1.jpg,train,OK,0.24739587,0.41992182,0.60026038,0.41992182,0.60026038,0.5322265,0.24739587,0.5322265
7de79bc91444355d,FR15_ABOM14080820006,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM14080820006_S2.jpg,train,OK,0.20572913,0.42773432,0.56249988,0.42773432,0.56249988,0.53515619,0.20572913,0.53515619
71185eac93dec780,FR15_ABOM14080820006,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM14080820006_S3.jpg,train,OK,0.18489583,0.47070307,0.57161456,0.47070307,0.57161456,0.58300775,0.18489583,0.58300775
5f56dc959b71ef98,FR15_ABOM170820009,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM170820009_P1.JPG,train,OK,0.35742188,0.41406244,0.64941406,0.41406244,0.64941406,0.57421869,0.3574219,0.57421869
a2b7c1726365b734,FR15_ABOM170820009,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM170820009_P2.JPG,train,OK,0.35742188,0.42447916,0.6484375,0.42447916,0.6484375,0.58463544,0.3574219,0.58463544
3d01adc04410b1f4,FR15_ABOM170820009,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM170820009_S1.jpg,train,OK,0.25260413,0.47460932,0.63020831,0.47460932,0.63020831,0.59082025,0.25260413,0.59082025
350f2659fefefc4b,FR15_ABOM170820009,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM170820009_S2.jpg,train,OK,0.24739587,0.45117182,0.62109369,0.45117182,0.62109369,0.56738275,0.24739587,0.56738275
ab00461f28cbe682,FR15_ABOM170820009,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM170820009_S3.jpg,train,OK,0.22135413,0.48242182,0.58984369,0.48242182,0.58984369,0.59863275,0.22135413,0.59863275
eb239601f0c34818,FR15_ABOM170820030,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM170820030_P1.JPG,train,OK,0.65813035,0.3993986,0.66900855,0.57989705,0.35931048,0.61307901,0.34843227,0.43258059
42d2003ab3c0cca0,FR15_ABOM170820030,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM170820030_P2.JPG,train,OK,0.35058594,0.4296875,0.65136719,0.4296875,0.65136719,0.61067706,0.35058594,0.61067706
f979b0c018a8c0c2,FR15_ABOM170820030,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM170820030_S1.jpg,train,OK,0.56990832,0.34730756,0.58139831,0.44976065,0.19661091,0.47403461,0.18512088,0.37158152
fb2af84cc0e383d9,FR15_ABOM170820030,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM170820030_S2.jpg,train,OK,0.52181304,0.43222767,0.52507526,0.53498745,0.18647753,0.5410338,0.18321529,0.43827403
52c1931fbedb2108,FR15_ABOM170820030,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\FR15_ABOM170820030_S3.jpg,train,OK,0.16927083,0.43164057,0.56380206,0.43164057,0.56380206,0.5478515,0.16927086,0.5478515
c2d29f14bbbdba0e,NoName8,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\NoName8_P1.JPG,train,OK,0.39648438,0.40885413,0.62109375,0.40885413,0.62109375,0.53776038,0.3964844,0.53776038
727a8d914506c3ea,NoName8,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\NoName8_P2.JPG,train,OK,0.40039062,0.4296875,0.62597656,0.4296875,0.62597656,0.55729169,0.40039062,0.55729169
b8c0ea8578307710,NoName8,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\NoName8_S1.jpg,train,OK,0.29427078,0.39648438,0.64453119,0.39648438,0.64453119,0.50878906,0.29427078,0.50878906
60cde60b34950a6b,NoName8,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\NoName8_S2.jpg,train,OK,0.28385422,0.42773432,0.61979163,0.42773432,0.61979163,0.53613275,0.28385422,0.53613275
6b63cd1b766986e2,NoName8,D:\IDMB\images\Bombus\organized\Bombus_confusus\male\NoName8_S3.jpg,train,OK,0.23697913,0.41210932,0.57421863,0.41210932,0.57421863,0.52050781,0.23697913,0.52050781
d4f474dc661e36cb,FR15ABOM060621003,D:\IDMB\images\Bombus\organized\Bombus_confusus\queen\FR15ABOM060621003_P1.JPG,test,OK,0.34179688,0.39322916,0.65332031,0.39322916,0.65332031,0.58984375,0.34179688,0.58984375
01f0dd9dc03775eb,FR15ABOM060621003,D:\IDMB\images\Bombus\organized\Bombus_confusus\queen\FR15ABOM060621003_P2.JPG,test,OK,0.36132812,0.3984375,0.66894531,0.3984375,0.66894531,0.59505206,0.36132812,0.59505206
d176c1636b13fa55,FR15ABOM060621003,D:\IDMB\images\Bombus\organized\Bombus_confusus\queen\FR15ABOM060621003_S1.jpg,test,OK,0.26302078,0.41992188,0.63151032,0.41992188,0.63151032,0.55175769,0.26302078,0.55175769
3dbe292c8219d455,FR15ABOM060621003,D:\IDMB\images\Bombus\organized\Bombus_confusus\queen\FR15ABOM060621003_S2.jpg,test,OK,0.23697913,0.41992188,0.61067694,0.41992188,0.61067694,0.55078113,0.23697913,0.55078113
05263db1385c8455,FR15ABOM060621003,D:\IDMB\images\Bombus\organized\Bombus_confusus\queen\FR15ABOM060621003_S3.jpg,test,OK,0.23177087,0.39648438,0.61588538,0.39648438,0.61588538,0.53222644,0.23177087,0.53222644
47a83d441036f2aa,CollecYvan10,D:\IDMB\images\Bombus\organized\Bombus_confusus\worker\CollecYvan10_P1.JPG,test,OK,0.36523438,0.3984375,0.64160156,0.3984375,0.64160156,0.55729169,0.36523438,0.55729169
c846b8362a0ca8ff,CollecYvan10,D:\IDMB\images\Bombus\organized\Bombus_confusus\worker\CollecYvan10_P2.JPG,test,OK,0.36132812,0.4088541,0.63769531,0.4088541,0.63769531,0.56901038,0.36132815,0.56901038
e77dee5c4091945d,CollecYvan10,D:\IDMB\images\Bombus\organized\Bombus_confusus\worker\CollecYvan10_S1.jpg,test,OK,0.3776041,0.49414057,0.73567683,0.49414057,0.73567683,0.60937494,0.3776041,0.60937494
eb390d81ab946035,CollecYvan10,D:\IDMB\images\Bombus\organized\Bombus_confusus\worker\CollecYvan10_S2.jpg,test,OK,0.34635416,0.52148432,0.70442694,0.52148432,0.70442694,0.64160138,0.34635416,0.64160138
0942fc10a03589b8,CollecYvan10,D:\IDMB\images\Bombus\organized\Bombus_confusus\worker\CollecYvan10_S3.jpg,test,OK,0.39843741,0.49804682,0.74479145,0.49804682,0.74479145,0.61425775,0.39843741,0.61425775
2ae8e84151225977,CollecYvan11,D:\IDMB\images\Bombus\organized\Bombus_confusus\worker\CollecYvan11_P1.JPG,test,OK,0.36523438,0.40364584,0.625,0.40364584,0.625,0.546875,0.36523438,0.546875
c67535cce48ceb2c,CollecYvan11,D:\IDMB\images\Bombus\organized\Bombus_confusus\worker\CollecYvan11_P2.JPG,test,OK,0.36914062,0.40885416,0.63378906,0.40885416,0.63378906,0.55859375,0.36914062,0.55859375
78dcb9cf1761b598,CollecYvan11,D:\IDMB\images\Bombus\organized\Bombus_confusus\worker\CollecYvan11_S1.jpg,test,OK,0.24218746,0.46289057,0.57421863,0.46289057,0.57421863,0.56738275,0.24218746,0.56738275
