tps_id,specimen_id,n_outlier_landmarks,status
4146145408332549350,ABAURA8240b,0,OK
4146484706756119049,FR15ABOM220821068,0,OK
4146759233765801511,ABAURA8150c,13,SUSPECT
4153891303153650581,CD388865c,0,OK
4159382137340961074,FR04ABOM220722050,0,OK
4160279549683093943,ABAURA8240,0,OK
4170278769199081142,OPIE_Lapi_100803,0,OK
4178595668390704957,FR73ABOM200722018,0,OK
4179566904682223569,NoName12,0,OK
4183671741559379773,FR73ABOM200722018,2,OK
4199483524713895300,OPIE_Lapi_100803,2,OK
4201483242992223178,OPIE_Lapi_H1,0,OK
4201812935240881908,NoName4,17,SUSPECT
4205340911352227626,FR73ABOM130722020,0,OK
4227039171174198310,FR15ABOM200821215,0,OK
4234316620600592758,FR73ABOM130722027,2,OK
4240397668638559792,CD388862b,0,OK
4260600308882520687,FR15ABOM170821115,0,OK
4265884416361666155,CD388018e,8,OK
4270715959501812791,ABAURA5103,0,OK
4271316205601309952,N628,0,OK
4273941951932455628,NoName5,17,SUSPECT
4278989854034900016,15L2021-1732,17,SUSPECT
4295109500789774769,FR15ABOM210821139,0,OK
4298426908362494173,ABAURA7781b,1,OK
4300908777884888013,CD388018,0,OK
4311053914154201509,FR15_ABOM25082020007,2,OK
4311220515733833203,ABB-2020.00032,0,OK
4333170969809670917,2020.00301,0,OK
4338637546315369704,2019.01788,15,SUSPECT
4340383223893354477,FR15ABOM100721047,0,OK
4343149509444624323,ABAURA8207,0,OK
4349877950756474090,CD388862b,0,OK
4355048958953393489,FR15ABOM210821125,0,OK
4395985752577585652,FR15_ABOM170820009,0,OK
4399863565356941473,CollecYvan9,0,OK
4401861004705689685,ABAURA5591,0,OK
4403894440365368160,FR15ABOM210821137,0,OK
4406086510829744219,CollecYvan22,0,OK
4418738872075176280,FR15_AB210818002,0,OK
4420758888152853754,CD388003,8,OK
4436252591896889451,FR73ABOM140722001,0,OK
4439905843408381119,CollecYvan4,0,OK
4443544540764687460,15L2021-1499,0,OK
4449038753026659413,FR15ABOM060621003,0,OK
4459190190455113096,POLLINIS4402,0,OK
4462642608983095455,OPIE_Lapi_260620,16,SUSPECT
4466989493782688783,FR73ABOM120722025,8,OK
4482402855541819681,VAN-2019.00785,0,OK
4503799573492005206,UBC-2014.0001,0,OK
4525326343853222854,OPIE_Lapi_200703,0,OK
4542347454133520092,ABAURA8607,0,OK
4544035297747869988,N407,0,OK
4565865383050234332,ABAURA8150d,8,OK
4567173846048929871,FR15ABOM210821125,16,SUSPECT
4579006696957788984,FR73ABOM120722090,0,OK
4581001886322941266,N407,0,OK
4590326306408820074,OPIE_Lapi_260620b,0,OK
4593918390223453976,ABAURA8885c,9,OK
4599926795871280204,FR73ABOM150722006,0,OK
4602225485186206989,N126,16,SUSPECT
4617540336430321959,ABAURA8203,0,OK
4622065836869906002,FR05ABOM220722027,0,OK
4624230856255159731,OPIE_Lapi_H1,0,OK
4632020007654273529,FR73ABOM130722017,0,OK
4634836386099736302,ABAURA8604,8,OK
4654615873265691864,ABAURA8764,0,OK
4669621829115523462,VAN-2019.00850,7,OK
4672510245094125755,VAN-2019.00849,0,OK
4673115856228107030,ABAURA8885d,8,OK
4680228264525702182,FR15ABOM200722062,0,OK
4681436864973416988,FR15ABOM210822013,0,OK
4681905595074182255,FR15ABOM210821119,11,SUSPECT
4683179236364270808,FR15ABOM170821009,0,OK
4686160926103163902,FR15ABOM210822012,0,OK
4686260265170593126,15L2021-1741,0,OK
4695731863301995453,ABAURA8207f,14,SUSPECT
4701441148261674102,OPIE_Lapi_230620,0,OK
4706394182474181125,FR73ABOM130722020,0,OK
4710549300617787873,FR15ABOM150820018,0,OK
4713347160185786009,N385,17,SUSPECT
4724556050523174906,ABAURA8151,0,OK
4727212163355952119,CD387804c,0,OK
4744013203376370605,OPIE_Lapi_E7,0,OK
4750231438587376060,CollecYvan22,0,OK
4755632966065277692,FR73ABOM120722028,2,OK
4757886351481326514,POLLINIS4984,17,SUSPECT
4770476440327568902,CD388612,0,OK
4773829653634050270,FR15ABOM210822016,11,SUSPECT
4788424157978948199,OPIE_Lapi_130720,16,SUSPECT
4796867238134064909,FR15_AB210818002,0,OK
4797199769193827566,2020.03930,0,OK
4802320357263710211,ABAURA8852,8,OK
4805721951987113459,ABAURA8150d,8,OK
4807958910670364641,FR73ABOM140722011,0,OK
4809627299181393372,ABAURA8201,15,SUSPECT
4809991436719751595,POLLINIS4981,16,SUSPECT
4814911203736341664,FR15_ABOM170820030,0,OK
4815427585158175106,FR04ABOM220722060,0,OK
4816010508431456156,ABAURA7781,1,OK
4820186288500536330,FR15_ABOM180720047,8,OK
4820690481135698482,FR73ABOM120722026,0,OK
4825596295575914567,CD388872,0,OK
4838444657867370323,CollecYvan15,0,OK
4849376095963057645,15L2021-1732,17,SUSPECT
4851340244801811456,ABAURA7163,0,OK
4878377867547976969,ABAURA4923b,0,OK
4886139405839005086,CollecYvan14,0,OK
4887589032341787644,POLLINIS4384,0,OK
4899184651031819278,RuppSupp1,0,OK
4907583128746251282,FR73ABOM200722032,0,OK
4916036769717986924,FR15ABOO0712002,0,OK
4917157107861533053,CD388230c,0,OK
4922973978588321702,FR73ABOM130722040,0,OK
4924231121645491420,2020.00470,7,OK
4924631291931368992,FR15ABOM120722071,8,OK
4937466297356221188,FR73ABOM140722033,0,OK
4958353462100534991,CD388230b,1,OK
4974574212558848727,NoName3,11,SUSPECT
4985071435882495768,CD388003,8,OK
4996672847251276167,ABB-2020.00032,0,OK
4997054009609859121,CD388865e,0,OK
5021781573191684740,FR15_ABOM30072020040,16,SUSPECT
5025586753696500518,FR15_ABOM25082020007,2,OK
5032017767114357363,BAR.2018.00342,0,OK
5033498861696780755,15L2021-1514,0,OK
5040315620793971613,OPIE_Lapi_100803,0,OK
5053196919904822205,FR73ABOM130722004,0,OK
5059806255981884913,OPIE_Lapi_78V,0,OK
5063726931325667472,FR15ABOM170821030b,0,OK
5076610104763956249,ABAURA7155,16,SUSPECT
5077623554024339682,CD388862,0,OK
5079003250661904998,CD388391,16,SUSPECT
5090327934959362727,2020.06244,0,OK
5093239279990389031,FR04ABOM220722089,17,SUSPECT
5101619784397832930,POLLINIS4982,2,OK
5118181421471587381,CD388623c,17,SUSPECT
5119875028658700782,FR05ABOM220722023,0,OK
5130866005996998810,CD388865c,0,OK
5135746774720497707,FR15_ABOM180720046,0,OK
5163444335319380650,CollecYvan10,0,OK
5167998973467410393,FR15ABOM220821043,0,OK
5175026376217225786,CD387759,0,OK
5185054384773156287,OPIE_Lapi_240620,0,OK
5198532546674034273,OPIE_Lapi_180703,0,OK
5199674046422279402,CD388820b,0,OK
5201098950936950997,ABAURA7781,1,OK
5201266280403596088,FR05ABOM220722026,0,OK
5203275490459010296,CD388016b,8,OK
5208779862773358644,FR73ABOM120722021,0,OK
5216536803380778726,CD388623b,0,OK
5225143912312650047,FR15_ABOM30072020042,16,SUSPECT
5227591890623866950,OPIE_Lapi_130720d,0,OK
5233818758848262534,FR15ABOM200821005,0,OK
5235973465243912675,15L2021-1758,0,OK
5237789140120874166,ABAURA8228b,0,OK
5251773072176711696,FR15ABOM220821055,0,OK
5257390140866118854,ABAURA8208b,0,OK
5257814915970721814,N384,17,SUSPECT
5258096301418590083,FR15ABOM200722063,0,OK
5265129988210738908,FR04ABOM220722046,0,OK
5270685801127207383,CD388230c,0,OK
5274545439472605971,2020.00470,7,OK
5285055529325302498,D264515,0,OK
5295517646631790004,VAN-2019.00824,7,OK
5301069133295837873,OPIE_Lapi_240620,0,OK
5307500301707008458,CD387324,0,OK
5312653732618506225,FR05ABOM220722027,0,OK
5323484064472271968,FR73ABOM140722033,0,OK
5324877766837986978,CD388230,0,OK
5331670844682937571,FR15ABOM170821018,0,OK
5337683515642052410,CD388820b,0,OK
5339992720616715598,15G2021-1826,2,OK
5341287551304959378,FR15ABOM210821107,0,OK
5345052649704298300,2017.06254,2,OK
5352292048421390029,UBC-2011.0157,0,OK
5361903453490404886,2020.00449,0,OK
5369339914946266264,FR15ABOM220821043,16,SUSPECT
5384252186733336327,OPIE_Lapi_240620b,2,OK
5384867779943963758,FR04ABOM220722057,8,OK
5392020411217457441,FR15ABOM200821004,0,OK
5397151994677822885,FR15_ABOM25082020010,0,OK
5399635087790247839,N126,17,SUSPECT
5399861892114287987,FR15ABOM170821123,0,OK
5410104020863725121,FR04ABOM220722050,0,OK
5415930746095154272,ABAURA8627,0,OK
5417474849349534122,FR15ABOM200722062,0,OK
5438437367507373059,ABAURA7781b,0,OK
5447494730440464396,POLLINIS4981,0,OK
5450292815150228526,CD387313,0,OK
5452513345161677436,N384,16,SUSPECT
5453304695077545577,ABAURA5633,16,SUSPECT
5457725356791790273,CD388391b,0,OK
5458263308647258383,FR15_ABOM090820071,15,SUSPECT
5459912428732469473,FR15ABOM210821043,0,OK
5465644393518862663,ABB-2020.00106,0,OK
5470829942497644736,FR04ABOM220722031,0,OK
5483355194940639354,2019.02167,17,SUSPECT
5491477376067099696,CD388230,0,OK
5507779905583287336,FR74ABOM170722014,0,OK
5517219957292636161,POLLINIS4415,0,OK
5525342792360756403,FR73ABOM130722065,0,OK
5527518815858809786,CD388408,17,SUSPECT
5528717774661398623,FR15_ABOM090820071,15,SUSPECT
5529936108851909831,CollecYvan16,0,OK
5533674622972957466,ABAURA8150d,9,OK
5539933956257844719,OPIE_Lapi_130720d,0,OK
5550551774323676830,NoName14,11,SUSPECT
5558069898728157678,FR15ABOM170821074,0,OK
5560480501440517930,FR15ABOM170821030,10,SUSPECT
5568216488280637677,VAN-2019.00824,0,OK
5569029304768215625,OPIE_Lapi_B2b,0,OK
5582653687668610356,ABAURA8238a,0,OK
5586866393772841311,ABAURA8150,18,SUSPECT
5599395789399940194,CD388623b,0,OK
5603994335440730668,CollecYvan16,0,OK
5605431821918353718,FR73ABOM200722028,0,OK
5606358584690737653,CD388235,0,OK
5609177346542593120,CD388146,2,OK
5633208897639479024,2019.02073,0,OK
5644593953029093914,2007.0712,7,OK
5649589528815433672,FR73ABOM120722118,0,OK
5651324155764887232,15L2021-1546,0,OK
5653410728307025767,ABAURA8238a,0,OK
5671747633939775266,FR04ABOM220722057,8,OK
5682298685636111103,ABB-2020.00038,0,OK
5692951339933561996,ABAURA8238c,0,OK
5694982896102920005,FR15_ABOM180720047,8,OK
5701175886940895660,CollecYvan18,0,OK
5703042894995597663,FR15ABOM170821030,10,SUSPECT
5708411517716692143,ABAURA8885,0,OK
5714207455253835503,2020.00294,17,SUSPECT
5714614252229941470,FR15ABOM200722064,8,OK
5715414045286019091,NoName13,0,OK
5719662110225341940,FR73ABOM120722021,0,OK
5721960726967385062,ABAURA4902,8,OK
5723112455570313533,FR73ABOM200722041,0,OK
5731897851858106762,NoName1,16,SUSPECT
5733358876412130106,FR15ABOM210821043,0,OK
5736960189974117112,FR04ABOM220722046,0,OK
5741122934938583747,FR15ABOM200722064,1,OK
5745877459586852825,15L2021-1483,0,OK
5753602321778393613,NoName13,0,OK
5755028334648673632,2019.02175,0,OK
5758408273586522707,FR15_ABOM023082020028,0,OK
5801011858934508093,15L2021-1757,0,OK
5802974664173310000,OPIE_Lapi_030803,2,OK
5821475542708489686,FR73ABOM200722030,0,OK
5822239240233639587,OPIE_Lapi_130720b,0,OK
5827674156502837232,N205,16,SUSPECT
5832880314710366699,FR15ABOM210821115,0,OK
5850722002361690555,2020.03936,0,OK
5864968930306916243,FR15ABOM220821043,15,SUSPECT
5868862535455026733,FR15ABOM210821125,16,SUSPECT
5877466661748415774,OPPO.2021.03276,0,OK
5887368300181449810,FR15ABOM210822013,11,SUSPECT
5907780803718222163,FR15ABOM200722064,8,OK
5913094785841266233,FR15ABOM200821005,0,OK
5916769750642060788,ABAURA5633,16,SUSPECT
5926145822480426449,FR73ABOM140722009,0,OK
5928426419596370722,FR15ABOM210821212,0,OK
5932780867009043711,OPIE_Lapi_220620c,0,OK
5942893857794270908,2020.06243,0,OK
5963209146170548488,FR15_ABOM170820030,0,OK
5963319013075523905,FR15ABOM210821125,16,SUSPECT
5973042546015576763,FR73ABOM200722031,0,OK
5980241604548937462,ABAURA8239c,0,OK
5980897369762625277,FR73ABOM200722041,0,OK
5982196284415515246,CD388809,17,SUSPECT
5986303908687102527,FR73ABOM130722066,0,OK
5995887862426550796,ABAURA5103,15,SUSPECT
6000793856379408513,ABAURA4898,0,OK
6000796150492109320,ABB.2017.20260,0,OK
6007665347081667871,FR73ABOM200722029,0,OK
6009035685929438458,15L2021-1483,17,SUSPECT
6014504671599982002,FR15ABOM210821174,0,OK
6035736159256306078,CD388229,0,OK
6058736727769180313,FR15_STPONCY300921002,0,OK
6060318953209504703,FR15ABOM200821010,0,OK
6071517474188230438,ABAURA8604,8,OK
6083639564453255172,FR15AB100518002,8,OK
6089865324466392324,FR15ABOM150820018,0,OK
6089950449048840189,ABAURA5593,0,OK
6090258625299573369,2019.02059,16,SUSPECT
6091784505365095748,FR15ABOM210821110,0,OK
6109608558271292526,2019.02184,15,SUSPECT
6109666794759264539,15L2021-1731,0,OK
6116226054206556663,CD388862,16,SUSPECT
6126892756988756929,ABAURA8599,14,SUSPECT
6130906385792600192,OPIE_Lapi_220620,0,OK
6145423378192075750,2019.02175,0,OK
6165114645677489787,FR73ABOM130722004,0,OK
6188865913137237843,FR15ABOM210821211,0,OK
6190465093610976332,CD388018b,8,OK
6193011592793251270,CD388235,0,OK
6196334607741227467,ABAURA7781b,1,OK
6203352448118058060,CollecYvan21,8,OK
6204427254385823129,CD388872c,16,SUSPECT
6213926097101029632,CollecYvan21,8,OK
6218852002754524389,ABAURA8607,0,OK
6226085351942469112,NoName1,15,SUSPECT
6235198015008066508,POLLINIS4393,16,SUSPECT
6236879004831075382,FR73ABOM130722063,2,OK
6241136673593644647,FR15_ABOM09082020094,0,OK
6250022556781591797,OPIE_Lapi_240620,0,OK
6268501308437566966,ABAURA8885f,0,OK
6269553391006401857,FR15_ABOM30072020036,2,OK
6272351113765811684,N407,0,OK
6275414591777298677,FR73ABOM130722029,0,OK
6283218883868760517,POLLINIS4455,8,OK
6284415905315353900,CollecYvan21,8,OK
6286487372530234142,D264520,15,SUSPECT
6294146290293314480,ABAURA8205b,0,OK
6309663818481210078,FR74ABOM170722014,0,OK
6309698589973859226,CollecYvan16,0,OK
6329744970108398011,N205,16,SUSPECT
6331845311978767533,CD388018d,0,OK
6334678472284785390,FR15ABOM210821112,0,OK
6336648693141617045,FR15ABOM170821018,0,OK
6337462753402737068,OPIE_Lapi_030803b,2,OK
6341593325149895223,VAN-2019.00822,0,OK
6377937446610860645,2020.03886,2,OK
6382310770408996803,FR04ABOM220722047,0,OK
6403480987446996480,FR73ABOM120722103,0,OK
6425843179861459531,FR15ABOM200821215,0,OK
6426783940897531193,CD388623e,3,OK
6438500824475861628,ABAURA8885,0,OK
6438769364941007433,2020.04044,17,SUSPECT
6454061857818147429,FR15ABOM170821074,0,OK
6458481815901445352,CD387770b,0,OK
6474932490649204093,ABAURA4898,0,OK
6479885677945689386,2020.06348,0,OK
6489587373028060784,FR15ABOM210822014,0,OK
6502622097420838419,FR74ABOM160722001,17,SUSPECT
6505502735944570228,FR15ABOM220821055,0,OK
6506219030326799224,FR15ABOM100721047,0,OK
6511920389174731847,FR73ABOM130722027,0,OK
6522154011280010945,2019.02073,0,OK
6537493288371166078,BAR-2018.00871,0,OK
6538420147060519526,ABAURA7153,0,OK
6545889756978919226,N385,17,SUSPECT
6554747148769914047,NoName15,10,SUSPECT
6554754082179377914,OPIE_Lapi_100820,0,OK
6555563431727823453,ABAURA8885d,8,OK
6557572189337060563,ABAURA8607,0,OK
6568372428711946813,FR15ABOM170821074,11,SUSPECT
6573570516698269498,Znieff_galibier,0,OK
6578788884107690536,FR15_ABOM30072020071,0,OK
6585637463184952684,D264515,0,OK
6597052484570851363,NoName10,2,OK
6602616154469099269,CD388612,0,OK
6612062937384706165,ABAURA8526,17,SUSPECT
6631657324777165285,FR73ABOM130722005,2,OK
6637925242716230522,CollecYvan6,0,OK
6651480775118237810,2019.02184,15,SUSPECT
6654806153865619433,CD388865b,0,OK
6654841313941090858,OPIE_Lapi_070820,0,OK
6658028468175497102,ABAURA8599,8,OK
6663153103710631927,CD387324,0,OK
6676118946895324240,ABAURA8885f,0,OK
6676554670388379973,CD387770d,0,OK
6686279054308097250,ABAURA7548,16,SUSPECT
6693554314783975476,N628,18,SUSPECT
6695892302408710260,ABAURA8885d,8,OK
6696774834658486071,ABAURA8204,8,OK
6712938529403497289,VAN-2019.00814,0,OK
6716658934841343505,CollecYvan20,1,OK
6717725559615284416,FR15ABOM210821014,11,SUSPECT
6727201540102618722,FR15ABOM210821107,11,SUSPECT
6741026776778720231,FR73ABOM140722011,0,OK
6757766911755811920,CD387770d,17,SUSPECT
6767055539528372728,FR73ABOM140722015,2,OK
6772329878919683623,VAN-2019.00824,0,OK
6778270400861918966,ABAURA7150,0,OK
6784046564496097232,FR15ABOM200821202,0,OK
6796159650150999281,ABAURA5633,16,SUSPECT
6800947038670889407,FR73ABOM120722027,2,OK
6803467962424998876,20A.07897,18,SUSPECT
6807800007880421484,FR15ABOM170821030b,0,OK
6810502131545048710,2020.03930,0,OK
6815713813904513133,2020.04010,0,OK
6825375996495678013,POLLINIS4415,1,OK
6840576999196890970,ABAURA8238c,0,OK
6856551094096603758,FR15ABOM170821029,16,SUSPECT
6858515967217146384,FR04ABOM220722054,8,OK
6862973996556963443,FR04ABOM220722055,0,OK
6868218535393687009,ABAURA8239c,0,OK
6869920816716443544,FR15_ABOM170820009,0,OK
6888645453166658298,BAR-2018.00332,2,OK
6889992104329959910,ABAURA8206,0,OK
6907211297409873707,FR73ABOM130722003,0,OK
6912476836325856302,FR15ABOM210821137,0,OK
6914657999604695767,CD388821b,17,SUSPECT
6917724326977692478,POLLINIS4981,16,SUSPECT
6917792084490971954,CollecYvan24,8,OK
6943567083453010752,D264520b,16,SUSPECT
6944768668940722922,ABAURA8207e,8,OK
6945765128887924351,N385,17,SUSPECT
6954891382695436300,OPIE_Lapi_290602,0,OK
6957191546094752698,CD387577b,0,OK
6971704227088107159,FR73ABOM120722103,0,OK
6975484333667977835,NoName8,0,OK
6977831411551205656,15G2021-1826,0,OK
6994522546043417099,OPIE_Lapi_180703,0,OK
6999283770978200859,ABAURA8764,0,OK
6999550203493034541,VAN-2019.00785,7,OK
7002749632966796141,FR15_ABOM30072020044,0,OK
7015939866475680686,FR73ABOM120722042,0,OK
7018581287025320735,OPIE_Lapi_230620,0,OK
7024481388196199664,ABAURA8604,8,OK
7032096766994078392,CD387303,0,OK
7043956902296984208,CD388145,0,OK
7045165295364631329,FR15_ABOM30072020071,0,OK
7050788752355183038,FR15ABOM210821107,11,SUSPECT
7058026254334521381,CD388861b,2,OK
7072205129822485066,OPIE_Lapi_070820b,2,OK
7074296843968167285,FR15ABOM150820018,0,OK
7075470459276149629,FR15ABOM120722071,8,OK
7084286317768384658,CollecYvan17,1,OK
7088298971656926301,FR15_ABOM07082020062,14,SUSPECT
7099623529771599410,2020.00339,0,OK
7101336431541298740,FR04ABOM220722001,16,SUSPECT
7101627560163592822,2019.02175,0,OK
7123514800017410344,2020.04013,0,OK
7128897356499359672,FR15ABOM170821030b,0,OK
7131279006885024591,CD388623,0,OK
7154756992072110705,2019.02167,0,OK
7162845821407803689,FR73ABOM130722009,0,OK
7162859403786930774,CollecYvan20,8,OK
7165594314746059508,ABB-2020.00032,0,OK
7167893550050754837,CD388018,0,OK
7179303548940806110,CD388235b,0,OK
7184650955720746926,FR73ABOM120722090,0,OK
7184969366062886537,ABAURA8885e,0,OK
7193124435032094622,ABAURA8885e,0,OK
7193850003303748334,ABAURA5591,0,OK
7196700365688530117,FR15ABOM220821068,0,OK
7207892181830811844,OPIE_Lapi_130720c,0,OK
7216085245924543046,ABAURA8238,16,SUSPECT
7216459314088061035,OPIE_Lapi_7B,0,OK
7218079283634808383,OPIE_Lapi_180702,0,OK
7222077807285115246,CollecYvan8,0,OK
7241896690918832883,FR04ABOM220722055,0,OK
7242051271144574800,VAN-2019.00783,0,OK
7256174103886072567,CD388135,0,OK
7265099306784680032,ABB-2020.00106,0,OK
7269491367308353859,POLLINIS4982b,17,SUSPECT
7280187180895721582,FR05ABOM220722023,0,OK
7284058431194993121,CD387766,0,OK
7289710765681599045,CD388391,16,SUSPECT
7294154041263527537,ABAURA8205,0,OK
7296879609788004388,15L2021-1483,0,OK
7303433054169763799,VAN-2019.00787,0,OK
7308836205419710058,ABAURA8526,17,SUSPECT
7310679630742342827,FR15ABOM210821177,0,OK
7312316063765018213,CD388229c,17,SUSPECT
7315935377214354969,20A.07897,18,SUSPECT
7317386354307486859,ABAURA8205,0,OK
7334698397768501444,N384,16,SUSPECT
7334805673986518295,CD387759,0,OK
7347947519071175425,OPIE_Lapi_A1b,0,OK
7351069948447695000,ABAURA8625,16,SUSPECT
7365113051338714940,CD388391,16,SUSPECT
7365191819187373568,CollecYvan4,0,OK
7369304662733430316,FR15_ABOM30072020044,0,OK
7381007911527933692,FR15ABOM200722062,0,OK
7386983085111107464,ABB-2020.00106,16,SUSPECT
7387966764328137151,ABAURA8207,0,OK
7388581483984167016,CollecYvan18,0,OK
7389230996835077539,2019.02059,16,SUSPECT
7406033283927087279,FR15ABOM170821115,0,OK
7423529766810891614,N385,17,SUSPECT
7427673812582449163,2019.02188,16,SUSPECT
7435029551433738134,BAR-2018.00332,0,OK
7436949214540712610,FR73ABOM130722017,0,OK
7442365206385433313,FR04ABOM220722001,16,SUSPECT
7466545431143886280,N628,17,SUSPECT
7468599820256430299,ABAURA4902,8,OK
7469461334778452502,AGR.2016.1415,17,SUSPECT
7470997112655656103,OPIE_Lapi_160720,0,OK
7481521259218839142,CD388809,17,SUSPECT
7490188083648885287,CD388861b,0,OK
7492868581281444855,CD388230b,17,SUSPECT
7499738219841212772,FR15ABOM200821014,11,SUSPECT
7507273488891766338,15L2021-1743,0,OK
7507429020391010712,FR15_STPONCY300921024,0,OK
7537207941560414964,ABAURA8747,0,OK
7544347239012889265,ABAURA4926,0,OK
7570288928371569799,2012.0034,0,OK
7579893048947683906,FR15ABOM220821084,0,OK
7580018487316143392,FR15_ABOM080820007,0,OK
7585950357548046566,POLLINIS4415,1,OK
7592231569442966211,FR15ABOM170821018,0,OK
7597898652481108160,FR15ABOM210821112,0,OK
7612658697634492853,FR15ABOM100721031,0,OK
7619420557682149270,OPIE_Lapi_130720c,0,OK
7622893361005624207,NoName14,11,SUSPECT
7629873467828393247,FR15ABOM210821110,0,OK
7631812984149496867,15L2021-1498,0,OK
7639677297190065911,FR15ABOM200821010,0,OK
7647982290162849071,N126,16,SUSPECT
7664597003513941018,FR04ABOM220722061,2,OK
7672529320967911818,FR04ABOM220722031,0,OK
7675495643524918864,CD388821f,17,SUSPECT
7681618300283928263,FR73ABOM140722009,0,OK
7682524844961501359,ABAURA8205,0,OK
7685383298000180902,NoName2,17,SUSPECT
7687982163954656948,FR73ABOM130722018,0,OK
7697341948335827366,CD388013,0,OK
7700476208931507601,ABAURA4898,0,OK
7709169443490655415,OPIE_Lapi_200703b,0,OK
7715891500776423059,FR73ABOM130722046,2,OK
7730232731853010242,CD388865e,16,SUSPECT
7734062711921929317,ABAURA8240,0,OK
7738254102587082466,NoName8,0,OK
7741021162636128974,ABAURA8205c,0,OK
7768782798161856376,2020.04010,0,OK
7801899856153203215,FR15_ABOM023082020028,0,OK
7816342612222533518,FR15ABOM210821212,0,OK
7817516137897551770,FR04ABOM220722051,0,OK
7818370684615476550,ABAURA8205d,10,SUSPECT
7821141025359322010,ABAURA8238,0,OK
7824925731203640128,FR15ABOM130722047,0,OK
7826878966944902611,FR15ABOM210822014,0,OK
7832865525372299554,FR15ABOM200821014,0,OK
7834328754542304024,FR73ABOM200722040,2,OK
7850477067835941448,ABAURA8207,0,OK
7857744887848318727,OPIE_Lapi_160720b,0,OK
7862529127804216714,CD388229c,17,SUSPECT
7868330275706542396,CD388016b,8,OK
7870486620507006280,FR15_ABOM25082020010,0,OK
7883201918705211506,ABAURA8233,0,OK
7890735970048045129,ABAURA8606,8,OK
7891811123976460554,2007.0008,16,SUSPECT
7897725878193369644,ABAURA8239,0,OK
7914444455526948234,ABAURA8233,0,OK
7948394363902447241,ABAURA8208b,0,OK
7950388520123270915,FR15ABOM200821215,11,SUSPECT
7952052178144228448,CD387804,0,OK
7957968668824634809,CollecYvan12,0,OK
7965314635256477309,ABB-2020.00106,16,SUSPECT
7970693426818393156,CD388821b,17,SUSPECT
7975485882017071679,FR15_ABOM30072020036,2,OK
7978389390285692736,CD388821f,17,SUSPECT
7979970031142047122,15L2021-1742,0,OK
7987278806661557286,FR73ABOM120722021,4,OK
8002053626510873225,FR73ABOM200722037,0,OK
8007718170101213021,ABAURA4915,0,OK
8010637892230281342,FR15_ABOM25082020007,2,OK
8021257235101160365,FR73ABOM120722028,0,OK
8036857848478906819,ABAURA5667,17,SUSPECT
8047648539155125561,15L2021-1742,0,OK
8050388680133396556,15L2021-1499,0,OK
8050684377439329741,FR74ABOM160722001,17,SUSPECT
8054701050723174576,NoName6,0,OK
8069010475985591437,ABAURA4898,0,OK
8069094380402661533,2020.00294,17,SUSPECT
8078893549342542315,FR15ABOM170821120,0,OK
8081478546692057841,FR73ABOM200722029,0,OK
8086478290957245202,POLLINIS4984,17,SUSPECT
8089906576650684933,FR15_ABOM17082020015,0,OK
8090482347934376140,ABAURA4904,14,SUSPECT
8124580233241126185,FR73ABOM130722062,0,OK
8125410302699599379,ABAURA8238c,0,OK
8129398366952176257,FR73ABOM130722037,0,OK
8136054094354092625,FR73ABOM130722030,0,OK
8137009129395321428,OPIE_Lapi_160720,16,SUSPECT
8138280722353179091,OPIE_Lapi_180703,0,OK
8139756144325586943,15L2021-1514,8,OK
8141598944368188792,ABAURA8150,17,SUSPECT
8145864720593006536,FR15_ABOM07082020049,14,SUSPECT
8148037301045804347,CD388230,0,OK
8149367621035149184,FR15_ABOM14080820006,2,OK
8152459978748706739,FR15_ABOM07082020082,0,OK
8157089535656559112,CD387287,0,OK
8169507769128000558,15L2021-1741,0,OK
8171504539464215071,FR05ABOM220722025,8,OK
8174180393407371321,N815,0,OK
8175813615485920640,FR15ABOM210821077,0,OK
8180604561859871154,CD388135,0,OK
8186553484438387951,FR73ABOM130722020,0,OK
8191835970746910415,FR15ABOM150720008,10,SUSPECT
8193330793567247913,CD388872b,0,OK
8194797250695383715,OPIE_Lapi_230620b,0,OK
8204552525115720368,NoName9,0,OK
8224304360470352571,2020.06244,0,OK
8233284889818606997,CD387313,0,OK
8233318066509879634,ABAURA4926,0,OK
8237576018805328937,CD388820,9,OK
8249061322550330346,NoName8,0,OK
8252204829743100361,FR15_ABOM180720048,8,OK
8256549531828377328,FR15_ABOM180720053,8,OK
8261429137886952036,CD388865b,0,OK
8264758626054007972,FR73ABOM120722028,2,OK
8264774895193421110,FR73ABOM120722042,0,OK
8283929781203625531,VAN-2019.00781,0,OK
8287810775352913277,OPIE_Lapi_070820,0,OK
8293551099707684767,FR73ABOM130722067,0,OK
8296485138118779534,FR73ABOM130722041,1,OK
8299549603667925076,CD388018e,8,OK
8306834941754739385,2012.0034,0,OK
8309495771580015875,CollecYvan1,0,OK
8332965454262092992,2019.02188,0,OK
8336492500653210651,15L2021-1739,0,OK
8340964242425543918,OPIE_Lapi_130720b,0,OK
8343761543008622810,ABAURA8233,0,OK
8343949812874509811,CD388865d,17,SUSPECT
8345957335995308786,ABAURA8201,15,SUSPECT
8353894266178436934,CollecYvan24,0,OK
8354886638069760307,FR73ABOM130722002,0,OK
8357843278080157265,FR15ABOM210821048,11,SUSPECT
8365304571768734121,2019.02184,16,SUSPECT
8370211748038915056,CD388135,0,OK
