image_id,specimen_id,dataset,status,error_reason,confidence,aspect_ratio,x1,y1,x2,y2,x3,y3,x4,y4,output_path,processing_time_s,processed_at
dd47f932e32ab106,FR15ABOM210821171,organized,OK,,0.7645,2.2685,0.23102164,0.56824982,0.22584568,0.45638028,0.56422085,0.44757378,0.56939679,0.55944335,data\crops_obb\organized\organized_FR15ABOM210821171_FR15ABOM210821171_S3_dd47f932e32ab106.jpg,0.2449,2026-08-20T19:45:31+00:00
db44fa7f8f049b92,FR15ABOM210821210,organized,OK,,0.9384,2.2547,0.67113000,0.58475929,0.38989925,0.56231683,0.39736462,0.39600539,0.67859536,0.41844785,data\crops_obb\organized\organized_FR15ABOM210821210_FR15ABOM210821210_P1_db44fa7f8f049b92.jpg,0.4113,2026-08-20T19:45:32+00:00
1219fa3bdb3b1bbc,FR15ABOM210821210,organized,OK,,0.9514,2.2782,0.66509837,0.59056723,0.38289294,0.58632970,0.38428792,0.42116895,0.66649336,0.42540649,data\crops_obb\organized\organized_FR15ABOM210821210_FR15ABOM210821210_P2_1219fa3bdb3b1bbc.jpg,0.3841,2026-08-20T19:45:32+00:00
12aed0790f7e23c7,FR15ABOM210821210,organized,OK,,0.5518,2.2670,0.26573962,0.51739877,0.26132515,0.40151605,0.61160535,0.39401016,0.61601985,0.50989288,data\crops_obb\organized\organized_FR15ABOM210821210_FR15ABOM210821210_S1_12aed0790f7e23c7.jpg,0.2410,2026-08-20T19:45:32+00:00
f2ec99c4f7a39258,FR15ABOM210821210,organized,OK,,0.9332,2.2966,0.25799999,0.55749232,0.25720525,0.44468227,0.60264784,0.44331336,0.60344255,0.55612338,data\crops_obb\organized\organized_FR15ABOM210821210_FR15ABOM210821210_S2_f2ec99c4f7a39258.jpg,0.2356,2026-08-20T19:45:33+00:00
c30088cac32e6477,FR15ABOM210821210,organized,OK,,0.8063,2.3047,0.23550464,0.57792330,0.23291112,0.47012252,0.56417930,0.46563956,0.56677276,0.57344037,data\crops_obb\organized\organized_FR15ABOM210821210_FR15ABOM210821210_S3_c30088cac32e6477.jpg,0.2415,2026-08-20T19:45:33+00:00
9962ad4fbcb7cfa2,FR15ABOM210821212,organized,OK,,0.8080,2.4427,0.33820570,0.57012123,0.33614695,0.40740740,0.63424468,0.40070209,0.63630342,0.56341594,data\crops_obb\organized\organized_FR15ABOM210821212_FR15ABOM210821212_P1_9962ad4fbcb7cfa2.jpg,0.3267,2026-08-20T19:45:33+00:00
0735214df99a29b6,FR15ABOM210821212,organized,OK,,0.9431,2.4562,0.35211810,0.56453031,0.34983802,0.40247867,0.64836472,0.39501157,0.65064478,0.55706316,data\crops_obb\organized\organized_FR15ABOM210821212_FR15ABOM210821212_P2_0735214df99a29b6.jpg,0.3095,2026-08-20T19:45:33+00:00
0d43d3afed072623,FR15ABOM210821212,organized,OK,,0.8966,2.4669,0.21048903,0.51950306,0.20942561,0.40115732,0.59868836,0.39918965,0.59975177,0.51753539,data\crops_obb\organized\organized_FR15ABOM210821212_FR15ABOM210821212_S1_0d43d3afed072623.jpg,0.2446,2026-08-20T19:45:34+00:00
5246006b21152322,FR15ABOM210821212,organized,OK,,0.9601,2.4896,0.19281963,0.56029028,0.19250274,0.44354734,0.58002704,0.44295561,0.58034396,0.55969858,data\crops_obb\organized\organized_FR15ABOM210821212_FR15ABOM210821212_S2_5246006b21152322.jpg,0.2267,2026-08-20T19:45:34+00:00
6c793a316c45df8e,FR15ABOM210821212,organized,OK,,0.9509,2.5035,0.57026714,0.56095642,0.19192296,0.55868286,0.19313389,0.44533798,0.57147807,0.44761154,data\crops_obb\organized\organized_FR15ABOM210821212_FR15ABOM210821212_S3_6c793a316c45df8e.jpg,0.3067,2026-08-20T19:45:34+00:00
063854e0961efca8,FR15ABOM220821043,organized,OK,,0.9803,2.4042,0.65939814,0.59503275,0.35686091,0.57445478,0.36328036,0.40667021,0.66581756,0.42724818,data\crops_obb\organized\organized_FR15ABOM220821043_FR15ABOM220821043_P1_063854e0961efca8.jpg,0.3974,2026-08-20T19:45:35+00:00
4a83ba3464b2c498,FR15ABOM220821043,organized,OK,,0.9441,2.4415,0.67312032,0.59399533,0.37105200,0.58962971,0.37239304,0.42466381,0.67446136,0.42902943,data\crops_obb\organized\organized_FR15ABOM220821043_FR15ABOM220821043_P2_4a83ba3464b2c498.jpg,0.3744,2026-08-20T19:45:35+00:00
47b86baf651bbfd9,FR15ABOM220821043,organized,OK,,0.8004,2.3977,0.30301693,0.61211038,0.29526031,0.49922103,0.65616167,0.48527244,0.66391832,0.59816182,data\crops_obb\organized\organized_FR15ABOM220821043_FR15ABOM220821043_S1_47b86baf651bbfd9.jpg,0.2979,2026-08-20T19:45:35+00:00
51648e2b0da57f93,FR15ABOM220821043,organized,OK,,0.8511,2.4122,0.26734802,0.57297999,0.26258034,0.46210173,0.61919528,0.45347631,0.62396294,0.56435454,data\crops_obb\organized\organized_FR15ABOM220821043_FR15ABOM220821043_S2_51648e2b0da57f93.jpg,0.2313,2026-08-20T19:45:36+00:00
7cc2c4a25e17be0a,FR15ABOM220821043,organized,OK,,0.8747,2.3939,0.29056337,0.59512985,0.28959844,0.48995656,0.62529063,0.48822409,0.62625557,0.59339738,data\crops_obb\organized\organized_FR15ABOM220821043_FR15ABOM220821043_S3_7cc2c4a25e17be0a.jpg,0.2299,2026-08-20T19:45:36+00:00
bb4ba89b3b3b17f6,FR15ABOM220821068,organized,OK,,0.9789,2.3075,0.65958959,0.58385378,0.37308514,0.57502896,0.37595347,0.40947965,0.66245794,0.41830450,data\crops_obb\organized\organized_FR15ABOM220821068_FR15ABOM220821068_P1_bb4ba89b3b3b17f6.jpg,0.3223,2026-08-20T19:45:36+00:00
1086e6c580326114,FR15ABOM220821068,organized,OK,,0.9429,2.3003,0.67534119,0.58311278,0.38863465,0.57356077,0.39174908,0.40737319,0.67845565,0.41692519,data\crops_obb\organized\organized_FR15ABOM220821068_FR15ABOM220821068_P2_1086e6c580326114.jpg,0.3527,2026-08-20T19:45:36+00:00
2a6fd42740afc3e5,FR15ABOM220821068,organized,OK,,0.8563,2.2303,0.27128443,0.57457972,0.26587540,0.46573052,0.58956605,0.45668265,0.59497511,0.56553185,data\crops_obb\organized\organized_FR15ABOM220821068_FR15ABOM220821068_S1_2a6fd42740afc3e5.jpg,0.2513,2026-08-20T19:45:37+00:00
63dfd0da53c9e4c5,FR15ABOM220821068,organized,FAILED,aucune_detection,,,,,,,,,,,,0.1350,2026-08-20T19:45:37+00:00
398b45df2cc9ca09,FR15ABOM220821068,organized,OK,,0.7877,2.3366,0.21114229,0.61059219,0.20871808,0.50347877,0.54242587,0.49923041,0.54485005,0.60634381,data\crops_obb\organized\organized_FR15ABOM220821068_FR15ABOM220821068_S3_398b45df2cc9ca09.jpg,0.2603,2026-08-20T19:45:37+00:00
1625d333fc11d8e3,FR15ABOM220821070,organized,OK,,0.9325,2.2564,0.66107732,0.56467330,0.37906632,0.56241482,0.37981701,0.39577344,0.66182804,0.39803195,data\crops_obb\organized\organized_FR15ABOM220821070_FR15ABOM220821070_P1_1625d333fc11d8e3.jpg,0.3799,2026-08-20T19:45:37+00:00
9c8e9be1d580da80,FR15ABOM220821070,organized,OK,,0.9144,2.2489,0.67195684,0.57083780,0.39167956,0.56200117,0.39462662,0.39582711,0.67490387,0.40466374,data\crops_obb\organized\organized_FR15ABOM220821070_FR15ABOM220821070_P2_9c8e9be1d580da80.jpg,0.3116,2026-08-20T19:45:38+00:00
313bbf85bfd136d5,FR15ABOM220821070,organized,OK,,0.9607,2.2400,0.21245643,0.49581286,0.21210799,0.37420818,0.57529879,0.37362278,0.57564723,0.49522746,data\crops_obb\organized\organized_FR15ABOM220821070_FR15ABOM220821070_S1_313bbf85bfd136d5.jpg,0.2408,2026-08-20T19:45:38+00:00
31e54dffa524b66b,FR15ABOM220821070,organized,OK,,0.9567,2.2251,0.56977880,0.49524382,0.20477943,0.49484923,0.20501591,0.37181979,0.57001531,0.37221441,data\crops_obb\organized\organized_FR15ABOM220821070_FR15ABOM220821070_S2_31e54dffa524b66b.jpg,0.2301,2026-08-20T19:45:38+00:00
9ba3d580fc508400,FR15ABOM220821070,organized,OK,,0.9631,2.3083,0.21608110,0.50805491,0.21427321,0.38938475,0.57951576,0.38625482,0.58132362,0.50492495,data\crops_obb\organized\organized_FR15ABOM220821070_FR15ABOM220821070_S3_9ba3d580fc508400.jpg,0.2316,2026-08-20T19:45:39+00:00
7a69b27655238644,FR15_ABOM07082020038,organized,OK,,0.9702,2.3687,0.62945426,0.54602450,0.39437428,0.54338175,0.39521107,0.41105324,0.63029110,0.41369602,data\crops_obb\organized\organized_FR15_ABOM07082020038_FR15_ABOM07082020038_P1_7a69b27655238644.jpg,0.3187,2026-08-20T19:45:39+00:00
93e1763cecb5f9a6,FR15_ABOM07082020038,organized,OK,,0.9707,2.3933,0.62751031,0.56164122,0.39322615,0.56019443,0.39367953,0.42967197,0.62796372,0.43111879,data\crops_obb\organized\organized_FR15_ABOM07082020038_FR15_ABOM07082020038_P2_93e1763cecb5f9a6.jpg,0.3137,2026-08-20T19:45:39+00:00
244e1e2377e64d76,FR15_ABOM07082020038,organized,OK,,0.9369,2.3360,0.21147981,0.52063328,0.21091330,0.40666384,0.56589276,0.40567133,0.56645930,0.51964074,data\crops_obb\organized\organized_FR15_ABOM07082020038_FR15_ABOM07082020038_S1_244e1e2377e64d76.jpg,0.3015,2026-08-20T19:45:39+00:00
9b20d646793f738e,FR15_ABOM07082020038,organized,OK,,0.9563,2.3517,0.52636081,0.53385365,0.16868155,0.53215593,0.16964407,0.41808519,0.52732331,0.41978285,data\crops_obb\organized\organized_FR15_ABOM07082020038_FR15_ABOM07082020038_S2_9b20d646793f738e.jpg,0.2328,2026-08-20T19:45:40+00:00
c95c3a3cadc7ccf1,FR15_ABOM07082020038,organized,OK,,0.6841,2.3857,0.19771694,0.52479470,0.19392702,0.41710618,0.53648371,0.41032493,0.54027361,0.51801348,data\crops_obb\organized\organized_FR15_ABOM07082020038_FR15_ABOM07082020038_S3_c95c3a3cadc7ccf1.jpg,0.2368,2026-08-20T19:45:40+00:00
71235b2836e7bfb3,FR15_ABOM07082020082,organized,OK,,0.9533,2.1986,0.37045231,0.57397956,0.36987591,0.40662625,0.64583504,0.40493661,0.64641142,0.57228994,data\crops_obb\organized\organized_FR15_ABOM07082020082_FR15_ABOM07082020082_P1_71235b2836e7bfb3.jpg,0.3084,2026-08-20T19:45:40+00:00
22a02008da9075fd,FR15_ABOM07082020082,organized,OK,,0.9802,2.2096,0.65022689,0.58689779,0.37271610,0.58029187,0.37495834,0.41283303,0.65246916,0.41943896,data\crops_obb\organized\organized_FR15_ABOM07082020082_FR15_ABOM07082020082_P2_22a02008da9075fd.jpg,0.3121,2026-08-20T19:45:41+00:00
a62ffa5578f1ad75,FR15_ABOM07082020082,organized,OK,,0.6619,2.1929,0.27668265,0.55020779,0.26751536,0.43700558,0.59850419,0.42192823,0.60767144,0.53513044,data\crops_obb\organized\organized_FR15_ABOM07082020082_FR15_ABOM07082020082_S1_a62ffa5578f1ad75.jpg,0.2376,2026-08-20T19:45:41+00:00
97d53db465ce033e,FR15_ABOM07082020082,organized,OK,,0.7404,2.1439,0.25604388,0.53141207,0.24585207,0.41769883,0.57090688,0.40131107,0.58109874,0.51502436,data\crops_obb\organized\organized_FR15_ABOM07082020082_FR15_ABOM07082020082_S2_97d53db465ce033e.jpg,0.2461,2026-08-20T19:45:41+00:00
81fb781409e74bee,FR15_ABOM07082020082,organized,OK,,0.9576,2.2491,0.18548089,0.53892744,0.17976159,0.42260459,0.52859432,0.41295695,0.53431362,0.52927983,data\crops_obb\organized\organized_FR15_ABOM07082020082_FR15_ABOM07082020082_S3_81fb781409e74bee.jpg,0.2370,2026-08-20T19:45:41+00:00
74e04ca7a21e914d,FR15_ABOM080820007,organized,OK,,0.9297,2.3007,0.65207654,0.57149082,0.37187192,0.56167400,0.37507212,0.39928484,0.65527678,0.40910167,data\crops_obb\organized\organized_FR15_ABOM080820007_FR15_ABOM080820007_P1_74e04ca7a21e914d.jpg,0.4009,2026-08-20T19:45:42+00:00
9185ba731800a21f,FR15_ABOM080820007,organized,OK,,0.9392,2.3529,0.37185833,0.56165904,0.37076390,0.40065059,0.65489358,0.39721718,0.65598798,0.55822563,data\crops_obb\organized\organized_FR15_ABOM080820007_FR15_ABOM080820007_P2_9185ba731800a21f.jpg,0.3158,2026-08-20T19:45:42+00:00
d3efc8fddd286fe3,FR15_ABOM080820007,organized,OK,,0.7414,2.2075,0.27307472,0.55324650,0.26746255,0.44574344,0.58387291,0.43645206,0.58948511,0.54395515,data\crops_obb\organized\organized_FR15_ABOM080820007_FR15_ABOM080820007_S1_d3efc8fddd286fe3.jpg,0.2523,2026-08-20T19:45:42+00:00
6931a2a74f5f5d20,FR15_ABOM080820007,organized,OK,,0.5877,2.2925,0.25038189,0.53778642,0.24606290,0.42873743,0.57938844,0.42131159,0.58370739,0.53036064,data\crops_obb\organized\organized_FR15_ABOM080820007_FR15_ABOM080820007_S2_6931a2a74f5f5d20.jpg,0.2367,2026-08-20T19:45:43+00:00
ccad969de9a5ff31,FR15_ABOM080820007,organized,OK,,0.8259,2.2864,0.24923158,0.53306073,0.24575475,0.42703536,0.56897169,0.42107338,0.57244849,0.52709877,data\crops_obb\organized\organized_FR15_ABOM080820007_FR15_ABOM080820007_S3_ccad969de9a5ff31.jpg,0.2307,2026-08-20T19:45:43+00:00
2dbbcaea550e5452,FR15_ABOM080820039,organized,OK,,0.9565,2.2137,0.37800542,0.57137567,0.37761953,0.40633968,0.65162784,0.40520069,0.65201372,0.57023668,data\crops_obb\organized\organized_FR15_ABOM080820039_FR15_ABOM080820039_P1_2dbbcaea550e5452.jpg,0.3103,2026-08-20T19:45:43+00:00
1833bc09f46bb11c,FR15_ABOM080820039,organized,OK,,0.9196,2.2121,0.36528623,0.57553375,0.36481440,0.41012332,0.63924062,0.40873170,0.63971245,0.57414210,data\crops_obb\organized\organized_FR15_ABOM080820039_FR15_ABOM080820039_P2_1833bc09f46bb11c.jpg,0.3140,2026-08-20T19:45:43+00:00
78d1d61b47a990df,FR15_ABOM080820039,organized,OK,,0.5285,2.1915,0.27485380,0.50448650,0.26886612,0.39216244,0.59708428,0.38232070,0.60307193,0.49464476,data\crops_obb\organized\organized_FR15_ABOM080820039_FR15_ABOM080820039_S1_78d1d61b47a990df.jpg,0.3380,2026-08-20T19:45:44+00:00
01a88c14283fe83d,FR15_ABOM080820039,organized,OK,,0.5082,2.2389,0.26426181,0.48089200,0.25859272,0.36716285,0.59809679,0.35764343,0.60376590,0.47137257,data\crops_obb\organized\organized_FR15_ABOM080820039_FR15_ABOM080820039_S2_01a88c14283fe83d.jpg,0.2466,2026-08-20T19:45:44+00:00
ca042ecfbc7894cb,FR15_ABOM080820039,organized,OK,,0.9259,2.2746,0.27227297,0.52801877,0.26941496,0.41540232,0.61095876,0.41052675,0.61381674,0.52314323,data\crops_obb\organized\organized_FR15_ABOM080820039_FR15_ABOM080820039_S3_ca042ecfbc7894cb.jpg,0.2395,2026-08-20T19:45:44+00:00
295fe26213d53f23,FR15_ABOM090820071,organized,OK,,0.1789,2.3235,0.40306091,0.55883354,0.40051380,0.40910694,0.66142857,0.40121594,0.66397566,0.55094254,data\crops_obb\organized\organized_FR15_ABOM090820071_FR15_ABOM090820071_P1_295fe26213d53f23.jpg,0.3094,2026-08-20T19:45:45+00:00
4bbfa58f6277d90f,FR15_ABOM090820071,organized,OK,,0.5752,2.3479,0.39666507,0.55647379,0.39544207,0.40612230,0.66020173,0.40229368,0.66142476,0.55264515,data\crops_obb\organized\organized_FR15_ABOM090820071_FR15_ABOM090820071_P2_4bbfa58f6277d90f.jpg,0.3075,2026-08-20T19:45:45+00:00
4cb9f3860e14b05f,FR15_ABOM090820071,organized,OK,,0.9214,2.3696,0.22499752,0.52684534,0.22187698,0.41666105,0.57000148,0.41111520,0.57312208,0.52129948,data\crops_obb\organized\organized_FR15_ABOM090820071_FR15_ABOM090820071_S1_4cb9f3860e14b05f.jpg,0.2409,2026-08-20T19:45:45+00:00
1b01d7ca7d6246b5,FR15_ABOM090820071,organized,FAILED,aucune_detection,,,,,,,,,,,,0.1349,2026-08-20T19:45:45+00:00
38bf4623827243f6,FR15_ABOM090820071,organized,OK,,0.2747,2.1583,0.27445632,0.58069748,0.26311979,0.47028297,0.58086485,0.45193222,0.59220141,0.56234676,data\crops_obb\organized\organized_FR15_ABOM090820071_FR15_ABOM090820071_S3_38bf4623827243f6.jpg,0.2448,2026-08-20T19:45:45+00:00
8d119ef7974131f3,FR15_ABOM14080820006,organized,OK,,0.9667,2.2989,0.65191859,0.58394837,0.36775142,0.56319028,0.37452352,0.39837855,0.65869063,0.41913664,data\crops_obb\organized\organized_FR15_ABOM14080820006_FR15_ABOM14080820006_P1_8d119ef7974131f3.jpg,0.3815,2026-08-20T19:45:46+00:00
fea3d45ca9b535a3,FR15_ABOM14080820006,organized,OK,,0.9359,2.3529,0.64500922,0.59402037,0.36044094,0.58550197,0.36315626,0.42424414,0.64772457,0.43276253,data\crops_obb\organized\organized_FR15_ABOM14080820006_FR15_ABOM14080820006_P2_fea3d45ca9b535a3.jpg,0.3855,2026-08-20T19:45:46+00:00
a0b51894c5057c38,FR15_ABOM14080820006,organized,OK,,0.9342,2.3263,0.60124165,0.53246224,0.24749288,0.53198379,0.24776705,0.41793734,0.60151583,0.41841573,data\crops_obb\organized\organized_FR15_ABOM14080820006_FR15_ABOM14080820006_S1_a0b51894c5057c38.jpg,0.3163,2026-08-20T19:45:47+00:00
7de79bc91444355d,FR15_ABOM14080820006,organized,OK,,0.5878,2.3455,0.22134469,0.54070419,0.21730621,0.42840630,0.56849575,0.42130214,0.57253420,0.53360003,data\crops_obb\organized\organized_FR15_ABOM14080820006_FR15_ABOM14080820006_S2_7de79bc91444355d.jpg,0.3085,2026-08-20T19:45:47+00:00
71185eac93dec780,FR15_ABOM14080820006,organized,OK,,0.9460,2.3416,0.57346511,0.58309513,0.21228632,0.58145672,0.21321926,0.46577224,0.57439804,0.46741062,data\crops_obb\organized\organized_FR15_ABOM14080820006_FR15_ABOM14080820006_S3_71185eac93dec780.jpg,0.2319,2026-08-20T19:45:47+00:00
