id,n_outlier_landmarks,heavy
175,1,False
176,1,False
177,1,False
178,1,False
179,1,False
180,0,False
181,0,False
182,0,False
183,0,False
184,0,False
185,0,False
186,0,False
187,0,False
188,0,False
189,0,False
190,0,False
191,0,False
192,0,False
193,0,False
194,0,False
195,3,False
196,1,False
197,0,False
198,1,False
199,1,False
200,1,False
201,2,False
202,2,False
203,2,False
204,2,False
205,0,False
206,0,False
207,0,False
208,0,False
209,0,False
210,0,False
211,0,False
212,0,False
213,0,False
214,0,False
215,0,False
216,0,False
217,0,False
218,0,False
219,0,False
220,0,False
221,0,False
222,0,False
223,0,False
224,0,False
225,0,False
226,0,False
227,0,False
229,0,False
230,0,False
231,0,False
232,0,False
233,0,False
234,0,False
235,0,False
236,0,False
237,0,False
238,0,False
239,0,False
240,0,False
241,0,False
243,0,False
244,0,False
245,0,False
246,0,False
247,0,False
248,0,False
249,0,False
250,0,False
251,0,False
252,0,False
253,0,False
254,0,False
255,0,False
256,0,False
257,0,False
258,0,False
259,0,False
260,0,False
261,0,False
262,0,False
263,0,False
264,0,False
265,0,False
266,0,False
267,0,False
268,0,False
269,0,False
270,0,False
271,0,False
272,0,False
273,0,False
274,0,False
275,0,False
276,0,False
277,0,False
278,0,False
279,0,False
280,0,False
281,0,False
282,0,False
283,0,False
284,0,False
285,0,False
286,0,False
287,0,False
288,0,False
289,0,False
290,0,False
291,0,False
292,1,False
293,0,False
294,1,False
295,0,False
297,0,False
298,0,False
299,0,False
300,0,False
301,0,False
302,0,False
303,0,False
304,0,False
305,0,False
306,0,False
307,0,False
308,0,False
309,0,False
310,0,False
311,0,False
312,0,False
313,0,False
314,0,False
315,0,False
316,0,False
317,0,False
318,0,False
319,0,False
320,0,False
321,0,False
322,0,False
323,0,False
324,0,False
325,0,False
326,0,False
327,0,False
328,0,False
329,0,False
330,0,False
331,0,False
332,0,False
333,0,False
334,0,False
335,0,False
336,0,False
337,0,False
338,17,True
339,0,False
340,0,False
341,0,False
342,0,False
343,0,False
344,0,False
345,0,False
346,0,False
347,0,False
348,0,False
349,0,False
350,0,False
351,0,False
352,0,False
353,0,False
354,0,False
355,0,False
356,0,False
357,0,False
358,0,False
359,0,False
360,0,False
361,0,False
362,0,False
363,0,False
364,0,False
365,0,False
366,0,False
367,0,False
368,0,False
369,0,False
370,0,False
371,0,False
372,0,False
373,0,False
374,0,False
375,0,False
376,0,False
377,0,False
378,0,False
379,0,False
380,0,False
381,0,False
382,0,False
383,0,False
384,0,False
385,0,False
386,0,False
387,0,False
388,0,False
389,0,False
390,0,False
391,0,False
392,0,False
393,0,False
394,0,False
395,0,False
396,0,False
397,0,False
398,0,False
399,0,False
400,0,False
401,0,False
402,0,False
403,0,False
404,0,False
405,0,False
406,0,False
407,0,False
408,0,False
409,0,False
410,0,False
411,0,False
412,0,False
413,0,False
414,0,False
415,0,False
416,0,False
417,0,False
418,0,False
419,0,False
420,0,False
421,0,False
422,0,False
423,0,False
424,0,False
425,0,False
426,0,False
427,0,False
428,0,False
429,0,False
430,0,False
431,0,False
432,0,False
433,0,False
434,0,False
435,0,False
436,0,False
437,0,False
438,0,False
439,0,False
440,0,False
441,0,False
442,0,False
443,0,False
444,0,False
445,0,False
446,0,False
447,0,False
448,0,False
449,0,False
450,0,False
451,0,False
452,0,False
453,0,False
454,0,False
455,0,False
456,0,False
457,0,False
458,0,False
459,0,False
460,0,False
461,0,False
462,0,False
463,0,False
464,0,False
465,0,False
466,0,False
467,0,False
468,0,False
469,0,False
470,0,False
471,0,False
472,0,False
473,0,False
474,0,False
475,0,False
476,0,False
477,0,False
478,0,False
479,0,False
480,0,False
481,0,False
482,0,False
483,0,False
484,0,False
485,0,False
486,0,False
487,0,False
488,0,False
489,0,False
490,0,False
491,0,False
492,0,False
493,0,False
494,0,False
495,0,False
496,0,False
497,0,False
498,0,False
499,0,False
500,0,False
501,0,False
502,0,False
503,0,False
504,0,False
505,0,False
506,0,False
507,0,False
508,0,False
509,0,False
510,0,False
511,0,False
512,0,False
513,0,False
514,0,False
515,0,False
516,0,False
517,0,False
518,0,False
519,0,False
520,0,False
521,0,False
522,0,False
523,0,False
524,0,False
525,0,False
526,0,False
527,0,False
528,0,False
529,0,False
530,0,False
531,0,False
532,0,False
533,0,False
534,0,False
535,0,False
536,0,False
537,0,False
538,0,False
539,0,False
540,0,False
541,0,False
542,0,False
543,0,False
544,0,False
545,0,False
546,0,False
547,0,False
548,0,False
549,0,False
550,0,False
551,0,False
552,0,False
553,0,False
554,0,False
555,0,False
556,0,False
557,0,False
558,0,False
559,1,False
560,1,False
561,1,False
562,0,False
563,0,False
564,0,False
565,0,False
566,0,False
567,0,False
568,0,False
569,0,False
570,0,False
571,0,False
572,0,False
573,0,False
574,0,False
575,0,False
576,0,False
577,0,False
578,0,False
579,0,False
580,0,False
581,0,False
582,0,False
583,0,False
584,0,False
585,0,False
586,0,False
587,0,False
588,0,False
589,0,False
590,0,False
591,0,False
592,0,False
593,0,False
594,0,False
595,0,False
596,0,False
597,0,False
598,0,False
599,0,False
600,0,False
601,0,False
602,0,False
603,0,False
604,0,False
605,0,False
606,0,False
607,0,False
608,0,False
609,0,False
610,0,False
611,0,False
612,0,False
613,0,False
614,0,False
615,0,False
616,0,False
617,0,False
618,0,False
619,0,False
620,0,False
621,0,False
622,0,False
623,0,False
624,0,False
625,0,False
626,0,False
627,0,False
628,0,False
629,0,False
630,0,False
631,0,False
632,0,False
633,0,False
634,0,False
635,0,False
636,0,False
637,0,False
638,0,False
639,0,False
640,0,False
641,0,False
642,0,False
643,0,False
644,0,False
645,0,False
646,0,False
647,0,False
648,0,False
649,0,False
650,0,False
651,0,False
652,0,False
653,0,False
654,0,False
655,0,False
656,0,False
657,0,False
658,0,False
659,0,False
660,0,False
661,0,False
662,0,False
663,0,False
664,0,False
665,0,False
666,0,False
667,0,False
668,0,False
669,0,False
670,0,False
671,0,False
672,1,False
673,0,False
674,1,False
675,0,False
676,0,False
677,0,False
678,0,False
679,0,False
680,0,False
681,0,False
682,0,False
683,0,False
684,0,False
685,0,False
686,0,False
687,0,False
688,0,False
689,0,False
690,0,False
691,0,False
692,0,False
693,0,False
694,0,False
695,0,False
696,0,False
697,0,False
698,0,False
699,0,False
700,0,False
701,0,False
702,0,False
703,0,False
704,0,False
705,0,False
706,0,False
707,0,False
708,0,False
709,0,False
710,0,False
711,0,False
712,0,False
713,0,False
714,0,False
715,0,False
716,0,False
717,0,False
718,0,False
719,0,False
720,0,False
721,0,False
722,0,False
723,0,False
724,0,False
725,0,False
726,0,False
727,0,False
728,0,False
729,0,False
730,0,False
731,0,False
732,0,False
733,0,False
734,0,False
735,0,False
736,0,False
737,0,False
738,0,False
739,0,False
740,0,False
741,0,False
742,0,False
743,0,False
744,0,False
745,0,False
746,0,False
747,0,False
748,0,False
749,0,False
750,0,False
751,0,False
752,0,False
753,0,False
754,0,False
755,0,False
756,0,False
757,0,False
758,0,False
759,0,False
760,0,False
761,0,False
762,0,False
763,0,False
764,0,False
765,0,False
766,0,False
767,0,False
768,0,False
769,0,False
770,0,False
771,0,False
772,0,False
773,0,False
774,0,False
775,0,False
776,0,False
777,0,False
778,0,False
779,0,False
780,0,False
781,0,False
782,0,False
783,0,False
784,0,False
785,0,False
786,0,False
787,0,False
788,0,False
789,0,False
790,0,False
791,0,False
792,0,False
793,0,False
794,0,False
795,0,False
796,0,False
797,0,False
798,0,False
799,0,False
800,0,False
801,0,False
802,0,False
803,0,False
804,0,False
805,0,False
806,0,False
807,0,False
808,0,False
809,0,False
810,0,False
811,0,False
812,0,False
813,0,False
814,0,False
815,0,False
816,0,False
817,0,False
818,0,False
819,0,False
820,0,False
821,0,False
822,0,False
823,0,False
824,0,False
825,0,False
826,0,False
827,0,False
828,0,False
829,0,False
830,0,False
831,0,False
832,0,False
833,0,False
834,0,False
835,0,False
836,0,False
837,0,False
838,0,False
839,0,False
840,0,False
841,0,False
844,0,False
845,0,False
846,0,False
847,0,False
848,0,False
849,0,False
850,0,False
851,0,False
852,0,False
853,0,False
854,0,False
855,0,False
856,0,False
857,0,False
858,0,False
859,0,False
860,0,False
861,0,False
862,0,False
863,0,False
864,0,False
865,0,False
866,0,False
867,0,False
868,0,False
869,0,False
870,0,False
871,0,False
872,0,False
874,0,False
875,0,False
876,0,False
877,0,False
878,0,False
879,0,False
880,0,False
881,0,False
883,0,False
884,0,False
885,0,False
886,0,False
887,0,False
888,0,False
889,0,False
890,0,False
891,0,False
892,0,False
893,0,False
894,0,False
895,0,False
896,0,False
897,0,False
898,0,False
899,0,False
900,0,False
901,0,False
902,0,False
903,0,False
904,0,False
905,0,False
906,0,False
907,0,False
908,0,False
909,0,False
910,0,False
911,0,False
912,0,False
913,0,False
914,0,False
915,0,False
916,0,False
917,0,False
918,0,False
919,0,False
920,0,False
921,0,False
922,0,False
923,0,False
924,0,False
925,0,False
926,0,False
927,0,False
928,0,False
929,0,False
930,0,False
931,0,False
932,0,False
933,0,False
934,0,False
935,0,False
936,0,False
937,0,False
938,0,False
939,0,False
940,0,False
941,0,False
942,0,False
943,0,False
944,0,False
945,0,False
946,0,False
947,0,False
948,0,False
949,0,False
950,0,False
951,0,False
952,0,False
953,0,False
954,0,False
955,0,False
956,0,False
957,0,False
958,18,True
959,8,False
962,17,True
963,18,True
965,6,False
967,0,False
968,0,False
969,0,False
970,0,False
971,0,False
972,0,False
973,0,False
974,0,False
975,1,False
976,0,False
977,0,False
978,0,False
979,0,False
980,0,False
981,0,False
982,0,False
983,0,False
984,0,False
985,0,False
986,0,False
987,0,False
988,0,False
989,0,False
990,0,False
991,0,False
992,0,False
993,0,False
994,0,False
995,0,False
996,0,False
997,7,False
998,0,False
999,0,False
1000,0,False
1001,0,False
1002,0,False
1003,0,False
1004,0,False
1005,0,False
1006,0,False
1007,0,False
1008,0,False
1010,0,False
1011,0,False
1012,0,False
1013,0,False
1014,0,False
1015,0,False
1016,0,False
1017,0,False
1018,0,False
1019,0,False
1020,0,False
1021,0,False
1022,0,False
1023,0,False
1024,0,False
1025,0,False
1026,0,False
1027,0,False
1028,0,False
1029,0,False
1030,0,False
1032,0,False
1033,0,False
1034,0,False
1035,0,False
1036,0,False
1037,0,False
1038,0,False
1039,0,False
1040,0,False
1041,0,False
1042,0,False
1043,0,False
1044,0,False
1045,0,False
1046,0,False
1047,0,False
1048,0,False
1049,0,False
1050,0,False
1051,0,False
1052,0,False
1053,0,False
1054,0,False
1055,0,False
1056,0,False
1057,0,False
1058,0,False
1059,0,False
1060,0,False
1061,0,False
1062,0,False
1063,0,False
1064,0,False
1065,0,False
1066,0,False
1067,0,False
1068,0,False
1069,0,False
1070,0,False
1071,0,False
1072,0,False
1073,0,False
1074,0,False
1075,0,False
1076,0,False
1077,0,False
1078,0,False
1079,0,False
1080,0,False
1081,0,False
1082,0,False
1083,0,False
1084,0,False
1085,0,False
1086,0,False
1087,0,False
1088,0,False
1089,0,False
1090,0,False
1091,0,False
1092,0,False
1093,0,False
1094,0,False
1095,0,False
1096,0,False
1097,0,False
1098,0,False
1099,0,False
1100,0,False
1101,0,False
1102,0,False
1103,0,False
1104,0,False
1105,0,False
1106,0,False
1107,0,False
1108,0,False
1109,0,False
1110,0,False
1111,0,False
1112,0,False
1113,0,False
1114,0,False
1115,0,False
1116,0,False
1117,0,False
1118,0,False
1119,0,False
1120,0,False
1121,0,False
1122,0,False
1123,0,False
1124,0,False
1125,0,False
1126,0,False
1127,0,False
1128,0,False
1129,0,False
1130,0,False
1131,0,False
1132,0,False
1133,0,False
1134,0,False
1135,0,False
1136,0,False
1137,0,False
1138,0,False
1139,0,False
1140,0,False
1141,0,False
1142,0,False
1143,0,False
1144,0,False
1145,0,False
1146,0,False
1147,0,False
1148,0,False
1149,0,False
1150,0,False
1151,0,False
1152,0,False
1153,0,False
1154,0,False
1155,0,False
1156,0,False
1157,0,False
1158,0,False
1159,0,False
1160,0,False
1161,0,False
1162,0,False
1163,0,False
1164,0,False
1165,0,False
1166,0,False
1167,0,False
1168,0,False
1169,0,False
1170,0,False
1171,0,False
1172,0,False
1173,0,False
1174,0,False
1175,0,False
1176,0,False
1177,0,False
1178,0,False
1179,0,False
1180,0,False
1181,0,False
1182,0,False
1183,0,False
1184,0,False
1185,0,False
1186,0,False
1187,0,False
1188,0,False
1189,0,False
1190,0,False
1191,0,False
1192,0,False
1193,0,False
1194,0,False
1195,0,False
1196,0,False
1197,0,False
1198,0,False
1199,0,False
1200,0,False
1201,0,False
1202,0,False
1203,0,False
1204,0,False
1205,0,False
1206,0,False
1207,0,False
1208,0,False
1209,0,False
1210,0,False
1211,0,False
1212,0,False
1213,0,False
1214,0,False
1215,0,False
1216,0,False
1217,0,False
1218,0,False
1219,0,False
1220,0,False
1221,0,False
1222,0,False
1223,0,False
1224,0,False
1225,0,False
1226,0,False
1227,0,False
1228,0,False
1229,0,False
1230,0,False
1231,0,False
1232,0,False
1233,0,False
1234,0,False
1235,0,False
1236,0,False
1237,0,False
1238,0,False
1239,0,False
1240,0,False
1241,0,False
1242,0,False
1243,0,False
1244,0,False
1245,0,False
1246,0,False
1247,0,False
1248,0,False
1249,0,False
1250,0,False
1251,0,False
1252,0,False
1253,0,False
1254,0,False
1255,0,False
1256,0,False
1257,0,False
1258,0,False
1259,0,False
1260,0,False
1261,0,False
1262,0,False
1263,0,False
1264,0,False
1265,0,False
1266,0,False
1267,0,False
1268,0,False
1269,0,False
1270,0,False
1271,0,False
1272,0,False
1273,0,False
1274,0,False
1275,0,False
1276,0,False
1277,0,False
1278,0,False
1280,0,False
1281,0,False
1282,0,False
1283,0,False
1284,0,False
1285,0,False
1286,0,False
1287,0,False
1288,0,False
1289,0,False
1290,0,False
1291,0,False
1292,0,False
1293,0,False
1294,0,False
1295,0,False
1296,0,False
1297,0,False
1298,0,False
1299,0,False
1300,0,False
1301,0,False
1302,0,False
1303,0,False
1304,0,False
1305,0,False
1306,0,False
1307,0,False
1308,0,False
1309,0,False
1310,0,False
1311,0,False
1312,0,False
1313,0,False
1314,0,False
1315,0,False
1316,0,False
1317,0,False
1318,0,False
1319,0,False
1320,0,False
1321,0,False
1322,0,False
1323,0,False
1324,0,False
1325,0,False
1326,0,False
1327,0,False
1328,0,False
1329,0,False
1330,0,False
1331,0,False
1332,0,False
1333,0,False
1334,0,False
1335,0,False
1336,0,False
1337,0,False
1338,0,False
1339,0,False
1340,0,False
1341,0,False
1342,0,False
1343,0,False
1344,0,False
1345,0,False
1346,0,False
1347,0,False
1348,0,False
1349,0,False
1350,0,False
1351,0,False
1352,0,False
1353,0,False
1354,0,False
1355,0,False
1356,0,False
1357,0,False
1358,0,False
1359,0,False
1360,0,False
1361,0,False
1362,0,False
1363,0,False
1364,0,False
1365,0,False
1366,0,False
1367,0,False
1368,0,False
1369,0,False
1370,0,False
1371,0,False
1372,0,False
1373,0,False
1374,0,False
1375,0,False
1376,0,False
1377,0,False
1378,0,False
1379,0,False
1380,0,False
1381,0,False
1382,0,False
1383,0,False
1384,0,False
1385,0,False
1386,0,False
1387,0,False
1388,0,False
1389,0,False
1390,0,False
1391,0,False
1392,0,False
1393,18,True
1394,18,True
1395,18,True
1396,18,True
1397,0,False
1398,0,False
1399,0,False
1400,0,False
1401,0,False
1402,0,False
1403,0,False
1404,0,False
1405,0,False
1406,0,False
1407,0,False
1408,0,False
1409,0,False
1410,0,False
1411,0,False
1412,0,False
1413,0,False
1414,0,False
1415,0,False
1416,0,False
1417,0,False
1418,0,False
1419,0,False
1420,0,False
1421,0,False
1422,0,False
1423,0,False
1424,0,False
1425,0,False
1426,0,False
1427,0,False
1428,0,False
1429,0,False
1430,0,False
1431,0,False
1432,0,False
1433,0,False
1434,0,False
1435,0,False
1436,0,False
1437,1,False
1438,1,False
1439,1,False
1440,1,False
1441,1,False
1442,0,False
1443,0,False
1444,0,False
1445,0,False
1446,0,False
1447,0,False
1448,0,False
1449,0,False
1450,0,False
1451,0,False
1452,0,False
1453,0,False
1454,0,False
1455,0,False
1456,0,False
1457,0,False
1458,0,False
1459,0,False
1460,0,False
1461,0,False
1462,0,False
1463,0,False
1464,0,False
1465,0,False
1466,0,False
1467,0,False
1468,0,False
1469,0,False
1470,0,False
1471,0,False
1472,0,False
1473,0,False
1474,0,False
1475,0,False
1476,0,False
1477,0,False
1478,0,False
1479,0,False
1480,0,False
1481,0,False
1482,1,False
1483,0,False
1484,0,False
1485,0,False
1486,0,False
1487,0,False
1488,0,False
1489,1,False
1490,0,False
1491,1,False
1492,0,False
1493,0,False
1494,0,False
1495,0,False
1496,0,False
1497,0,False
1498,0,False
1499,0,False
1500,0,False
1501,0,False
1502,12,True
1504,0,False
1505,0,False
1506,0,False
1507,0,False
1508,0,False
1509,0,False
1510,0,False
1511,0,False
1512,0,False
1513,0,False
1514,0,False
1515,0,False
1516,0,False
1517,0,False
1518,0,False
1519,0,False
1520,0,False
1521,0,False
1522,0,False
1523,0,False
1524,0,False
1525,0,False
1526,0,False
1527,0,False
1528,0,False
1529,0,False
1530,0,False
1531,0,False
1532,0,False
1533,0,False
1534,0,False
1535,0,False
1536,0,False
1537,0,False
1538,0,False
1539,0,False
1540,0,False
1541,0,False
1542,0,False
1543,0,False
1544,0,False
1545,0,False
1546,0,False
1547,0,False
1548,0,False
1549,0,False
1550,0,False
1551,0,False
1552,0,False
1553,0,False
1554,0,False
1555,0,False
1556,0,False
1557,0,False
1558,0,False
1559,0,False
1560,0,False
1561,0,False
1564,18,True
1567,0,False
1568,0,False
1569,0,False
1570,0,False
1571,0,False
1572,0,False
1573,0,False
1574,0,False
1575,0,False
1576,0,False
1577,0,False
1578,0,False
1579,0,False
1580,1,False
1581,0,False
1582,0,False
1583,0,False
1584,0,False
1585,0,False
1586,0,False
1587,0,False
1588,0,False
1589,0,False
1590,0,False
1591,0,False
1592,0,False
1593,0,False
1594,0,False
1595,0,False
1596,0,False
1597,0,False
1598,0,False
1599,0,False
1600,0,False
1601,0,False
1602,0,False
1603,0,False
1604,0,False
1605,0,False
1606,0,False
1607,0,False
1608,0,False
1609,0,False
1610,0,False
1611,1,False
1612,0,False
1613,0,False
1614,1,False
1615,1,False
1616,0,False
1617,0,False
1618,1,False
1619,0,False
1620,0,False
1621,0,False
1622,0,False
1623,0,False
1624,0,False
1625,0,False
1626,0,False
1627,14,True
1628,0,False
1629,0,False
1630,1,False
1631,0,False
1632,0,False
1633,0,False
1634,0,False
1635,0,False
1636,0,False
1637,0,False
1638,0,False
1639,0,False
1640,0,False
1641,2,False
1642,1,False
1643,1,False
1644,1,False
1645,1,False
1646,2,False
1647,0,False
1648,0,False
1649,0,False
1650,0,False
1651,0,False
1652,0,False
1653,1,False
1654,1,False
1655,1,False
1656,1,False
1657,1,False
1658,1,False
1659,1,False
1660,1,False
1661,1,False
1662,0,False
1663,0,False
1664,1,False
1665,2,False
1666,1,False
1667,1,False
1668,1,False
1669,1,False
1670,1,False
1671,0,False
1672,0,False
1673,0,False
1674,0,False
1675,0,False
1676,0,False
1677,0,False
1678,0,False
1679,18,True
1680,0,False
1681,0,False
1682,0,False
1683,2,False
1684,1,False
1685,1,False
1686,0,False
1687,0,False
1688,1,False
1689,0,False
1690,0,False
1691,0,False
1692,0,False
1693,0,False
1694,0,False
1695,0,False
1696,1,False
1697,0,False
1698,0,False
1699,1,False
1700,1,False
1701,3,False
1702,2,False
1703,3,False
1704,2,False
1705,3,False
1706,2,False
1707,1,False
1708,3,False
1709,1,False
1710,2,False
1711,2,False
1712,17,True
1713,1,False
1714,15,True
1715,1,False
1716,1,False
1717,1,False
1718,1,False
1720,1,False
1721,2,False
1722,1,False
1723,3,False
1724,3,False
1725,3,False
1726,2,False
1727,14,True
1728,1,False
1730,17,True
1738,16,True
1739,17,True
1740,16,True
1743,16,True
1747,16,True
1748,17,True
1749,0,False
1750,0,False
1751,0,False
1752,15,True
1753,0,False
1754,18,True
1757,0,False
1758,10,True
1759,16,True
1760,18,True
1761,17,True
1762,1,False
1763,13,True
1764,5,False
1765,0,False
1766,1,False
1767,12,True
1768,0,False
1769,17,True
1770,0,False
1771,11,True
1772,1,False
1773,1,False
1774,2,False
1775,2,False
1776,18,True
1778,4,False
1779,18,True
1780,14,True
1781,18,True
1782,18,True
1783,12,True
1784,16,True
1789,17,True
1790,17,True
1792,18,True
1794,0,False
1795,0,False
1796,1,False
1797,0,False
1798,0,False
1799,2,False
1800,16,True
1801,11,True
1802,17,True
1803,13,True
1804,0,False
1805,16,True
1806,3,False
1807,1,False
1808,0,False
1809,10,True
1810,1,False
1811,13,True
1812,11,True
1813,11,True
1814,0,False
1815,0,False
1816,11,True
1817,0,False
1818,0,False
1819,0,False
1820,0,False
1821,0,False
1822,0,False
1823,0,False
1824,0,False
1825,0,False
1826,0,False
1827,0,False
1828,0,False
1829,0,False
1830,0,False
1831,0,False
1832,0,False
1833,0,False
1834,0,False
1835,0,False
1836,0,False
1837,0,False
1838,0,False
1839,0,False
1840,0,False
1841,0,False
1842,0,False
1843,0,False
1844,0,False
1845,0,False
1846,0,False
1847,0,False
1848,0,False
1849,0,False
1850,0,False
1851,0,False
1852,0,False
1853,0,False
1854,0,False
1855,0,False
1856,0,False
1857,0,False
1858,0,False
1859,0,False
1860,0,False
1861,0,False
1862,0,False
1863,13,True
1864,0,False
1865,0,False
1866,0,False
1867,0,False
1868,0,False
1869,0,False
1870,0,False
1871,0,False
1872,0,False
1873,0,False
1874,0,False
1875,0,False
1876,0,False
1877,0,False
1878,0,False
1879,0,False
1880,0,False
1881,0,False
1882,0,False
1883,0,False
1884,0,False
1885,0,False
1886,0,False
1887,0,False
1888,0,False
1889,0,False
1890,0,False
1891,0,False
1892,0,False
1893,0,False
1894,1,False
1895,1,False
1896,2,False
1897,0,False
1898,0,False
1899,0,False
1900,0,False
1901,0,False
1902,0,False
1903,0,False
1904,0,False
1905,0,False
1906,0,False
1907,0,False
1908,0,False
1909,0,False
1910,0,False
1911,0,False
1912,0,False
1913,0,False
1914,0,False
1915,0,False
1916,0,False
1917,0,False
1918,0,False
1919,0,False
1920,0,False
1921,0,False
1922,0,False
1923,0,False
1924,0,False
1925,0,False
1926,0,False
1927,0,False
1928,0,False
1929,0,False
1930,0,False
1931,0,False
1932,0,False
1933,0,False
1934,0,False
1935,0,False
1936,0,False
1938,0,False
1939,0,False
1940,0,False
1941,0,False
1942,0,False
1943,0,False
1944,0,False
1945,0,False
1946,0,False
1947,0,False
1948,0,False
1949,0,False
1950,0,False
1951,0,False
1952,0,False
1953,0,False
1954,0,False
1955,0,False
1956,0,False
1957,0,False
1958,0,False
1959,0,False
1960,0,False
1961,0,False
1962,0,False
1963,0,False
1964,0,False
1965,0,False
1966,0,False
1967,0,False
1968,0,False
1969,0,False
1970,0,False
1971,0,False
1972,0,False
1973,0,False
1974,0,False
1975,0,False
1976,0,False
1977,0,False
1978,0,False
1979,0,False
1980,0,False
1981,0,False
1982,0,False
1983,0,False
1984,0,False
1985,0,False
1986,0,False
1987,0,False
1988,0,False
1989,0,False
1990,0,False
1991,0,False
1992,0,False
1993,0,False
1994,0,False
1995,0,False
1996,0,False
1997,0,False
1998,0,False
1999,0,False
2000,0,False
2001,0,False
2002,0,False
2003,0,False
2004,0,False
2005,0,False
2006,0,False
2007,0,False
2008,0,False
2009,0,False
2010,0,False
2011,0,False
2012,0,False
2013,0,False
2014,0,False
2015,0,False
2016,0,False
2017,0,False
2018,0,False
2019,0,False
2020,0,False
2021,0,False
2022,0,False
2023,0,False
2024,0,False
2025,0,False
2026,0,False
2027,0,False
2028,0,False
2029,0,False
2030,0,False
2031,0,False
2032,0,False
2033,0,False
2034,0,False
2035,0,False
2036,0,False
2037,0,False
2038,0,False
2039,0,False
2040,0,False
2041,0,False
2042,0,False
2043,0,False
2044,0,False
2045,0,False
2046,0,False
2047,0,False
2048,0,False
2049,0,False
2050,0,False
2051,0,False
2052,0,False
2053,0,False
2054,0,False
2055,0,False
2056,0,False
2057,0,False
2058,0,False
2059,0,False
2060,0,False
2061,0,False
2062,0,False
2063,0,False
2064,0,False
2065,0,False
2066,0,False
2067,0,False
2068,0,False
2069,0,False
2070,0,False
2071,0,False
2072,0,False
2073,0,False
2074,0,False
2075,0,False
2076,0,False
2077,0,False
2078,0,False
2079,0,False
2080,0,False
2081,0,False
2082,0,False
2083,0,False
2084,0,False
2085,0,False
2086,0,False
2087,0,False
2088,0,False
2089,0,False
2090,0,False
2091,0,False
2092,0,False
2093,0,False
2094,0,False
2095,0,False
2096,0,False
2097,0,False
2098,0,False
2099,0,False
2100,0,False
2101,0,False
2102,0,False
2103,0,False
2104,0,False
2105,0,False
2106,0,False
2107,0,False
2108,0,False
2109,0,False
2110,0,False
2111,0,False
2112,0,False
2113,0,False
2114,0,False
2115,0,False
2116,0,False
2117,0,False
2118,0,False
2119,0,False
2120,0,False
2121,0,False
2122,0,False
2123,0,False
2124,0,False
2125,0,False
2126,0,False
2127,0,False
2128,0,False
2129,0,False
2130,0,False
2131,0,False
2132,0,False
2133,0,False
2134,0,False
2135,0,False
2136,0,False
2137,0,False
2138,0,False
2139,0,False
2140,0,False
2141,0,False
2142,0,False
2143,0,False
2144,0,False
2145,0,False
2146,0,False
2147,0,False
2148,0,False
2149,0,False
2150,0,False
2151,0,False
2152,0,False
2153,0,False
2154,0,False
2155,0,False
2156,0,False
2157,0,False
2158,0,False
2159,0,False
2160,0,False
2161,0,False
2162,0,False
2163,0,False
2164,0,False
2165,0,False
2166,0,False
2167,0,False
2168,0,False
2169,0,False
2170,0,False
2171,0,False
2172,0,False
2173,0,False
2174,0,False
2175,0,False
2176,0,False
2177,0,False
2178,0,False
2179,0,False
2180,0,False
2181,0,False
