image_id,specimen_id,dataset,detection_status,normalization_status,error_reason,confidence,selection_score,n_detections,aspect_ratio,x1,y1,x2,y2,x3,y3,x4,y4,output_path,processing_time_s,processed_at
303af0e2f7cbcfe6,FR15ABOM210821137,organized,OK,OK,,0.9399,,1,2.3566,0.65070212,0.59119749,0.65584975,0.42538995,0.36279601,0.40921563,0.35764837,0.57502317,data\crops\light\organized\organized_FR15ABOM210821137_P1_303af0e2f7cbcfe6.jpg,0.2949,2026-08-21T12:12:02+00:00
5fee0d0f0b51942e,FR15ABOM210821137,organized,OK,OK,,0.9252,,1,2.4479,0.64539796,0.59178334,0.64901185,0.43138427,0.35452697,0.41958869,0.35091305,0.57998776,data\crops\light\organized\organized_FR15ABOM210821137_P2_5fee0d0f0b51942e.jpg,0.2920,2026-08-21T12:12:02+00:00
d820dd849dfa6a31,FR15ABOM210821137,organized,OK,OK,,0.9559,,1,2.3407,0.60719407,0.52173841,0.61009067,0.40618557,0.24946098,0.40110058,0.24656439,0.51665342,data\crops\light\organized\organized_FR15ABOM210821137_S1_d820dd849dfa6a31.jpg,0.1993,2026-08-21T12:12:02+00:00
e7d6997e4d7df086,FR15ABOM210821137,organized,OK,OK,,0.9475,,1,2.3973,0.62932473,0.52836090,0.63289863,0.41323003,0.26489297,0.40680420,0.26131904,0.52193511,data\crops\light\organized\organized_FR15ABOM210821137_S2_e7d6997e4d7df086.jpg,0.2056,2026-08-21T12:12:02+00:00
3d1dc6a9224ba360,FR15ABOM210821137,organized,OK,OK,,0.9539,,1,2.3958,0.56951368,0.50878733,0.57398319,0.39395982,0.20717975,0.38592875,0.20271018,0.50075620,data\crops\light\organized\organized_FR15ABOM210821137_S3_3d1dc6a9224ba360.jpg,0.2101,2026-08-21T12:12:02+00:00
92c3ebabbe6eb62e,FR15ABOM210821139,organized,OK,OK,,0.9190,,1,2.4109,0.65717214,0.56110758,0.65563273,0.40477178,0.37295333,0.40972030,0.37449273,0.56605607,data\crops\light\organized\organized_FR15ABOM210821139_P1_92c3ebabbe6eb62e.jpg,0.2677,2026-08-21T12:12:03+00:00
cc268e948186c45a,FR15ABOM210821139,organized,OK,OK,,0.9387,,1,2.4237,0.64826632,0.55734640,0.65194416,0.40192631,0.36942616,0.39004105,0.36574832,0.54546112,data\crops\light\organized\organized_FR15ABOM210821139_P2_cc268e948186c45a.jpg,0.2984,2026-08-21T12:12:03+00:00
bcf4d5841967ddcd,FR15ABOM210821139,organized,OK,OK,,0.8623,,1,2.3568,0.62130767,0.49663901,0.61995435,0.39291880,0.29402572,0.39531097,0.29537907,0.49903119,data\crops\light\organized\organized_FR15ABOM210821139_S1_bcf4d5841967ddcd.jpg,0.2030,2026-08-21T12:12:03+00:00
3b9b4b55a1fad9b1,FR15ABOM210821139,organized,OK,OK,,0.6047,,1,2.4024,0.65150625,0.50829977,0.64867109,0.40738481,0.32541832,0.41249323,0.32825348,0.51340818,data\crops\light\organized\organized_FR15ABOM210821139_S2_3b9b4b55a1fad9b1.jpg,0.2012,2026-08-21T12:12:03+00:00
d59ab6fb2a645417,FR15ABOM210821139,organized,OK,OK,,0.9444,,1,2.3816,0.59476703,0.52996796,0.59627944,0.42266366,0.25553691,0.41996226,0.25402451,0.52726656,data\crops\light\organized\organized_FR15ABOM210821139_S3_d59ab6fb2a645417.jpg,0.2014,2026-08-21T12:12:04+00:00
b2513a410f9c7db4,FR15ABOM210821165,organized,OK,OK,,0.9765,,1,2.3310,0.65827614,0.58621711,0.65975106,0.41976041,0.36874714,0.41517648,0.36727229,0.58163321,data\crops\light\organized\organized_FR15ABOM210821165_P1_b2513a410f9c7db4.jpg,0.2608,2026-08-21T12:12:04+00:00
09a0ba84119c668e,FR15ABOM210821165,organized,OK,OK,,0.9821,,1,2.3002,0.66012365,0.57890397,0.65859270,0.41086221,0.36869499,0.41555750,0.37022594,0.58359927,data\crops\light\organized\organized_FR15ABOM210821165_P2_09a0ba84119c668e.jpg,0.2633,2026-08-21T12:12:04+00:00
16a5e607bbb091de,FR15ABOM210821165,organized,OK,OK,,0.9011,,1,2.2822,0.64501745,0.56235105,0.64599770,0.44509456,0.28919062,0.44341657,0.28821030,0.56067306,data\crops\light\organized\organized_FR15ABOM210821165_S1_16a5e607bbb091de.jpg,0.1971,2026-08-21T12:12:04+00:00
4e699793fe35d096,FR15ABOM210821165,organized,OK,OK,,0.9653,,1,2.3066,0.61820501,0.55535120,0.61497104,0.44099826,0.26328662,0.44659272,0.26652056,0.56094569,data\crops\light\organized\organized_FR15ABOM210821165_S2_4e699793fe35d096.jpg,0.2052,2026-08-21T12:12:05+00:00
bc9989011864927c,FR15ABOM210821165,organized,OK,OK,,0.9608,,1,2.3156,0.61633456,0.56071603,0.61405176,0.44826362,0.26686448,0.45222819,0.26914731,0.56468064,data\crops\light\organized\organized_FR15ABOM210821165_S3_bc9989011864927c.jpg,0.1990,2026-08-21T12:12:05+00:00
917e0938a6c8c870,FR15ABOM210821171,organized,OK,OK,,0.9235,,1,2.3038,0.66511339,0.58512735,0.67141455,0.42228100,0.39004520,0.40292582,0.38374400,0.56577224,data\crops\light\organized\organized_FR15ABOM210821171_P1_917e0938a6c8c870.jpg,0.3335,2026-08-21T12:12:05+00:00
221c491db00448f5,FR15ABOM210821171,organized,OK,OK,,0.9770,,1,2.2939,0.65255606,0.58668369,0.66006160,0.42221659,0.37711278,0.39926109,0.36960724,0.56372821,data\crops\light\organized\organized_FR15ABOM210821171_P2_221c491db00448f5.jpg,0.3905,2026-08-21T12:12:05+00:00
7c0bebb486c52ad1,FR15ABOM210821171,organized,OK,OK,,0.9139,,1,2.2959,0.58334160,0.55387855,0.58319396,0.44180068,0.24009545,0.44205499,0.24024311,0.55413288,data\crops\light\organized\organized_FR15ABOM210821171_S1_7c0bebb486c52ad1.jpg,0.2523,2026-08-21T12:12:06+00:00
d9f6d6fc75935966,FR15ABOM210821171,organized,OK,OK,,0.9440,,1,2.3369,0.58031207,0.56288803,0.58314478,0.45231646,0.23861127,0.44735149,0.23577854,0.55792302,data\crops\light\organized\organized_FR15ABOM210821171_S2_d9f6d6fc75935966.jpg,0.2406,2026-08-21T12:12:06+00:00
dd47f932e32ab106,FR15ABOM210821171,organized,OK,OK,,0.9525,,1,2.3061,0.56154013,0.56505483,0.56425905,0.45602185,0.22900891,0.45131937,0.22629002,0.56035233,data\crops\light\organized\organized_FR15ABOM210821171_S3_dd47f932e32ab106.jpg,0.2398,2026-08-21T12:12:06+00:00
db44fa7f8f049b92,FR15ABOM210821210,organized,OK,OK,,0.1858,,1,2.3136,0.67069679,0.58660662,0.67819679,0.42096967,0.39078525,0.39783379,0.38328525,0.56347078,data\crops\light\organized\organized_FR15ABOM210821210_P1_db44fa7f8f049b92.jpg,0.3747,2026-08-21T12:12:07+00:00
1219fa3bdb3b1bbc,FR15ABOM210821210,organized,OK,OK,,0.9718,,1,2.3275,0.66222757,0.59314513,0.66649389,0.42981178,0.38137650,0.41657192,0.37711018,0.57990527,data\crops\light\organized\organized_FR15ABOM210821210_P2_1219fa3bdb3b1bbc.jpg,0.3265,2026-08-21T12:12:07+00:00
12aed0790f7e23c7,FR15ABOM210821210,organized,OK,OK,,0.9452,,1,2.2930,0.61001992,0.51626045,0.61110103,0.40160462,0.26056352,0.39974549,0.25948244,0.51440126,data\crops\light\organized\organized_FR15ABOM210821210_S1_12aed0790f7e23c7.jpg,0.2537,2026-08-21T12:12:07+00:00
f2ec99c4f7a39258,FR15ABOM210821210,organized,OK,OK,,0.9638,,1,2.3107,0.60123140,0.55967921,0.60496503,0.44683063,0.25728574,0.44036019,0.25355214,0.55320871,data\crops\light\organized\organized_FR15ABOM210821210_S2_f2ec99c4f7a39258.jpg,0.3733,2026-08-21T12:12:08+00:00
c30088cac32e6477,FR15ABOM210821210,organized,OK,OK,,0.8854,,1,2.2908,0.55545467,0.57643664,0.55663896,0.47066551,0.23357397,0.46863091,0.23238972,0.57440203,data\crops\light\organized\organized_FR15ABOM210821210_S3_c30088cac32e6477.jpg,0.2234,2026-08-21T12:12:08+00:00
9962ad4fbcb7cfa2,FR15ABOM210821212,organized,OK,OK,,0.9389,,1,2.4799,0.63396788,0.56829089,0.63384813,0.40578097,0.33159134,0.40617701,0.33171108,0.56868696,data\crops\light\organized\organized_FR15ABOM210821212_P1_9962ad4fbcb7cfa2.jpg,0.2889,2026-08-21T12:12:08+00:00
0735214df99a29b6,FR15ABOM210821212,organized,OK,OK,,0.7093,,1,2.5056,0.64967871,0.56613302,0.64986426,0.40207666,0.34157559,0.40145680,0.34139004,0.56551313,data\crops\light\organized\organized_FR15ABOM210821212_P2_0735214df99a29b6.jpg,0.2769,2026-08-21T12:12:08+00:00
0d43d3afed072623,FR15ABOM210821212,organized,OK,OK,,0.9095,,1,2.5189,0.59798902,0.52053273,0.59930962,0.40267420,0.20348473,0.40017921,0.20216404,0.51803768,data\crops\light\organized\organized_FR15ABOM210821212_S1_0d43d3afed072623.jpg,0.2281,2026-08-21T12:12:09+00:00
5246006b21152322,FR15ABOM210821212,organized,OK,OK,,0.9498,,1,2.5435,0.58083838,0.56306171,0.58348453,0.44713321,0.19033052,0.44208539,0.18768442,0.55801392,data\crops\light\organized\organized_FR15ABOM210821212_S2_5246006b21152322.jpg,0.2456,2026-08-21T12:12:09+00:00
6c793a316c45df8e,FR15ABOM210821212,organized,OK,OK,,0.7512,,2,2.5577,0.56764287,0.56495237,0.57308370,0.45262602,0.19001889,0.44218889,0.18457805,0.55451524,data\crops\light\organized\organized_FR15ABOM210821212_S3_6c793a316c45df8e.jpg,0.2420,2026-08-21T12:12:09+00:00
063854e0961efca8,FR15ABOM220821043,organized,OK,OK,,0.9506,,1,2.4488,0.65781188,0.59655041,0.66503441,0.42979804,0.35878009,0.40621617,0.35155755,0.57296854,data\crops\light\organized\organized_FR15ABOM220821043_P1_063854e0961efca8.jpg,0.3453,2026-08-21T12:12:09+00:00
4a83ba3464b2c498,FR15ABOM220821043,organized,OK,OK,,0.9625,,1,2.5253,0.67174220,0.59785670,0.67607707,0.43534508,0.36827829,0.42074886,0.36394340,0.58326048,data\crops\light\organized\organized_FR15ABOM220821043_P2_4a83ba3464b2c498.jpg,0.4426,2026-08-21T12:12:10+00:00
47b86baf651bbfd9,FR15ABOM220821043,organized,OK,OK,,0.9366,,1,2.4355,0.65979397,0.60547471,0.65722150,0.49376026,0.29445037,0.49845922,0.29702288,0.61017364,data\crops\light\organized\organized_FR15ABOM220821043_S1_47b86baf651bbfd9.jpg,0.2351,2026-08-21T12:12:10+00:00
51648e2b0da57f93,FR15ABOM220821043,organized,OK,OK,,0.8810,,2,2.4616,0.61710525,0.56913149,0.61563265,0.46121946,0.26144683,0.46393830,0.26291949,0.57185036,data\crops\light\organized\organized_FR15ABOM220821043_S2_51648e2b0da57f93.jpg,0.2238,2026-08-21T12:12:10+00:00
7cc2c4a25e17be0a,FR15ABOM220821043,organized,OK,OK,,0.9245,,1,2.4549,0.61840737,0.59662473,0.62169921,0.49326423,0.28338096,0.48720333,0.28008908,0.59056383,data\crops\light\organized\organized_FR15ABOM220821043_S3_7cc2c4a25e17be0a.jpg,0.2414,2026-08-21T12:12:11+00:00
bb4ba89b3b3b17f6,FR15ABOM220821068,organized,OK,OK,,0.9806,,1,2.3768,0.65828669,0.58762145,0.66351175,0.42346066,0.37087515,0.40690207,0.36565012,0.57106286,data\crops\light\organized\organized_FR15ABOM220821068_P1_bb4ba89b3b3b17f6.jpg,0.3377,2026-08-21T12:12:11+00:00
1086e6c580326114,FR15ABOM220821068,organized,OK,OK,,0.7690,,1,2.3387,0.67337370,0.58837259,0.67942399,0.42233396,0.38818479,0.40346721,0.38213444,0.56950587,data\crops\light\organized\organized_FR15ABOM220821068_P2_1086e6c580326114.jpg,0.3364,2026-08-21T12:12:11+00:00
2a6fd42740afc3e5,FR15ABOM220821068,organized,OK,OK,,0.9132,,1,2.3509,0.58720827,0.57117337,0.58835453,0.46341226,0.25057152,0.46139121,0.24942525,0.56915230,data\crops\light\organized\organized_FR15ABOM220821068_S1_2a6fd42740afc3e5.jpg,0.2383,2026-08-21T12:12:11+00:00
63dfd0da53c9e4c5,FR15ABOM220821068,organized,OK,OK,,0.2062,,1,2.3815,0.58190113,0.57718933,0.58088142,0.46892372,0.23710360,0.47074497,0.23812327,0.57901055,data\crops\light\organized\organized_FR15ABOM220821068_S2_63dfd0da53c9e4c5.jpg,0.4854,2026-08-21T12:12:12+00:00
398b45df2cc9ca09,FR15ABOM220821068,organized,OK,OK,,0.8963,,1,2.3441,0.53839397,0.61072648,0.54121327,0.50485349,0.21030983,0.49989682,0.20749047,0.60576981,data\crops\light\organized\organized_FR15ABOM220821068_S3_398b45df2cc9ca09.jpg,0.1999,2026-08-21T12:12:12+00:00
1625d333fc11d8e3,FR15ABOM220821070,organized,OK,OK,,0.9342,,1,2.2845,0.65468079,0.57456058,0.66039419,0.40948722,0.37756717,0.39208436,0.37185371,0.55715775,data\crops\light\organized\organized_FR15ABOM220821070_P1_1625d333fc11d8e3.jpg,0.3045,2026-08-21T12:12:12+00:00
9c8e9be1d580da80,FR15ABOM220821070,organized,OK,OK,,0.9081,,1,2.2975,0.67135024,0.57902539,0.67798138,0.41351780,0.39278761,0.39320400,0.38615641,0.55871159,data\crops\light\organized\organized_FR15ABOM220821070_P2_9c8e9be1d580da80.jpg,0.3097,2026-08-21T12:12:13+00:00
313bbf85bfd136d5,FR15ABOM220821070,organized,OK,OK,,0.9758,,1,2.3180,0.57564890,0.49919653,0.57991761,0.37899220,0.20840083,0.37157086,0.20413208,0.49177518,data\crops\light\organized\organized_FR15ABOM220821070_S1_313bbf85bfd136d5.jpg,0.2172,2026-08-21T12:12:13+00:00
31e54dffa524b66b,FR15ABOM220821070,organized,OK,OK,,0.9619,,1,2.3060,0.56687915,0.49879518,0.57182729,0.37781188,0.19984846,0.36925420,0.19490033,0.49023750,data\crops\light\organized\organized_FR15ABOM220821070_S2_31e54dffa524b66b.jpg,0.2314,2026-08-21T12:12:13+00:00
9ba3d580fc508400,FR15ABOM220821070,organized,OK,OK,,0.9618,,1,2.3657,0.57380027,0.51032966,0.57945287,0.39454463,0.21423797,0.38451537,0.20858537,0.50030041,data\crops\light\organized\organized_FR15ABOM220821070_S3_9ba3d580fc508400.jpg,0.2170,2026-08-21T12:12:13+00:00
7a69b27655238644,FR15_ABOM07082020038,organized,OK,OK,,0.8291,,1,2.4126,0.62976187,0.54362863,0.63015974,0.41387987,0.39538532,0.41260001,0.39498743,0.54234874,data\crops\light\organized\organized_FR15_ABOM07082020038_P1_7a69b27655238644.jpg,0.2533,2026-08-21T12:12:14+00:00
93e1763cecb5f9a6,FR15_ABOM07082020038,organized,OK,OK,,0.9004,,1,2.3845,0.62822229,0.56033015,0.62834758,0.42998821,0.39524832,0.42958978,0.39512300,0.55993176,data\crops\light\organized\organized_FR15_ABOM07082020038_P2_93e1763cecb5f9a6.jpg,0.3092,2026-08-21T12:12:14+00:00
244e1e2377e64d76,FR15_ABOM07082020038,organized,OK,OK,,0.9637,,1,2.3614,0.56496012,0.52183115,0.56565654,0.40771216,0.20634234,0.40647873,0.20564593,0.52059776,data\crops\light\organized\organized_FR15_ABOM07082020038_S1_244e1e2377e64d76.jpg,0.2353,2026-08-21T12:12:14+00:00
9b20d646793f738e,FR15_ABOM07082020038,organized,OK,OK,,0.9533,,1,2.3991,0.51846319,0.53878075,0.52592772,0.42708540,0.16863218,0.41365415,0.16116770,0.52534950,data\crops\light\organized\organized_FR15_ABOM07082020038_S2_9b20d646793f738e.jpg,0.2867,2026-08-21T12:12:14+00:00
c95c3a3cadc7ccf1,FR15_ABOM07082020038,organized,OK,OK,,0.9048,,1,2.4012,0.53556973,0.52009153,0.53525251,0.41338921,0.19362967,0.41396052,0.19394691,0.52066284,data\crops\light\organized\organized_FR15_ABOM07082020038_S3_c95c3a3cadc7ccf1.jpg,0.2253,2026-08-21T12:12:15+00:00
71235b2836e7bfb3,FR15_ABOM07082020082,organized,OK,OK,,0.9646,,1,2.2529,0.64510137,0.57844055,0.64726055,0.41068557,0.36380854,0.40419963,0.36164939,0.57195461,data\crops\light\organized\organized_FR15_ABOM07082020082_P1_71235b2836e7bfb3.jpg,0.3280,2026-08-21T12:12:15+00:00
22a02008da9075fd,FR15_ABOM07082020082,organized,OK,OK,,0.9758,,1,2.2655,0.64893830,0.58837837,0.65170240,0.42197362,0.36895838,0.41362399,0.36619422,0.58002871,data\crops\light\organized\organized_FR15_ABOM07082020082_P2_22a02008da9075fd.jpg,0.3214,2026-08-21T12:12:15+00:00
a62ffa5578f1ad75,FR15_ABOM07082020082,organized,OK,OK,,0.9378,,1,2.2389,0.59932011,0.53976637,0.59437668,0.42739257,0.25892419,0.43569335,0.26386768,0.54806715,data\crops\light\organized\organized_FR15_ABOM07082020082_S1_a62ffa5578f1ad75.jpg,0.2540,2026-08-21T12:12:16+00:00
97d53db465ce033e,FR15_ABOM07082020082,organized,OK,OK,,0.9296,,1,2.2877,0.57096684,0.52277124,0.57170403,0.41205275,0.23398185,0.41078785,0.23324461,0.52150637,data\crops\light\organized\organized_FR15_ABOM07082020082_S2_97d53db465ce033e.jpg,0.5384,2026-08-21T12:12:16+00:00
81fb781409e74bee,FR15_ABOM07082020082,organized,OK,OK,,0.9659,,1,2.3126,0.52791691,0.53304291,0.52827919,0.41968209,0.17872854,0.41905370,0.17836624,0.53241450,data\crops\light\organized\organized_FR15_ABOM07082020082_S3_81fb781409e74bee.jpg,0.1909,2026-08-21T12:12:16+00:00
74e04ca7a21e914d,FR15_ABOM080820007,organized,OK,OK,,0.9663,,1,2.3625,0.65243030,0.57419437,0.65562660,0.41197124,0.36819130,0.40190297,0.36499497,0.56412613,data\crops\light\organized\organized_FR15_ABOM080820007_P1_74e04ca7a21e914d.jpg,0.2681,2026-08-21T12:12:17+00:00
9185ba731800a21f,FR15_ABOM080820007,organized,OK,OK,,0.9389,,1,2.3787,0.65021396,0.56637442,0.65230280,0.40612364,0.36641291,0.39949879,0.36432406,0.55974954,data\crops\light\organized\organized_FR15_ABOM080820007_P2_9185ba731800a21f.jpg,0.2627,2026-08-21T12:12:17+00:00
d3efc8fddd286fe3,FR15_ABOM080820007,organized,OK,OK,,0.9372,,1,2.3690,0.58542186,0.54926413,0.58695531,0.44362289,0.25327280,0.44089830,0.25173932,0.54653955,data\crops\light\organized\organized_FR15_ABOM080820007_S1_d3efc8fddd286fe3.jpg,0.1967,2026-08-21T12:12:17+00:00
6931a2a74f5f5d20,FR15_ABOM080820007,organized,OK,OK,,0.9306,,1,2.4193,0.58131695,0.53362232,0.58165193,0.42754212,0.23945966,0.42693433,0.23912470,0.53301454,data\crops\light\organized\organized_FR15_ABOM080820007_S2_6931a2a74f5f5d20.jpg,0.1874,2026-08-21T12:12:17+00:00
ccad969de9a5ff31,FR15_ABOM080820007,organized,OK,OK,,0.9397,,1,2.3876,0.56885368,0.53132075,0.57077909,0.42700139,0.23868567,0.42355362,0.23676027,0.52787298,data\crops\light\organized\organized_FR15_ABOM080820007_S3_ccad969de9a5ff31.jpg,0.1925,2026-08-21T12:12:17+00:00
2dbbcaea550e5452,FR15_ABOM080820039,organized,OK,OK,,0.9685,,1,2.2715,0.65147555,0.57454419,0.65250450,0.40935901,0.37109524,0.40624255,0.37006623,0.57142770,data\crops\light\organized\organized_FR15_ABOM080820039_P1_2dbbcaea550e5452.jpg,0.2557,2026-08-21T12:12:18+00:00
1833bc09f46bb11c,FR15_ABOM080820039,organized,OK,OK,,0.7109,,1,2.2483,0.63884062,0.57865614,0.63959414,0.41254514,0.35949600,0.41028625,0.35874245,0.57639718,data\crops\light\organized\organized_FR15_ABOM080820039_P2_1833bc09f46bb11c.jpg,0.2528,2026-08-21T12:12:18+00:00
78d1d61b47a990df,FR15_ABOM080820039,organized,OK,OK,,0.9431,,1,2.2496,0.59376645,0.49882141,0.59301263,0.38841197,0.26185048,0.38968378,0.26260430,0.50009322,data\crops\light\organized\organized_FR15_ABOM080820039_S1_78d1d61b47a990df.jpg,0.2257,2026-08-21T12:12:18+00:00
01a88c14283fe83d,FR15_ABOM080820039,organized,OK,OK,,0.8441,,1,2.2609,0.59662521,0.47439975,0.59315330,0.36242622,0.25560206,0.36831349,0.25907397,0.48028705,data\crops\light\organized\organized_FR15_ABOM080820039_S2_01a88c14283fe83d.jpg,0.2471,2026-08-21T12:12:18+00:00
ca042ecfbc7894cb,FR15_ABOM080820039,organized,OK,OK,,0.9578,,1,2.2881,0.61262375,0.52563250,0.61280078,0.41269556,0.26824880,0.41239172,0.26807174,0.52532870,data\crops\light\organized\organized_FR15_ABOM080820039_S3_ca042ecfbc7894cb.jpg,0.2238,2026-08-21T12:12:19+00:00
295fe26213d53f23,FR15_ABOM090820071,organized,OK,OK,,0.9146,,1,2.3557,0.66244608,0.55954415,0.66330832,0.40860078,0.39662197,0.40589270,0.39575982,0.55683607,data\crops\light\organized\organized_FR15_ABOM090820071_P1_295fe26213d53f23.jpg,0.2999,2026-08-21T12:12:19+00:00
4bbfa58f6277d90f,FR15_ABOM090820071,organized,OK,OK,,0.9164,,1,2.3523,0.65967244,0.56130886,0.66120386,0.40904015,0.39257053,0.40423718,0.39103913,0.55650592,data\crops\light\organized\organized_FR15_ABOM090820071_P2_4bbfa58f6277d90f.jpg,0.3132,2026-08-21T12:12:19+00:00
4cb9f3860e14b05f,FR15_ABOM090820071,organized,OK,OK,,0.9482,,1,2.3911,0.57428938,0.52411973,0.57533765,0.41427934,0.22515215,0.41239953,0.22410394,0.52223992,data\crops\light\organized\organized_FR15_ABOM090820071_S1_4cb9f3860e14b05f.jpg,0.2503,2026-08-21T12:12:20+00:00
1b01d7ca7d6246b5,FR15_ABOM090820071,organized,OK,OK,,0.9519,,1,2.3624,0.59715229,0.52031064,0.59818476,0.40866244,0.24651308,0.40683314,0.24548061,0.51848143,data\crops\light\organized\organized_FR15_ABOM090820071_S2_1b01d7ca7d6246b5.jpg,0.2327,2026-08-21T12:12:20+00:00
38bf4623827243f6,FR15_ABOM090820071,organized,OK,OK,,0.9129,,1,2.3844,0.58642197,0.57059133,0.58548790,0.46204272,0.24038912,0.46371320,0.24132322,0.57226181,data\crops\light\organized\organized_FR15_ABOM090820071_S3_38bf4623827243f6.jpg,0.3206,2026-08-21T12:12:20+00:00
8d119ef7974131f3,FR15_ABOM14080820006,organized,OK,OK,,0.9699,,1,2.3659,0.65088487,0.58539420,0.65718043,0.42212871,0.36747473,0.40226907,0.36117923,0.56553453,data\crops\light\organized\organized_FR15_ABOM14080820006_P1_8d119ef7974131f3.jpg,0.3397,2026-08-21T12:12:20+00:00
fea3d45ca9b535a3,FR15_ABOM14080820006,organized,OK,OK,,0.9507,,1,2.3802,0.64279914,0.59690660,0.64646846,0.43516660,0.35774294,0.42352194,0.35407364,0.58526194,data\crops\light\organized\organized_FR15_ABOM14080820006_P2_fea3d45ca9b535a3.jpg,0.3098,2026-08-21T12:12:21+00:00
a0b51894c5057c38,FR15_ABOM14080820006,organized,OK,OK,,0.9123,,1,2.3895,0.59566694,0.53498840,0.59982121,0.42406553,0.24641623,0.41662052,0.24226199,0.52754337,data\crops\light\organized\organized_FR15_ABOM14080820006_S1_a0b51894c5057c38.jpg,0.2452,2026-08-21T12:12:21+00:00
7de79bc91444355d,FR15_ABOM14080820006,organized,OK,OK,,0.9191,,1,2.3669,0.56198406,0.54088712,0.56498224,0.43051684,0.21666388,0.42519447,0.21366569,0.53556478,data\crops\light\organized\organized_FR15_ABOM14080820006_S2_7de79bc91444355d.jpg,0.2381,2026-08-21T12:12:21+00:00
71185eac93dec780,FR15_ABOM14080820006,organized,OK,OK,,0.9677,,1,2.3644,0.57071716,0.58717388,0.57444292,0.47138351,0.20941272,0.46477669,0.20568696,0.58056706,data\crops\light\organized\organized_FR15_ABOM14080820006_S3_71185eac93dec780.jpg,0.2568,2026-08-21T12:12:21+00:00
5f56dc959b71ef98,FR15_ABOM170820009,organized,OK,OK,,0.9633,,1,2.3658,0.64659196,0.58299482,0.65217447,0.41716757,0.35793683,0.39955813,0.35235438,0.56538540,data\crops\light\organized\organized_FR15_ABOM170820009_P1_5f56dc959b71ef98.jpg,0.3323,2026-08-21T12:12:22+00:00
