image_id,specimen_id,split,status,error_reason,aspect_ratio,output_path,processing_time_s,processed_at
2d2cbedbfbe45fcc,CollecYvan9,train,OK,,1.7812,data/Tancrede/extraction/light/images/train/CollecYvan9-P1.jpg,0.0203,2026-09-03T09:31:32+00:00
fdfea81d23ace029,FR15ABOM220821084,train,OK,,1.9203,data/Tancrede/extraction/light/images/train/FR15ABOM220821084-P1.jpg,0.0193,2026-09-03T09:31:32+00:00
8555bc663f588195,FR15_ABOM07082020062,train,FAILED,detection_not_OK,,,0.0000,2026-09-03T09:31:32+00:00
bf85c0e3ec5a8cb7,FR15ABOM220821085,train,OK,,1.6172,data/Tancrede/extraction/light/images/train/FR15ABOM220821085-P1.jpg,0.0208,2026-09-03T09:31:32+00:00
9166932186ede4aa,FR15ABOM220821068,train,OK,,1.7451,data/Tancrede/extraction/light/images/train/FR15ABOM220821068-P1.jpg,0.0243,2026-09-03T09:31:32+00:00
62aa8574b31a8e10,NoName8,train,OK,,1.6818,data/Tancrede/extraction/light/images/train/NoName8-P1.jpg,0.0180,2026-09-03T09:31:32+00:00
c446e12eb9e8f2e7,FR15_ABOM090820071,train,OK,,1.5806,data/Tancrede/extraction/light/images/train/FR15_ABOM090820071-P1.jpg,0.0215,2026-09-03T09:31:32+00:00
e9bed482c353f323,FR15_ABOM170820030,train,OK,,1.2536,data/Tancrede/extraction/light/images/train/FR15_ABOM170820030-P1.jpg,0.0266,2026-09-03T09:31:32+00:00
edae1875d935464a,FR15_ABOM170820009,train,OK,,1.6791,data/Tancrede/extraction/light/images/train/FR15_ABOM170820009-P1.jpg,0.0235,2026-09-03T09:31:32+00:00
d036e828808dae28,FR15ABOM210821210,train,OK,,1.5790,data/Tancrede/extraction/light/images/train/FR15ABOM210821210-P1.jpg,0.0247,2026-09-03T09:31:32+00:00
eae7b300ba77bfa8,FR15ABOM220821043,train,OK,,1.7070,data/Tancrede/extraction/light/images/train/FR15ABOM220821043-P1.jpg,0.0228,2026-09-03T09:31:32+00:00
97bfc12c54037661,FR15_ABOM07082020082,train,OK,,1.6397,data/Tancrede/extraction/light/images/train/FR15_ABOM07082020082-P1.jpg,0.0227,2026-09-03T09:31:32+00:00
d381e54c76b84932,FR15_ABOM14080820006,train,OK,,1.5910,data/Tancrede/extraction/light/images/train/FR15_ABOM14080820006-P1.jpg,0.0242,2026-09-03T09:31:32+00:00
ff601fd4f0ebc435,FR15ABOM210821171,train,OK,,1.5308,data/Tancrede/extraction/light/images/train/FR15ABOM210821171-P1.jpg,0.0243,2026-09-03T09:31:32+00:00
dd08116b68ad364b,FR15ABOM170821029,train,OK,,1.6220,data/Tancrede/extraction/light/images/train/FR15ABOM170821029-P1.jpg,0.0250,2026-09-03T09:31:32+00:00
19f54eb02a3a9111,FR15ABOM150820018,train,OK,,1.8193,data/Tancrede/extraction/light/images/train/FR15ABOM150820018-P1.jpg,0.0217,2026-09-03T09:31:32+00:00
ad6f072b8d6d38e6,FR15ABOM210821212,train,OK,,1.9508,data/Tancrede/extraction/light/images/train/FR15ABOM210821212-P1.jpg,0.0223,2026-09-03T09:31:32+00:00
1a043a1b7b139541,FR15_ABOM080820007,train,OK,,1.5933,data/Tancrede/extraction/light/images/train/FR15_ABOM080820007-P1.jpg,0.0226,2026-09-03T09:31:32+00:00
89fc065f53a07c6c,FR15_ABOM080820039,train,OK,,1.5114,data/Tancrede/extraction/light/images/train/FR15_ABOM080820039-P1.jpg,0.0242,2026-09-03T09:31:32+00:00
97e5afc4e1e70268,FR15ABOM220821070,train,OK,,1.4952,data/Tancrede/extraction/light/images/train/FR15ABOM220821070-P1.jpg,0.0225,2026-09-03T09:31:32+00:00
b92238dc504defa3,FR15ABOM210821165,train,OK,,1.5652,data/Tancrede/extraction/light/images/train/FR15ABOM210821165-P1.jpg,0.0215,2026-09-03T09:31:32+00:00
c4ac4ac4de8b62a7,FR15_ABOM07082020038,train,OK,,1.7119,data/Tancrede/extraction/light/images/train/FR15_ABOM07082020038-P1.jpg,0.0175,2026-09-03T09:31:32+00:00
8778fc69423e320e,FR15ABOM210821139,train,OK,,1.5983,data/Tancrede/extraction/light/images/train/FR15ABOM210821139-P1.jpg,0.0221,2026-09-03T09:31:32+00:00
99fe4734daba8d41,FR15ABOM210821137,train,OK,,1.4775,data/Tancrede/extraction/light/images/train/FR15ABOM210821137-P1.jpg,0.0247,2026-09-03T09:31:33+00:00
f306768d7642aecf,OPIE_Lapi_220620d,train,OK,,2.4308,data/Tancrede/extraction/light/images/train/OPIE_Lapi_220620d-P1.jpg,0.0827,2026-09-03T09:31:33+00:00
05a2613b9eee4a24,OPIE_Lapi_240620b,train,OK,,2.3084,data/Tancrede/extraction/light/images/train/OPIE_Lapi_240620b-P1.jpg,0.0824,2026-09-03T09:31:33+00:00
cc147045d33008c7,OPIE_Lapi_220620,train,OK,,2.2586,data/Tancrede/extraction/light/images/train/OPIE_Lapi_220620-P1.jpg,0.0828,2026-09-03T09:31:33+00:00
4ce1cc94d5df8def,OPIE_Lapi_130720d,train,OK,,2.3913,data/Tancrede/extraction/light/images/train/OPIE_Lapi_130720d-P1.jpg,0.0822,2026-09-03T09:31:33+00:00
91fa8d19c49909e9,OPIE_Lapi_160720b,train,OK,,2.4373,data/Tancrede/extraction/light/images/train/OPIE_Lapi_160720b-P1.jpg,0.0817,2026-09-03T09:31:33+00:00
fc5623924b45bf9a,OPIE_Lapi_220620b,train,OK,,2.2957,data/Tancrede/extraction/light/images/train/OPIE_Lapi_220620b-P1.jpg,0.0790,2026-09-03T09:31:33+00:00
8cb716fe95da0f35,OPIE_Lapi_270702,train,OK,,2.2837,data/Tancrede/extraction/light/images/train/OPIE_Lapi_270702-P1.jpg,0.0821,2026-09-03T09:31:33+00:00
f59bb7ceca5fa865,OPIE_Lapi_070820b,train,OK,,2.2763,data/Tancrede/extraction/light/images/train/OPIE_Lapi_070820b-P1.jpg,0.0807,2026-09-03T09:31:33+00:00
a8a020a2acc3ba05,OPIE_Lapi_130720b,train,OK,,2.2994,data/Tancrede/extraction/light/images/train/OPIE_Lapi_130720b-P1.jpg,0.0796,2026-09-03T09:31:33+00:00
98ce8d52e2c0a90f,OPIE_Lapi_200720,train,OK,,2.4642,data/Tancrede/extraction/light/images/train/OPIE_Lapi_200720-P1.jpg,0.0799,2026-09-03T09:31:33+00:00
1a935472ffed59a5,OPIE_Lapi_230620,train,OK,,2.3252,data/Tancrede/extraction/light/images/train/OPIE_Lapi_230620-P1.jpg,0.0798,2026-09-03T09:31:33+00:00
3dee7dcf0bf5b89f,OPIE_Lapi_260620,train,OK,,2.2948,data/Tancrede/extraction/light/images/train/OPIE_Lapi_260620-P1.jpg,0.0795,2026-09-03T09:31:33+00:00
259ccbb41a1f9769,OPIE_Lapi_290602,train,OK,,2.2333,data/Tancrede/extraction/light/images/train/OPIE_Lapi_290602-P1.jpg,0.0809,2026-09-03T09:31:34+00:00
a457dad932470860,OPIE_Lapi_220620c,train,OK,,2.3861,data/Tancrede/extraction/light/images/train/OPIE_Lapi_220620c-P1.jpg,0.0792,2026-09-03T09:31:34+00:00
3fb41d7480a0ed6a,OPIE_Lapi_260620b,train,OK,,2.8829,data/Tancrede/extraction/light/images/train/OPIE_Lapi_260620b-P1.jpg,0.0849,2026-09-03T09:31:34+00:00
2f9a5cc010a5bc70,OPIE_Lapi_240620,train,OK,,2.4865,data/Tancrede/extraction/light/images/train/OPIE_Lapi_240620-P1.jpg,0.0774,2026-09-03T09:31:34+00:00
4273e666ca3bf267,OPIE_Lapi_130720,train,OK,,2.3217,data/Tancrede/extraction/light/images/train/OPIE_Lapi_130720-P1.jpg,0.0837,2026-09-03T09:31:34+00:00
dd485bd2d093fa7e,OPIE_Lapi_230620b,train,OK,,2.2997,data/Tancrede/extraction/light/images/train/OPIE_Lapi_230620b-P1.jpg,0.0811,2026-09-03T09:31:34+00:00
786c3009835c6874,OPIE_Lapi_110702,train,OK,,2.4021,data/Tancrede/extraction/light/images/train/OPIE_Lapi_110702-P1.jpg,0.0820,2026-09-03T09:31:34+00:00
fb559a0c04786643,OPIE_Lapi_130720c,train,OK,,2.3151,data/Tancrede/extraction/light/images/train/OPIE_Lapi_130720c-P1.jpg,0.0788,2026-09-03T09:31:34+00:00
730437fd4e90ad7d,OPIE_Lapi_070820,train,OK,,2.5205,data/Tancrede/extraction/light/images/train/OPIE_Lapi_070820-P1.jpg,0.0853,2026-09-03T09:31:34+00:00
45f2cc5a3546f39d,OPIE_Lapi_100803,train,OK,,2.4440,data/Tancrede/extraction/light/images/train/OPIE_Lapi_100803-P1.jpg,0.0783,2026-09-03T09:31:34+00:00
f805c427c371e472,OPIE_Lapi_A1b,train,OK,,2.3454,data/Tancrede/extraction/light/images/train/OPIE_Lapi_A1b-P1.jpg,0.0817,2026-09-03T09:31:34+00:00
9238b85da8d0146c,OPIE_Lapi_95C,train,OK,,2.4455,data/Tancrede/extraction/light/images/train/OPIE_Lapi_95C-P1.jpg,0.0843,2026-09-03T09:31:34+00:00
2b5e0d866cf7c51f,OPIE_Lapi_B2,train,OK,,2.2181,data/Tancrede/extraction/light/images/train/OPIE_Lapi_B2-P1.jpg,0.0809,2026-09-03T09:31:35+00:00
b1f09ac7b47d14dc,OPIE_Lapi_030803b,train,OK,,2.4868,data/Tancrede/extraction/light/images/train/OPIE_Lapi_030803b-P1.jpg,0.0859,2026-09-03T09:31:35+00:00
389604ce08463a97,OPIE_Lapi_D1,train,OK,,2.3992,data/Tancrede/extraction/light/images/train/OPIE_Lapi_D1-P1.jpg,0.0861,2026-09-03T09:31:35+00:00
0ff169e3fc47a284,OPIE_Lapi_200703b,train,OK,,2.4026,data/Tancrede/extraction/light/images/train/OPIE_Lapi_200703b-P1.jpg,0.0809,2026-09-03T09:31:35+00:00
aa26220e634f11a7,OPIE_Lapi_E7,train,OK,,2.4425,data/Tancrede/extraction/light/images/train/OPIE_Lapi_E7-P1.jpg,0.0833,2026-09-03T09:31:35+00:00
204d400420ea80bf,OPIE_Lapi_030803,train,OK,,2.4732,data/Tancrede/extraction/light/images/train/OPIE_Lapi_030803-P1.jpg,0.0843,2026-09-03T09:31:35+00:00
9492299e29cc2996,OPIE_Lapi_060803,train,OK,,2.4578,data/Tancrede/extraction/light/images/train/OPIE_Lapi_060803-P1.jpg,0.0819,2026-09-03T09:31:35+00:00
d9f756ea734431c4,OPIE_Lapi_180702,train,OK,,2.4798,data/Tancrede/extraction/light/images/train/OPIE_Lapi_180702-P1.jpg,0.0836,2026-09-03T09:31:35+00:00
e4d48e4937f536cc,OPIE_Lapi_78V,train,OK,,2.4788,data/Tancrede/extraction/light/images/train/OPIE_Lapi_78V-P1.jpg,0.0837,2026-09-03T09:31:35+00:00
af53070f1d1e2e76,OPIE_Lapi_200703,train,OK,,2.5031,data/Tancrede/extraction/light/images/train/OPIE_Lapi_200703-P1.jpg,0.0831,2026-09-03T09:31:35+00:00
fce15c38021f4e54,OPIE_Lapi_100820,train,OK,,2.3541,data/Tancrede/extraction/light/images/train/OPIE_Lapi_100820-P1.jpg,0.0837,2026-09-03T09:31:35+00:00
f3c14bd7ad839dc2,OPIE_Lapi_A1,train,OK,,2.4557,data/Tancrede/extraction/light/images/train/OPIE_Lapi_A1-P1.jpg,0.0823,2026-09-03T09:31:35+00:00
70ec76b103b7fa54,OPIE_Lapi_160720,train,OK,,2.4409,data/Tancrede/extraction/light/images/train/OPIE_Lapi_160720-P1.jpg,0.0854,2026-09-03T09:31:36+00:00
402c9176aa7d3db3,OPIE_Lapi_H1,train,OK,,2.4326,data/Tancrede/extraction/light/images/train/OPIE_Lapi_H1-P1.jpg,0.0808,2026-09-03T09:31:36+00:00
a800566328e43059,OPIE_Lapi_B2b,train,OK,,2.5437,data/Tancrede/extraction/light/images/train/OPIE_Lapi_B2b-P1.jpg,0.0832,2026-09-03T09:31:36+00:00
a7bce4533155d45b,OPIE_Lapi_7B,train,OK,,2.4616,data/Tancrede/extraction/light/images/train/OPIE_Lapi_7B-P1.jpg,0.0809,2026-09-03T09:31:36+00:00
8290da03f48dd279,OPIE_Lapi_180703,train,OK,,2.4344,data/Tancrede/extraction/light/images/train/OPIE_Lapi_180703-P1.jpg,0.0801,2026-09-03T09:31:36+00:00
d616aaa6180fb8c8,FR73ABOM140722026,train,OK,,2.1663,data/Tancrede/extraction/light/images/train/FR73ABOM140722026-P1.jpg,0.0940,2026-09-03T09:31:36+00:00
e4aeabc3df05d056,FR73ABOM200722032,train,OK,,2.2450,data/Tancrede/extraction/light/images/train/FR73ABOM200722032-P1.jpg,0.1117,2026-09-03T09:31:36+00:00
b482aa691b4451d8,FR74ABOM160722015,train,OK,,2.5431,data/Tancrede/extraction/light/images/train/FR74ABOM160722015-P1.jpg,0.0808,2026-09-03T09:31:36+00:00
062f6951a1c43487,Polset_1,train,FAILED,detection_not_OK,,,0.0000,2026-09-03T09:31:36+00:00
5e19e765d09fa3d0,CD388623c,train,OK,,2.3483,data/Tancrede/extraction/light/images/train/CD388623c-P1.jpg,0.0082,2026-09-03T09:31:36+00:00
b82e5243b358907f,CollecYvan15,train,OK,,2.1490,data/Tancrede/extraction/light/images/train/CollecYvan15-P1.jpg,0.0867,2026-09-03T09:31:36+00:00
73f2852198ce4133,FR73ABOM130722002,train,OK,,2.3288,data/Tancrede/extraction/light/images/train/FR73ABOM130722002-P1.jpg,0.0872,2026-09-03T09:31:36+00:00
0a90c4c53a2db8d1,CollecYvan17,train,OK,,2.1471,data/Tancrede/extraction/light/images/train/CollecYvan17-P1.jpg,0.0878,2026-09-03T09:31:36+00:00
00572780db9e4dc8,FR74ABOM160722001,train,OK,,2.2941,data/Tancrede/extraction/light/images/train/FR74ABOM160722001-P1.jpg,0.0875,2026-09-03T09:31:37+00:00
b65c91f3f7307c39,ABAURA5667,train,OK,,2.2278,data/Tancrede/extraction/light/images/train/ABAURA5667-P1.jpg,0.0889,2026-09-03T09:31:37+00:00
7cb5e0d9b0ebe3e8,FR74ABOM170722014,train,OK,,2.3406,data/Tancrede/extraction/light/images/train/FR74ABOM170722014-P1.jpg,0.0842,2026-09-03T09:31:37+00:00
668983b69ae7a068,CollecYvan18,train,OK,,2.4024,data/Tancrede/extraction/light/images/train/CollecYvan18-P1.jpg,0.0847,2026-09-03T09:31:37+00:00
c8e8d89ab1285ddd,CD388623b,train,OK,,2.4076,data/Tancrede/extraction/light/images/train/CD388623b-P1.jpg,0.0091,2026-09-03T09:31:37+00:00
b048841b3bd41b97,CollecYvan14,train,FAILED,detection_not_OK,,,0.0000,2026-09-03T09:31:37+00:00
a2245dee4fde772d,FR73ABOM130722001,train,OK,,2.1500,data/Tancrede/extraction/light/images/train/FR73ABOM130722001-P1.jpg,0.0862,2026-09-03T09:31:37+00:00
3744f34047a49633,CD388408,train,OK,,2.2676,data/Tancrede/extraction/light/images/train/CD388408-P1.jpg,0.0085,2026-09-03T09:31:37+00:00
4cbe479796b954c7,CollecYvan16,train,OK,,2.2177,data/Tancrede/extraction/light/images/train/CollecYvan16-P1.jpg,0.0951,2026-09-03T09:31:37+00:00
e2713617e753ff1c,FR04ABOM220722087,train,OK,,2.1354,data/Tancrede/extraction/light/images/train/FR04ABOM220722087-P1.jpg,0.0852,2026-09-03T09:31:37+00:00
6a9a972528903ec7,FR73ABOM140722009,train,FAILED,detection_not_OK,,,0.0000,2026-09-03T09:31:37+00:00
d11214094c9caa9d,CD388623d,train,OK,,2.2680,data/Tancrede/extraction/light/images/train/CD388623d-P1.jpg,0.0082,2026-09-03T09:31:37+00:00
3f8be6548c4dc338,FR73ABOM120722090,train,OK,,2.2972,data/Tancrede/extraction/light/images/train/FR73ABOM120722090-P1.jpg,0.0900,2026-09-03T09:31:37+00:00
dadc12b45dc1b754,CD387770b,train,OK,,2.2520,data/Tancrede/extraction/light/images/train/CD387770b-P1.jpg,0.0099,2026-09-03T09:31:37+00:00
f8117419f1d5034b,FR73ABOM140722032,train,OK,,2.2655,data/Tancrede/extraction/light/images/train/FR73ABOM140722032-P1.jpg,0.0836,2026-09-03T09:31:37+00:00
393628d7e190f37d,FR73ABOM150722001,train,OK,,2.2110,data/Tancrede/extraction/light/images/train/FR73ABOM150722001-P1.jpg,0.0888,2026-09-03T09:31:37+00:00
8d95f8a69d3f4190,FR73ABOM120722027,train,OK,,2.3603,data/Tancrede/extraction/light/images/train/FR73ABOM120722027-P1.jpg,0.0864,2026-09-03T09:31:37+00:00
c76d46e4f0642cb8,FR73ABOM120722070,train,OK,,2.3020,data/Tancrede/extraction/light/images/train/FR73ABOM120722070-P1.jpg,0.0836,2026-09-03T09:31:38+00:00
a294cdb523c5306e,CD387804,train,OK,,2.1583,data/Tancrede/extraction/light/images/train/CD387804-P1.jpg,0.0082,2026-09-03T09:31:38+00:00
3d2ed70c1acf2efb,CD388821,train,OK,,2.2724,data/Tancrede/extraction/light/images/train/CD388821-P1.jpg,0.0074,2026-09-03T09:31:38+00:00
8020177f956dfa97,FR04ABOM220722060,train,OK,,2.3222,data/Tancrede/extraction/light/images/train/FR04ABOM220722060-P1.jpg,0.0823,2026-09-03T09:31:38+00:00
0087d08026e683ee,CD388623,train,OK,,2.3143,data/Tancrede/extraction/light/images/train/CD388623-P1.jpg,0.0096,2026-09-03T09:31:38+00:00
70d16cbe4bd33a81,FR73ABOM130722037,train,OK,,2.3061,data/Tancrede/extraction/light/images/train/FR73ABOM130722037-P1.jpg,0.0831,2026-09-03T09:31:38+00:00
42b94d27d52e5fe1,FR73ABOM140722011,train,OK,,2.1931,data/Tancrede/extraction/light/images/train/FR73ABOM140722011-P1.jpg,0.0832,2026-09-03T09:31:38+00:00
8ac56297575d3c1e,FR73ABOM150722006,train,FAILED,detection_not_OK,,,0.0000,2026-09-03T09:31:38+00:00
b710721f6a29fdfc,FR73ABOM120722118,train,OK,,2.3471,data/Tancrede/extraction/light/images/train/FR73ABOM120722118-P1.jpg,0.0823,2026-09-03T09:31:38+00:00
87bd63f43e4b42fb,FR73ABOM130722039,train,FAILED,detection_not_OK,,,0.0000,2026-09-03T09:31:38+00:00
b99150fc19c8ee25,FR73ABOM140722001,train,OK,,2.2447,data/Tancrede/extraction/light/images/train/FR73ABOM140722001-P1.jpg,0.0843,2026-09-03T09:31:38+00:00
f79b9dc0adf9526c,FR73ABOM140722033,train,OK,,2.3681,data/Tancrede/extraction/light/images/train/FR73ABOM140722033-P1.jpg,0.0936,2026-09-03T09:31:38+00:00
bcaf28b64cda40ca,FR73ABOM140722015,train,OK,,2.2270,data/Tancrede/extraction/light/images/train/FR73ABOM140722015-P1.jpg,0.0832,2026-09-03T09:31:38+00:00
e0569afa30972419,FR73ABOM140722031,train,OK,,2.2973,data/Tancrede/extraction/light/images/train/FR73ABOM140722031-P1.jpg,0.0839,2026-09-03T09:31:38+00:00
fff2870c3c92f2e1,CD388230c,train,OK,,2.4847,data/Tancrede/extraction/light/images/train/CD388230c-P1.jpg,0.0091,2026-09-03T09:31:38+00:00
bcdaaea3b42e5313,FR73ABOM130722017,train,OK,,2.2845,data/Tancrede/extraction/light/images/train/FR73ABOM130722017-P1.jpg,0.0800,2026-09-03T09:31:38+00:00
5a4abbbc9583eb78,FR15ABOM100721047,train,OK,,2.0637,data/Tancrede/extraction/light/images/train/FR15ABOM100721047-P1.jpg,0.0934,2026-09-03T09:31:38+00:00
89911539e35b40e7,FR15_ABOM30072020045,train,OK,,1.6566,data/Tancrede/extraction/light/images/train/FR15_ABOM30072020045-P1.jpg,0.0216,2026-09-03T09:31:38+00:00
53e383dc4eab3b64,FR15_ABOM180720054,train,OK,,1.6250,data/Tancrede/extraction/light/images/train/FR15_ABOM180720054-P1.jpg,0.0201,2026-09-03T09:31:38+00:00
af36a94b986b9cfa,FR15_ABOM30072020044,train,FAILED,detection_not_OK,,,0.0000,2026-09-03T09:31:38+00:00
db1721dd918c0690,FR15ABOM210821119,train,OK,,1.5905,data/Tancrede/extraction/light/images/train/FR15ABOM210821119-P1.jpg,0.0194,2026-09-03T09:31:38+00:00
6a868e801ff05e25,FR15ABOM200821004,train,OK,,1.6753,data/Tancrede/extraction/light/images/train/FR15ABOM200821004-P1.jpg,0.0214,2026-09-03T09:31:38+00:00
540610eee495f2c1,FR15ABOM200821035,train,OK,,1.5366,data/Tancrede/extraction/light/images/train/FR15ABOM200821035-P1.jpg,0.0188,2026-09-03T09:31:38+00:00
a3607627d966ed1a,FR15ABOM200821215,train,OK,,1.6714,data/Tancrede/extraction/light/images/train/FR15ABOM200821215-P1.jpg,0.0190,2026-09-03T09:31:39+00:00
0b8e5e4d96e3b644,POLLINIS4415,train,OK,,1.5753,data/Tancrede/extraction/light/images/train/POLLINIS4415-P1.jpg,0.0063,2026-09-03T09:31:39+00:00
bcedcba99833795e,FR15ABOM200821126,train,OK,,1.5751,data/Tancrede/extraction/light/images/train/FR15ABOM200821126-P1.jpg,0.0205,2026-09-03T09:31:39+00:00
a6d25d01ba12a9a6,FR15ABOM170821123,train,OK,,1.6573,data/Tancrede/extraction/light/images/train/FR15ABOM170821123-P1.jpg,0.0201,2026-09-03T09:31:39+00:00
01112f76540776fe,FR15_ABOM30072020048,train,OK,,1.7356,data/Tancrede/extraction/light/images/train/FR15_ABOM30072020048-P1.jpg,0.0193,2026-09-03T09:31:39+00:00
f1e2cdfd6f48b061,FR15ABOM150821068,train,OK,,1.6811,data/Tancrede/extraction/light/images/train/FR15ABOM150821068-P1.jpg,0.0195,2026-09-03T09:31:39+00:00
59733e52ab35052c,FR15_ABOM30072020040,train,OK,,1.9078,data/Tancrede/extraction/light/images/train/FR15_ABOM30072020040-P1.jpg,0.0208,2026-09-03T09:31:39+00:00
44a7bfa8515aaf43,FR15ABOM220821055,train,OK,,1.6153,data/Tancrede/extraction/light/images/train/FR15ABOM220821055-P1.jpg,0.0212,2026-09-03T09:31:39+00:00
3e79cf597c306813,FR15_ABOM30072020071,train,OK,,1.4784,data/Tancrede/extraction/light/images/train/FR15_ABOM30072020071-P1.jpg,0.0240,2026-09-03T09:31:39+00:00
a010146e8b402041,FR15ABOM200821202,train,OK,,1.3295,data/Tancrede/extraction/light/images/train/FR15ABOM200821202-P1.jpg,0.0220,2026-09-03T09:31:39+00:00
4ba1b5a5ecf4a952,FR15ABOM200821233,train,FAILED,detection_not_OK,,,0.0000,2026-09-03T09:31:39+00:00
eb13202b92322f44,FR15ABOM170821074,train,OK,,1.6233,data/Tancrede/extraction/light/images/train/FR15ABOM170821074-P1.jpg,0.0191,2026-09-03T09:31:39+00:00
fe037a305f622e07,FR15ABOM200821014,train,OK,,1.6291,data/Tancrede/extraction/light/images/train/FR15ABOM200821014-P1.jpg,0.0208,2026-09-03T09:31:39+00:00
dc6f892561b19ad1,FR15ABOM210821043,train,OK,,1.6261,data/Tancrede/extraction/light/images/train/FR15ABOM210821043-P1.jpg,0.0217,2026-09-03T09:31:39+00:00
533745138f3feb47,ABAURA8885,train,OK,,1.4918,data/Tancrede/extraction/light/images/train/ABAURA8885-P1.jpg,0.0059,2026-09-03T09:31:39+00:00
0b53e5a6a9c2f3fc,FR15ABOM210821110,train,OK,,1.7163,data/Tancrede/extraction/light/images/train/FR15ABOM210821110-P1.jpg,0.0185,2026-09-03T09:31:39+00:00
6d57c23e25ab7f92,FR15ABOM210822016,train,OK,,1.6948,data/Tancrede/extraction/light/images/train/FR15ABOM210822016-P1.jpg,0.0228,2026-09-03T09:31:39+00:00
41e454dc358a5d34,FR15ABOM200821005,train,OK,,1.5245,data/Tancrede/extraction/light/images/train/FR15ABOM200821005-P1.jpg,0.0200,2026-09-03T09:31:39+00:00
9c0a46f437a559c8,FR15ABOM170821030,train,OK,,1.3670,data/Tancrede/extraction/light/images/train/FR15ABOM170821030-P1.jpg,0.0208,2026-09-03T09:31:39+00:00
9e72f4d464f814da,FR15ABOM200821209,train,OK,,1.2599,data/Tancrede/extraction/light/images/train/FR15ABOM200821209-P1.jpg,0.0233,2026-09-03T09:31:39+00:00
3a55acd0ca64b41d,FR15ABOM200821010,train,OK,,1.5130,data/Tancrede/extraction/light/images/train/FR15ABOM200821010-P1.jpg,0.0223,2026-09-03T09:31:39+00:00
3ede634152a79e0e,FR15ABOM210821048,train,OK,,1.5593,data/Tancrede/extraction/light/images/train/FR15ABOM210821048-P1.jpg,0.0209,2026-09-03T09:31:39+00:00
3e7a1f18efa5b7f5,FR15ABOM210821014,train,OK,,1.6982,data/Tancrede/extraction/light/images/train/FR15ABOM210821014-P1.jpg,0.0201,2026-09-03T09:31:39+00:00
f2648477f9bd4546,FR15ABOM210821115,train,OK,,1.6936,data/Tancrede/extraction/light/images/train/FR15ABOM210821115-P1.jpg,0.0221,2026-09-03T09:31:39+00:00
