image_id,specimen_id,crop_path,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18
af53070f1d1e2e76,OPIE_Lapi_200703,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_200703-P1.jpg,98.3747,104.7864,103.0172,112.0404,194.0045,67.0446,207.7362,53.2304,243.9211,48.8391,260.5671,66.0247,289.9102,70.1098,317.0768,68.6471,394.2721,56.3023,335.469,108.8278,325.3893,110.7263,293.7866,141.2086,208.4426,144.9579,199.3373,164.9798,101.1823,128.8116,203.1048,115.0416,243.2528,96.2881,280.917,97.4551,227.6415,78.3889
e4d48e4937f536cc,OPIE_Lapi_78V,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_78V-P1.jpg,81.4405,103.0179,83.6743,107.8718,182.1824,67.6492,198.4919,52.9873,230.7804,49.3094,252.1024,67.7866,278.6768,72.9765,310.086,70.6288,384.3617,54.83,321.7652,110.3711,311.5931,111.7419,278.9876,144.1606,190.4818,144.1043,185.2661,165.7921,83.7593,127.3258,187.2587,115.3789,233.6518,98.8172,267.2852,99.1127,214.9714,77.2335
a7bce4533155d45b,OPIE_Lapi_7B,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_7B-P1.jpg,106.0463,100.0836,109.8853,106.6305,208.2612,62.1837,222.7253,48.9381,258.0888,46.7416,273.7744,65.44,305.0309,71.3168,326.0827,70.3666,400.2334,56.3695,340.1301,109.2527,332.5422,111.1701,299.6553,142.3644,212.2261,142.6464,205.3785,161.8545,106.9305,122.6333,209.0006,113.6157,255.6229,94.2809,292.6445,97.0345,241.7931,76.0393
9238b85da8d0146c,OPIE_Lapi_95C,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_95C-P1.jpg,99.7131,99.2376,102.1865,105.2163,203.4681,62.4188,216.3005,50.8195,251.2003,47.4462,268.2363,66.3169,297.416,70.9805,327.8189,70.1105,401.7826,59.001,339.2515,109.6193,329.9616,110.9144,294.1618,140.5789,210.7617,141.864,202.9508,161.7165,101.8584,121.514,206.8985,112.883,248.8013,92.9758,286.1822,95.2108,232.5061,74.1201
f805c427c371e472,OPIE_Lapi_A1b,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_A1b-P1.jpg,93.188,87.934,97.4027,95.426,190.9482,57.4374,205.3745,42.4948,240.8506,39.9818,257.7355,58.7031,291.6815,65.6679,315.2512,65.3252,395.5619,57.8425,332.1164,107.6271,319.4526,108.7317,283.692,138.098,199.1015,135.9141,189.9014,155.779,97.1552,111.3953,198.6286,107.995,241.9635,89.285,276.1309,91.5272,223.147,66.6311
f3c14bd7ad839dc2,OPIE_Lapi_A1,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_A1-P1.jpg,98.2683,100.8164,103.0255,107.7903,199.5595,63.1346,210.9083,50.4943,247.8675,46.5156,264.1569,62.9239,295.9616,67.1816,324.1681,63.7347,402.8712,47.1508,339.8517,103.3387,329.5405,105.3517,296.3333,140.2505,210.0041,143.3166,201.8641,164.0318,101.0897,123.7213,207.3316,114.7079,247.815,92.1762,284.2753,92.7506,228.9571,72.276
a800566328e43059,OPIE_Lapi_B2b,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_B2b-P1.jpg,101.3718,100.3036,104.5774,104.7909,197.4571,64.0045,214.3547,50.8491,247.4435,47.5703,263.7427,64.7703,290.6519,68.2102,323.4073,65.9828,393.6255,49.5988,337.246,105.5431,329.2508,107.4051,296.9636,141.3676,210.4309,139.5052,203.0623,160.1938,105.5321,122.2173,203.7162,109.9553,245.6302,90.1521,284.0478,93.4221,236.3675,77.034
2b5e0d866cf7c51f,OPIE_Lapi_B2,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_B2-P1.jpg,84.4755,103.4623,87.6023,109.5918,198.5726,59.7891,211.5537,47.5945,253.6805,42.7721,275.2878,64.7346,308.0086,68.8604,344.4477,66.7564,427.3823,48.9327,357.2763,111.366,345.1906,113.7789,309.2531,150.0791,206.1726,151.1358,197.4347,172.9305,86.1971,130.0281,203.1322,116.3912,253.6706,96.593,293.7853,98.0818,239.192,77.5339
389604ce08463a97,OPIE_Lapi_D1,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_D1-P1.jpg,84.8257,94.8151,86.1711,100.0223,185.6954,60.0311,201.1573,46.7477,239.9327,45.5062,256.4602,63.2897,288.7628,70.0149,319.3977,69.6771,392.3954,57.4719,328.676,111.6669,316.8201,113.5858,285.0289,145.304,191.4196,140.7316,184.263,161.2449,82.7855,117.3047,190.6857,111.1511,233.2061,93.0057,274.4331,96.9992,220.4218,73.0992
aa26220e634f11a7,OPIE_Lapi_E7,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_E7-P1.jpg,86.0569,100.1241,91.6077,107.1302,187.3772,63.458,202.0284,49.478,238.0989,47.4481,255.0237,65.2402,283.4112,70.2098,313.0672,69.0655,393.5305,55.128,328.7453,107.2777,315.5778,109.773,280.2467,139.6813,196.2634,142.2668,190.7088,162.0858,93.0781,122.1132,193.003,113.7399,234.6661,93.3207,270.822,94.5075,222.0305,75.4147
402c9176aa7d3db3,OPIE_Lapi_H1,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_H1-P1.jpg,94.4862,101.2934,99.9078,108.0062,194.5235,62.3517,206.8586,50.4437,244.9474,47.1551,260.8069,63.0191,288.6493,67.3357,317.1431,66.2963,392.5428,54.0229,329.6885,103.949,317.9518,105.8662,288.7071,134.7267,207.8695,138.8613,201.3245,158.5476,98.6783,125.1356,202.5637,111.1097,243.307,90.6753,277.8941,92.7753,228.1397,73.0205
c955aaacc2dde60b,FR73ABOM130722067,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM130722067-P1.jpg,84.7223,109.7675,88.5761,114.6596,176.077,67.6562,192.1929,50.3712,228.9245,43.0967,246.5898,60.3594,276.6119,63.4207,306.5394,58.5062,381.8188,37.0982,325.5779,95.5047,315.0012,99.809,281.667,137.431,197.4646,142.6117,191.2793,165.0965,86.1408,133.3012,187.2451,113.1052,231.7659,90.544,269.7037,88.9528,211.8235,73.3083
c94558d31db9148d,CD387287,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CD387287-P1.jpg,126.4827,59.9366,131.4677,67.0263,207.588,33.8766,220.5657,23.9362,250.5737,21.9886,261.7752,37.3395,289.5889,43.8619,313.6191,43.265,372.2841,33.3916,322.8357,75.4966,310.8803,78.1981,282.6411,102.9447,210.4014,98.7281,204.8416,116.8999,129.4228,81.5041,208.603,74.7278,246.7526,61.7576,279.2529,63.3546,234.3198,45.235
b3639caf3ddf3dca,FR73ABOM120722002,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM120722002-P1.jpg,97.5459,88.2358,101.3042,92.9604,187.5215,51.7524,202.0097,36.4067,234.8665,30.7838,250.5696,48.3214,277.7133,51.2099,307.8617,46.2815,377.9323,26.5326,328.4239,82.4393,317.6003,86.9124,286.2567,118.6353,202.8687,122.8666,197.5661,143.2433,98.6957,110.2691,193.5488,95.4573,236.1529,75.5345,273.4461,74.632,219.4448,60.0373
3fb41d7480a0ed6a,OPIE_Lapi_260620b,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_260620b-P1.jpg,110.3407,110.6537,112.8689,116.4782,207.9882,76.5085,219.9986,64.561,259.1645,60.9847,276.0595,78.9601,303.3676,84.4955,330.2368,83.1002,411.7511,69.6187,341.8844,123.1388,333.2529,125.1111,296.8264,153.2127,211.5137,154.3007,205.5656,174.2947,111.5045,134.2815,209.0797,124.1037,255.8031,108.3399,289.4012,110.1515,239.4219,88.3607
42b94d27d52e5fe1,FR73ABOM140722011,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM140722011-P1.jpg,69.498,94.5679,72.4342,99.6944,169.7352,56.6634,183.4505,43.1637,219.636,38.3473,237.7593,58.9036,265.7777,65.0793,296.4183,62.3453,370.9525,48.0518,309.2973,100.721,296.52,103.1713,264.3779,134.386,173.3742,134.0901,165.9732,155.7198,70.1698,117.1122,169.3509,105.1403,217.1324,85.9569,253.6791,89.2234,199.4376,64.9788
a457dad932470860,OPIE_Lapi_220620c,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_220620c-P1.jpg,105.0722,95.4085,106.6877,100.4114,194.4046,62.1905,208.2618,48.6092,246.1491,44.8186,260.9409,63.6634,288.3343,69.746,313.7203,68.3284,385.3922,54.8891,327.8997,107.5319,317.8939,109.9291,286.8322,139.1374,201.9879,138.3192,196.3885,158.2141,104.0276,117.4254,200.6053,109.2136,243.5918,94.2508,273.1129,95.3667,226.7486,72.477
0430a31d4448b63a,CD388862,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CD388862-P1.jpg,82.4109,106.434,85.9005,113.9154,176.6935,62.7736,191.2279,48.142,230.7646,41.3232,248.7145,60.2779,277.9659,61.7115,303.985,60.2551,376.4229,37.7766,323.134,100.6372,311.061,104.3838,279.1883,138.4096,191.8619,141.7622,187.0247,165.0629,86.8428,130.7513,185.7283,114.4693,230.6164,93.5329,268.7942,89.8606,211.0505,73.1334
f121964e05160221,FR73ABOM200722029,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM200722029-P1.jpg,76.8595,98.4142,80.5483,105.1528,173.7732,59.5153,194.7038,42.4475,230.1945,38.3569,246.8519,58.4944,275.7046,65.2808,308.8217,62.821,384.4837,46.5862,323.3452,101.7608,310.2061,104.7402,278.3117,137.5384,186.4977,141.2176,178.8011,162.0947,77.5879,121.9696,180.0613,109.3543,225.6782,86.7492,263.6655,89.8133,212.2713,70.5605
63678a52fde73929,FR73ABOM130722009,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM130722009-P1.jpg,84.6893,111.1576,89.6594,118.0914,176.4923,69.1617,189.8795,53.6805,227.5273,45.4593,244.598,63.2496,275.4266,65.5508,305.3383,59.7194,375.7274,39.3062,324.3546,98.9606,314.4186,102.5094,282.5667,138.7688,196.3466,147.2939,190.4922,168.1714,88.5439,135.1613,184.951,117.5235,228.202,93.9886,271.916,91.9364,210.0113,75.8518
8375f2bfd3459f92,FR73ABOM130722062,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM130722062-P1.jpg,78.1504,103.8887,83.0405,110.3885,178.2096,64.9748,192.2054,49.3219,230.9489,43.4513,248.8959,61.789,280.4864,65.2131,308.6314,61.0108,377.9163,42.1007,326.6195,100.5934,317.8744,103.3251,280.7641,137.0035,195.0892,142.308,187.8016,163.6934,80.8057,127.6477,186.8321,113.1619,228.9238,90.7435,272.9377,92.098,212.1252,74.9479
6636234c53a32f3c,CD388391,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CD388391-P1.jpg,112.2165,100.8052,117.6089,108.5869,203.0565,61.0681,215.8724,45.8069,250.6634,39.2408,271.3171,59.8386,305.6514,61.5638,328.9472,58.3564,396.5441,35.9672,347.8234,99.1478,333.8864,101.5401,299.0989,135.2173,217.2073,142.3488,210.75,162.9498,116.8994,127.5087,209.7769,111.1693,255.0441,89.5459,296.1938,88.32,234.4922,70.1181
4ce1cc94d5df8def,OPIE_Lapi_130720d,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_130720d-P1.jpg,109.6689,119.1563,111.5758,123.4852,196.7713,75.5716,209.102,60.0605,242.8968,51.4613,261.8889,68.5215,289.2991,69.6325,315.6045,64.8582,389.546,40.6893,337.4862,102.3093,329.2182,105.7336,297.4733,139.4112,215.8525,150.5698,210.9033,171.2582,109.7979,141.0799,211.4945,121.9407,247.7991,100.0616,281.92,96.9468,226.8672,81.4122
98ce8d52e2c0a90f,OPIE_Lapi_200720,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_200720-P1.jpg,106.1131,107.9457,111.4757,115.7479,199.8329,68.4838,214.3534,53.1404,250.2443,47.6728,268.0898,65.7395,296.1945,69.9011,323.5574,65.8876,397.7975,46.7654,343.62,106.3462,331.896,108.879,303.931,142.0505,214.7098,148.4286,208.7425,169.0733,107.984,132.8277,209.9772,118.9351,252.9247,98.8632,288.4747,97.308,230.4437,77.2582
3dee7dcf0bf5b89f,OPIE_Lapi_260620,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_260620-P1.jpg,109.1655,93.3532,112.4549,99.0649,205.787,61.1367,217.8703,48.8062,254.7994,43.4056,269.3422,61.2117,298.4852,67.0209,322.5219,64.9822,398.1388,50.5726,335.8539,105.0626,329.7649,106.5604,294.8781,136.3568,213.0307,138.2623,207.8451,158.0633,111.5667,117.7453,209.1389,108.4993,252.414,91.5444,286.1772,92.639,234.9699,70.8952
b482aa691b4451d8,FR74ABOM160722015,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR74ABOM160722015-P1.jpg,119.1831,99.5064,122.4129,105.8628,205.5226,67.0599,218.6378,52.398,251.4135,48.9968,265.6465,66.2145,291.1873,71.0597,317.5919,68.6109,378.0649,51.3644,331.5081,107.2404,322.8653,109.1185,289.338,137.1229,210.5383,138.0894,205.2051,158.6226,117.0562,122.752,204.4513,112.6193,248.5173,94.1127,280.8671,95.2695,231.9951,75.0876
f8117419f1d5034b,FR73ABOM140722032,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM140722032-P1.jpg,86.6572,111.3539,90.1706,117.7499,176.4904,72.9033,194.1725,53.9998,228.8227,47.5909,244.1487,65.2369,272.3548,67.1114,303.4236,61.064,372.0372,37.5059,320.9262,99.4039,307.7729,102.8491,278.4031,137.5362,188.9065,142.5972,181.9328,163.9938,87.2119,135.2117,184.385,117.9044,228.3499,94.4954,265.321,94.4705,212.2209,77.6363
259ccbb41a1f9769,OPIE_Lapi_290602,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/OPIE_Lapi_290602-P1.jpg,75.3452,97.5779,79.5446,104.5862,173.6421,61.1551,186.7832,46.964,224.855,42.0985,241.9894,60.601,273.5108,65.3164,300.0045,63.0303,375.6702,45.4324,316.0844,104.7395,305.7421,106.4804,272.8728,139.8871,184.2486,143.0913,179.0382,164.6747,76.776,120.7645,180.2619,111.2261,223.6011,91.8191,258.8137,91.9478,205.6215,71.2522
8d95f8a69d3f4190,FR73ABOM120722027,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM120722027-P1.jpg,67.3669,99.5269,72.6952,107.4205,171.0712,65.9601,188.3241,50.2109,225.7667,47.5519,241.9167,66.0898,271.8466,70.0541,299.8661,66.6635,377.7661,47.7133,320.433,108.0819,308.3396,110.2678,274.2353,142.6372,182.3438,142.6897,173.8921,165.1571,72.9603,125.8775,176.3767,114.6111,225.9799,94.3232,261.555,96.3236,208.1003,76.1588
74fd3bdda28e9f50,ABAURA57210,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/ABAURA57210-P1.jpg,109.0799,83.4294,114.7458,91.0741,198.77,53.8547,217.948,41.0074,246.8771,38.2442,262.3602,57.2906,293.0673,63.6869,315.4724,62.5699,383.4802,48.6099,328.053,102.9008,318.893,104.6788,283.3701,134.1956,210.62,132.5374,202.4457,154.0847,110.2626,107.1524,203.9027,103.8054,245.2887,85.8876,282.3884,88.0013,228.3563,64.2706
608ce8d9b35413ba,CD387577b,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CD387577b-P1.jpg,98.4026,63.2839,102.0796,70.2266,188.7115,39.7727,205.6474,25.835,243.4638,25.1564,257.0418,48.8197,286.3543,55.7826,312.0615,54.4572,384.2329,42.1209,324.7773,94.2656,312.5964,94.9645,280.0701,122.9114,196.7961,115.7648,187.5734,136.8607,99.8717,86.3002,194.2688,87.2946,234.2211,71.8878,270.4046,76.5192,221.629,55.0238
2840b7b5df4d1b3f,CD388872b,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/CD388872b-P1.jpg,89.4277,104.1341,92.718,111.8055,184.0143,64.3292,197.5162,49.9958,237.474,44.26,254.9699,63.9646,285.9262,67.7845,310.5922,67.1182,384.093,46.508,328.6261,106.9848,317.8761,108.8276,286.3302,140.721,198.4996,144.6458,194.4544,166.4841,93.1732,128.8661,193.0471,113.7517,237.2986,95.4833,275.7974,92.8913,218.2195,74.2697
f79b9dc0adf9526c,FR73ABOM140722033,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM140722033-P1.jpg,88.0829,113.1634,92.046,118.8026,175.535,73.5667,190.5197,57.3777,226.4934,51.7634,243.0528,67.6184,272.3376,70.9745,301.5433,66.3331,367.2427,43.8981,316.3849,102.7311,305.2772,106.8843,277.915,137.27,192.2273,145.3864,186.2773,166.5899,91.6767,137.2996,185.7498,119.8647,228.7173,98.1405,264.0921,96.7081,211.3723,80.9897
a45e48d88d2d5f59,POLLINIS4984,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/POLLINIS4984-P1.jpg,109.4356,101.4089,114.8477,109.059,194.2332,65.2587,210.724,50.5017,240.4927,45.7766,255.2858,63.5665,290.4667,66.4911,308.6164,64.6883,374.3972,45.9648,329.1818,103.1179,316.2278,104.777,281.947,134.3269,211.9813,142.7663,207.3255,162.3951,111.4188,126.0538,203.4315,115.7034,241.8249,93.8395,280.7589,91.4602,224.3982,74.8226
60c0780e8ead0697,FR73ABOM120722103,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM120722103-P1.jpg,89.9479,103.1145,94.3557,109.5233,181.1084,66.1958,198.1257,49.4084,235.437,43.4745,251.8856,61.9349,281.0582,65.1085,306.1721,61.1491,376.7516,43.2269,325.7987,100.4197,314.3516,104.541,281.0204,137.0267,194.805,142.9494,188.6356,163.8947,91.7658,129.3381,190.4185,113.167,234.3524,92.7537,274.2634,92.5356,213.23,74.3609
e2713617e753ff1c,FR04ABOM220722087,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR04ABOM220722087-P1.jpg,93.3119,111.583,97.3648,118.8943,188.1957,65.2508,200.4492,50.3008,239.2228,42.8122,258.2582,61.106,293.4364,61.5812,313.4587,57.8531,384.9318,31.6975,336.5701,99.146,325.4562,102.6777,292.3235,138.293,200.4679,149.0884,193.0605,173.4899,93.0207,139.5583,193.1866,118.7998,243.4204,94.2211,281.6511,91.3825,224.8195,75.5145
fa07f6933c7269dd,2020.03936,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/2020.03936-P1.jpg,79.9211,104.9119,83.6872,110.9404,173.5291,67.0588,192.3323,50.4642,227.5987,45.3599,244.5776,62.937,273.1051,67.3013,303.0679,61.0731,377.4589,39.4154,321.6598,100.5676,313.5926,103.9639,282.4939,137.4424,193.1845,143.1115,185.8813,166.4084,78.7414,129.7244,184.1341,114.4187,229.701,94.4983,265.4394,93.0433,208.2238,75.3764
4dca7e8b0e1d3936,FR73ABOM200722028,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR73ABOM200722028-P1.jpg,75.3672,113.1253,80.1171,119.709,173.5641,69.5365,187.8122,52.6027,223.6144,45.5854,242.1324,63.3397,274.1479,66.9001,304.5079,61.502,376.004,37.3217,327.5484,101.0629,313.561,105.8956,281.1906,142.1462,188.8244,147.4266,183.6195,171.2884,78.7449,137.2857,181.4933,118.235,229.5982,94.695,267.4125,93.5102,208.7322,76.1853
acfb38156475ed28,POLLINIS4343,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/POLLINIS4343-P1.jpg,108.1199,67.9581,112.2294,75.5453,202.5582,42.496,219.4061,29.9077,254.9512,29.993,270.366,49.9279,298.259,55.6008,320.4993,55.0997,390.5672,44.8568,335.0668,94.2531,326.1969,93.8622,290.8269,123.4086,208.1055,118.282,199.8017,138.6528,111.5126,91.8069,207.8649,90.1284,249.9751,75.6911,288.3465,78.8633,234.5603,55.756
8a73c15b67d769dd,FR04ABOM220722031,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/FR04ABOM220722031-P1.jpg,108.5322,125.0911,112.0842,130.7322,192.2176,78.9736,206.38,62.2748,243.6981,52.5967,260.766,68.7769,289.9803,69.8428,314.0597,63.2499,380.7335,39.0137,334.9459,99.8974,326.4926,105.0292,298.9682,138.434,217.5705,152.9214,213.7939,172.118,111.9248,148.3591,207.0123,125.1815,248.4674,100.717,282.1394,95.8135,225.8062,83.2842
f71d5d01d852a320,ABAURA8672b,/Users/superbg/Documents/IEES/idmybee/data/Bombus/extraction/light/images/train/ABAURA8672b-P1.jpg,105.2027,99.7494,108.9083,106.0839,198.4551,67.3067,215.6062,53.0228,251.631,50.6549,266.0228,69.4435,295.8205,72.4187,323.5501,68.9513,388.0809,49.9087,334.4283,109.3506,326.3486,111.526,290.516,141.8391,208.2111,140.6709,201.4227,162.4966,109.9844,122.4589,203.2139,114.6863,249.7324,96.8275,285.865,96.097,232.0657,78.254
